word,ipa
রণতরী।,ɾɔnot̪ɾi।
রণক্ষেত্রে,ɾɔnkkʰet̪ɾe
রড-সিমেন্ট,ɾɔɽo-ʃiment
"রড,","ɾɔd,"
রটে।,ɾɔte।
রটিয়ে,ɾotiʲe
রটান।,ɾɔtɐn।
রটনাকারীদের,ɾɔtnɐkɐɾid̪eɾ
রঞ্জু,ɾɔnɟu
রজাক,ɾɔɟɐk
রজপাড়া,ɾɔɟpɐɽɐ
রজনীর,ɾɔɟoniɾ
রজনীতে,ɾɔɟonit̪e
রজনীকান্তের,ɾɔɟonikɐnt̪eɾ
রজনীকান্তকে,ɾɔɟonikɐnt̪oke
রছুল,ɾcʰulo
রচয়িতা।,ɾocoʲit̪ɐ।
রচনায়,ɾɔconɐʲ
রঙ্গনা,ɾɔŋgonɐ
রঙে,ɾɔŋe
রঙিন,ɾoŋin
রঙা,ɾɔŋɐ
রঙবেরঙের,ɾɔŋbeɾɔŋeɾ
"রঙ,","ɾɔŋ,"
রঘুনাথপুর,ɾogʱunɐt̪ʰpuɾ
রগও,ɾɔgo͡o̯
রগ,ɾɔg
রক্সি।,ɾɔksi।
রক্ষার্থে,ɾokkʰɐɾt̪ʰe
রক্ষণাবেক্ষণের,ɾɔkkʰonɐbekkʰɔneɾ
রক্ষণাবেক্ষণেও,ɾɔkkʰonɐbekkʰɔne͡o̯
রক্ষণাবেক্ষণকর্মী,ɾɔkkʰonɐbekkʰɔnkɔɾmi
রক্ষণশীল,ɾokkʰonoʃil
রক্ষণ,ɾokkʰon
রক্ষকের।,ɾɔkkʰokeɾ।
রক্ষকের,ɾɔkkʰokeɾ
রক্তারক্তি,ɾɔkt̪ɐɾɔkt̪i
রক্তস্বল্পতা,ɾɔkt̪oʃʃɔlpot̪ɐ
রক্তশূন্যতা,ɾɔkt̪oʃunnot̪ɐ
রক্তদান,ɾɔkt̪od̪ɐn
রক্তণালি,ɾɔkt̪onɐli
রক্তক্ষয়ী,ɾɔkt̪okkʰoʲi
রক্তক্ষরণজনিত,ɾɔkt̪okkʰoɾonɟonit̪o
রক্তক্ষরণও,ɾɔkt̪okkʰoɾono
রক্তক্ষরণ।,ɾɔkt̪okkʰoɾon।
রক্তকণিকা,ɾɔkt̪okɔnikɐ
রক্তই,ɾɔkt̪o͡i̯
রকিবুলের,ɾokibuleɾ
রকিবুর,ɾokibuɾ
রকমারি,ɾɔkmɐɾi
রকমই,ɾɔkomi
রকফেলার,ɾɔkpʰelɐɾ
রওয়ানা,ɾoʷɐnɐ
রওশনারা,ɾɔ͡o̯ʃonɐɾɐ
রউফকে,ɾɔ͡u̯pʰke
রউফ,ɾɔ͡u̯pʰ
রইছ,ɾo͡i̯cʰo
রংয়ের।,ɾɔŋʲeɾ।
রংহীন।,ɾɔŋhin।
রংপুরে,ɾɔŋpuɾe
রংপুর-ঢাকা,ɾɔŋpuɾ-dʱɐkɐ
রংধনু।,ɾɔŋd̪ʱɔnu।
রংগীরকুল,ɾɔŋgiɾkul
যৎসামান্য।,ɟɔt̪ʃɐmɐnno।
যৎসামান্য,ɟɔt̪ʃɐmɐnno
যৌনহয়রানির,ɟo͡u̯uhɔʲɾɐniɾ
যৌনতার,ɟo͡u̯not̪ɐɾ
যৌনকর্মীর,ɟo͡u̯nokɔɾmiɾ
যৌথসভায়,ɟo͡u̯t̪ʰoʃbʱɐʲ
যৌথসভা,ɟo͡u̯t̪ʰoʃɔbʱɐ
যৌতুকলোভী,ɟo͡u̯t̪uklobʱi
যৌক্তিকতার,ɟo͡u̯kt̪ikɔt̪ɐɾ
যোবায়ের,ɟobɐʲeɾ
যোদ্ধাদের,ɟod̪d̪ʱɐd̪eɾ
যোদ্ধা,ɟod̪d̪ʱɐ
যোগ্যতার,ɟoggot̪ɐɾ
যোগ্যতাও,ɟoggot̪ɐ͡o̯
যোগ্যতা:,ɟoggot̪ɐ:
"যোগ্যতা,","ɟoggot̪ɐ,"
"যোগ্য,","ɟoggo,"
যোগেশ,ɟogeʃ
যোগী,ɟogi
যোগাযোগমাধ্যমের,ɟogɐɟogmɐd̪d̪ʱomeɾ
যোগাযোগমাধ্যম,ɟogɐɟogmɐd̪d̪ʱom
যোগাযোগমন্ত্রী,ɟogɐɟogmɔnt̪ɾi
যোগাযোগটা,ɟogɐɟogtɐ
যোগাযোগও,ɟogɐɟogo
যোগসূত্র,ɟogʃut̪ɾo
যোগমায়া,ɟogmɐʲɐ
যোগব্যায়ামের,ɟogobɛʲɐmeɾ
যোগদানকারী,ɟogd̪ɐnkɐɾi
যোগগুরুরা,ɟogguɾuɾɐ
"যেহেতু,","ɟehet̪u,"
যেমনটি,ɟɛmonti
যেমনটা,ɟɛmontɐ
যেদিকে,ɟed̪ike
যেতো।,ɟet̪o।
যেতেন।,ɟet̪en।
যেতেন,ɟet̪en
যেটিকে,ɟetike
যেটাই,ɟetɐ͡i̯
যেগুলোর,ɟeguloɾ
যেগুলোকে,ɟeguloke
যেখানে-সেখানে,ɟekʰɐne-sekʰɐne
যেখান,ɟekʰɐn
যেকোন,ɟekon
যুবারা,ɟubɐɾɐ
যুবসমাজের,ɟubɔʃɔmɐɟeɾ
যুবসমাজকে,ɟubɔʃɔmɐɟke
যুবসমাজ,ɟubɔʃɔmɐɟ
যুবসংহতির,ɟuboʃɔŋhot̪iɾ
যুবসংঘের,ɟuboʃɔŋgʱeɾ
"যুবলীগ,","ɟubolig,"
যুবরাজের,ɟubɔɾɐɟeɾ
যুবরাজকেই,ɟubɔɾɐɟke͡i̯
যুবমৈত্রীর,ɟubomo͡i̯t̪ɾiɾ
যুবদলসহ,ɟubd̪ɔlʃɔho
যুবদল।,ɟubod̪ɔl।
"যুবদল,","ɟubod̪ɔl,"
যুবতীর,ɟubot̪iɾ
যুবতীদের,ɟubot̪id̪eɾ
যুবকের।,ɟubokeɾ।
যুবকও,ɟuboko
যুবকই,ɟuboko͡i̯
"যুবক-শিশু,","ɟubk-ʃiʃu,"
"যুবক,","ɟubok,"
যুদ্ধাপরাধে,ɟud̪d̪ʱɐpɔɾɐd̪ʱe
যুদ্ধাপরাধীরা,ɟud̪d̪ʱɐpɔɾɐd̪ʱiɾɐ
যুদ্ধাপরাধীদের,ɟud̪d̪ʱɐpɔɾɐd̪ʱid̪eɾ
যুদ্ধা,ɟud̪d̪ʱɐ
যুদ্ধবিরতির,ɟud̪d̪ʱobiɾot̪iɾ
যুদ্ধবিরতি,ɟud̪d̪ʱobiɾot̪i
যুদ্ধবিমানের,ɟud̪d̪ʱobimɐneɾ
যুদ্ধজাহাজের,ɟud̪d̪ʱoɟɐhɐɟeɾ
যুদ্ধকালীন,ɟud̪d̪ʱokɐlin
যুদ্ধংদেহি,ɟud̪d̪ʱɔŋd̪ehi
যুগ্মআহ্বায়ক,ɟugmokhobɐʲok
যুগান্তরসহ,ɟugɐnt̪ɔɾʃɔho
যুগান্তর।,ɟugɐnt̪ɔɾ।
যুগকথা,ɟugkɔt̪ʰɐ
যুক্তিযুক্ত।,ɟukt̪iɟukt̪o।
যুক্তরাষ্ট্রগামী,ɟukt̪oɾɐʃtɾogɐmi
যুক্তরাষ্ট্রকে,ɟukt̪oɾɐʃtɾoke
"যুক্তরাষ্ট্র,","ɟukt̪oɾɐʃtɾo,"
যুক্তরাজ্যেও,ɟukt̪oɾɐɟɟe͡o̯
যুক্তরাজ্য।,ɟukt̪oɾɐɟɟo।
যিশু,ɟiʃu
"যায়নি,","ɟɐʲni,"
যায়?,ɟɐʲ?
যায়-আসে,ɟɐʲ-ɐʃe
যাহা,ɟɐhɐ
যারাই,ɟɐɾɐ͡i̯
"যারা,","ɟɐɾɐ,"
যারহাদ,ɟɐɾhɐd̪
যারমতো,ɟɐɾmot̪o
যারপরনাই,ɟɐɾpɔɾnɐ͡i̯
যাবৎকাল,ɟɐbot̪kɐl
যাবৎ,ɟɐbot̪
যাবেই,ɟɐbe͡i̯
যাবে?,ɟɐbe?
যাবে-,ɟɐbe-
যাবার,ɟɐbɐɾ
যাববাহন,ɟɐbbɐhon
যানযটের,ɟɐnɟɔteɾ
যানবাহনেও,ɟɐnbɐhone͡o̯
যানবাহনে,ɟɐnbɐhone
যানবাহনগুলো,ɟɐnbɐhongulo
যানবাহন।,ɟɐnbɐhon।
যাননি।,ɟɐnni।
যাননি,ɟɐnni
যানটি।,ɟɐnti।
যানজটসহ,ɟɐnɟɔtʃɔho
যানজট।,ɟɐnɟɔt।
যাদুকাটা,ɟɐd̪ukɐtɐ
যাদবপুর,ɟɐd̪bpuɾ
যাদবও,ɟɐd̪bo
যাত্রীসাধারণের,ɟɐt̪ɾiʃɐd̪ʱɐɾoneɾ
যাত্রীসাধারণ,ɟɐt̪ɾiʃɐd̪ʱɐɾon
যাত্রীরাও।,ɟɐt̪ɾiɾɐ͡o̯।
যাত্রীবোঝাই,ɟɐt̪ɾiboɟʱɐ͡i̯
যাত্রীবেশে,ɟɐt̪ɾibeʃe
যাত্রীবাস,ɟɐt̪ɾibɐʃ
যাত্রীতে,ɟɐt̪ɾit̪e
যাত্রীছাউনিতে,ɟɐt̪ɾicʰɐ͡u̯nit̪e
যাত্রায়,ɟɐt̪ɾɐʲ
যাত্রাবিরতি,ɟɐt̪ɾɐbiɾot̪i
যাত্রাপুরগামী,ɟɐt̪ɾɐpuɾgɐmi
যাত্রাগানের,ɟɐt̪ɾɐgɐneɾ
যাত্রা।,ɟɐt̪ɾɐ।
যাতায়েত,ɟɐt̪ɐʲet̪
যাতায়াতকারী,ɟɐt̪ɐʲɐt̪kɐɾi
যাছাই,ɟɐcʰɐ͡i̯
যাচ্ছেনা।,ɟɐccʰenɐ।
"যাচ্ছেন,","ɟɐccʰen,"
যাচ্ছে-,ɟɐccʰe-
যাচ্ছিলাম।,ɟɐccʰilɐm।
"যাচ্ছিল,","ɟɐccʰilo,"
যাচ্ছি,ɟɐccʰi
যাচাইয়ে,ɟɐcɐ͡i̯ʲe
যাচাই-বাছাইয়ের,ɟɐcɐ͡i̯-bɐcʰɐ͡i̯ʲeɾ
যাচচ্ছ।,ɟɐcccʰo।
যাকাত,ɟɐkɐt̪
যাওয়াকে,ɟɐ͡o̯ʷɐke
যাওয়াও,ɟɐ͡o̯ʷɐ͡o̯
যাওয়া-আসা,ɟɐ͡o̯ʷɐ-ɐʃɐ
যাওয়া-,ɟɐ͡o̯ʷɐ-
"যাওয়া,","ɟɐ͡o̯ʷɐ,"
যাওয়ার,ɟɐ͡o̯ʷɐɾ
যাও,ɟɐ͡o̯
"যাইনি,","ɟɐ͡i̯ni,"
"যাই,","ɟɐ͡i̯,"
যাঁতার,ɟɐ̃t̪ɐɾ
যাঁতাকল,ɟɐ̃t̪ɐkolo
"যা,","ɟɐ,"
যহন,ɟɔhon
যশোর-বেনাপোল,ɟɔʃoɾ-benɐpol
যশোর-ঝিনাইদহ,ɟɔʃoɾo-ɟʱinɐ͡i̯d̪ɔho
যশোদাবেন।,ɟɔʃod̪ɐben।
যমুনার,ɟomunɐɾ
যবনের,ɟɔboneɾ
যন্ত্রে,ɟɔnt̪ɾe
যন্ত্রাইল,ɟɔnt̪ɾɐ͡i̯lo
যন্ত্রাংশের,ɟɔnt̪ɾɐŋʃeɾ
"যন্ত্রাংশ,","ɟɔnt̪ɾɐŋʃo,"
যন্ত্রসঙ্গীত,ɟɔnt̪ɾoʃɔŋgit̪
যন্ত্রণা।,ɟɔnt̪ɾonɐ।
যন্ত্রটির,ɟɔnt̪ɾotiɾ
যন্ত্রগুলো,ɟɔnt̪ɾogulo
যন্ত্রকে,ɟɔnt̪ɾoke
যন্ত্রই,ɟɔnt̪ɾo͡i̯
যথেষ্ট।,ɟɔt̪ʰeʃto।
যথেচ্ছা,ɟɔt̪ʰeccʰɐ
যথাসময়,ɟɔt̪ʰɐʃɔmɔʲ
যথাসম্ভব,ɟɔt̪ʰɐʃɔmbʱɔb
যথার্থভাবেই,ɟɔt̪ʰɐɾt̪ʰobʱɐbe͡i̯
যথার্থই,ɟɔt̪ʰɐɾt̪ʰo͡i̯
যথার্থ,ɟɔt̪ʰɐɾt̪ʰo
যথসাধ্যভাবে,ɟɔt̪ʰoʃɐd̪ʱd̪ʱobʱɐbe
যত্নের,ɟɔt̪neɾ
যতে,ɟɔt̪e
যতীন্দ্র,ɟot̪ind̪ɾo
যতসব,ɟɔt̪oʃɔb
যতবার,ɟɔt̪obɐɾ
যতন,ɟɔt̪on
যতদূর,ɟɔt̪od̪uɾ
যখনি,ɟɔkʰoni
যখন-তখন।,ɟɔkʰon-t̪ɔkʰɔn।
যক্ষের,ɟɔkʰeɾ
ময়েশ্চারাইজারযুক্ত,mɔʲeʃcɐɾɐ͡i̯ɟɐɾɟukt̪o
ময়েনের,mɔʲeneɾ
ময়েনপুর,mɔʲenpuɾ
ময়েনদিয়া,mɔʲend̪iʲɐ
ময়েনকে,mɔʲenke
ময়েজউদ্দিন,mɔʲeɟud̪d̪in
ময়েজ,mɔʲeɟ
ময়ান,mɔʲɐn
ময়লার,mɔʲlɐɾ
ময়লা।,mɔʲlɐ।
ময়লা-আবর্জনায়,mɔʲlɐ-ɐbɔɾɟonɐʲ
"ময়লা-আবর্জনা,","mɔʲlɐ-ɐbɔɾɟonɐ,"
ময়মনসিংহে,mɔʲmɔnʃiŋhe
ময়মনসিংহ।,mɔʲmɔnʃiŋho।
ময়মনসিংহ-কিশোরগঞ্জ,mɔʲmɔnʃiŋho-kiʃoɾgɔnɟ
"ময়মনসিংহ,","mɔʲmɔnʃiŋho,"
ময়নামতি,mɔʲnɐmot̪i
ময়দানের,mɔʲd̪ɐneɾ
ময়দান,mɔʲd̪ɐn
মৎস্যবন্দর,mɔt̪ʃobɔnd̪ɔɾ
ম্রো,mɾo
ম্যাসেঞ্জার,mɛʃenɟɐɾ
ম্যাসেজ,mɛʃeɟ
ম্যাসন।,mɛʃon।
ম্যাসন,mɛʃon
ম্যাশভক্ত।,mɛʃbʱokt̪o।
ম্যালকম,mɛcokɔm
ম্যালওয়্যারের,mɛloʷɟɐɾeɾ
ম্যালওয়্যার,mɛloʷɛɾ
ম্যারেজ,mɛɾeɟ
ম্যারিনেট,mɛɾinet
ম্যারাথন,mɛɾɐt̪ʰon
ম্যারাডানা,mɛɾɐdɐnɐ
ম্যাপ,mɛp
ম্যান্ডেলা।,mɛndelɐ।
ম্যান্ডেটপ্রাপ্ত।,mɛndetpɾɐpt̪o।
"ম্যানেজার,","mɛneɟɐɾ,"
ম্যানেজমেন্টের,mɛneɟmenteɾ
ম্যানুফ্যাকচারার্স,mɛnupʰɛkcɐɾɐɾs
ম্যানাফোর্টকে,mɛnɐpʰoɾtke
ম্যানহোল,mɛnhol
ম্যানসিটির।,mɛnʃitiɾ।
ম্যানসিটির,mɛnʃitiɾ
ম্যানইউর,mɛni͡u̯ɾ
ম্যানইউতে,mɛni͡u̯t̪e
ম্যানইউ-বোর্নমাউথ,mɛni͡u̯-boɾnomɐ͡u̯t̪ʰ
ম্যাডিসন,mɛdiʃɔn
ম্যাডামের,mɛdɐmeɾ
ম্যাডক্সের,mɛɾɔkseɾ
ম্যাট্রিক,mɛtɾik
ম্যাট,mɛt
ম্যাজিস্ট্রেটসহ,mɛɟistɾetʃɔho
ম্যাজিস্ট্রেটরা,mɛɟistɾetɾɐ
ম্যাজিস্ট্রেটগণ,mɛɟistɾetgɔn
ম্যাজিট্রেট,mɛɟitɾet
ম্যাচেমালদ্বীপের,mɛcemɐlɔd̪d̪ipeɾ
ম্যাচে।,mɛce।
ম্যাচটি।,mɛcti।
ম্যাচজুড়ে,mɛcɟuɽe
ম্যাচগুলোতে,mɛcgulot̪e
ম্যাচও।,mɛco।
"ম্যাচ-ফিক্সিং,","mɛc-pʰiksiŋ,"
ম্যাগাজিনসহ,mɛgɐɟinʃɔho
ম্যাগাজিনও,mɛgɐɟino
ম্যাগনেসিয়াম,mɛgɔnesiʲɐm
ম্যাক্স-বিএসপিএ,mɛkʃo-bi͡e̯spiŋ
ম্যাক্স,mɛkʃo
ম্যাক্রোঁ,mɛkɾẽ
ম্যাকেঞ্জি,mɛkenɟi
ম্যাকে,mɛke
ম্যাকজারজোরের,mɛkɟɐɾɟoɾeɾ
ম্যাকগ্রারও,mɛkɔgɾɐɾo
"ম্যাককালামকে,","mɛkkɐlɐmke,"
ম্যাককালামকে,mɛkkɐlɐmke
"ম্যাকওএস,","mɛko͡e̯ʃ,"
"ম্যাকএভান,","mɛkɔ͡e̯bʱɐn,"
ম্যাকআউলে।,mɛkɐ͡u̯le।
মৌসুমেই,mo͡u̯ʃume͡i̯
মৌসুমীকে,mo͡u̯ʃumike
মৌসুম।,mo͡u̯ʃum।
মৌলুদ,mo͡u̯lud̪
মৌলভীবাজারে।,mo͡u̯lobʱibɐɟɐɾe।
মৌলবী।,mo͡u̯lobi।
মৌলবাদী,mo͡u̯lobɐd̪i
মৌটুসী,mo͡u̯tuʃi
মৌজার,mo͡u̯ɟɐɾ
মৌজা,mo͡u̯ɟɐ
মৌচাকের,mo͡u̯cɐkeɾ
"মৌ,","mo͡u̯,"
মোয়াল্লোমের,moʷɐllomeɾ
মোয়াজ্জেম,moʷɐɟɟem
মোয়াজ্জিন।,moʷɐɟɟin।
মোড়েলগঞ্জের,moɽelgɔnɟeɾ
মোড়ের,moɽeɾ
মোড়ে।,moɽe।
মোড়ানো,moɽɐno
মোড়া,moɽɐ
মোড়ল,moɽol
মোড়কে,moɽke
মোড়কসহ,moɽokʃɔho
মোহে।,mohe।
মোহিত।,mohit̪o।
মোহিত,mohit̪o
মোহাম্মাদ,mohɐmmɐd̪
মোহাম্মদপুরে,mohɐmmɔd̪puɾe
মোহাম্মদ।,mohɐmmɔd̪।
মোহামেডানের,mohɐmedɐneɾ
মোহামেডানে,mohɐmedɐne
মোহাইমেনুল,mohɐ͡i̯menul
মোহসো,mohoʃo
মোহসিন,mohoʃin
মোহরী,mohoɾi
মোহম্মদকে,mohommod̪ke
মোহমান্দ,mohomɐnd̪o
মোহন্তের,mohont̪eɾ
মোহনীয়,mohoniʲo
মোহনায়।,mohonɐʲ।
মোহনার,mohonɐɾ
মোহনবাগানের,mohonbɐgɐneɾ
মোহনবাগানও,mohonbɐgɐno
মোহন।,mohon।
মোস্তাফিজের,most̪ɐpʰiɟeɾ
মোস্তাকুর,most̪ɐkuɾ
মোস্তাকীমের,most̪ɐkimeɾ
মোস্তাকিন।,most̪ɐkin।
মোস্তফাকে,most̪opʰɐke
"মোস্তফা,","most̪opʰɐ,"
মোসাম্মৎ,moʃɐmmɔt̪
মোসাদ্দিক,moʃɐd̪d̪ik
মোসা.,moʃɐ.
মোসলেহ্,moʃole
মোসলেমাকে,moslemɐke
মোশিউর,moʃi͡u̯ɾ
মোশাহিদ,moʃɐhid̪
মোশাররফকে,moʃɐɾɾpʰke
মোশাররফ।,moʃɐɾɾopʰ।
"মোশারফ,","moʃɐɾɔpʰ,"
মোশন,moʃon
মোল্লাকান্দি,mollɐkɐnd̪i
"মোল্লা,","mollɐ,"
"মোল্যা,","molɛ,"
মোল্যা,molɛ
মোল্ডে,molde
মোর্তুজাকে,moɾt̪uɟɐke
মোর্তজা,moɾt̪oɟɐ
মোরার,moɾɐɾ
মোরাতাকে,moɾɐt̪ɐke
মোরা,moɾɐ
মোরসেদ,moɾoʃed̪
মোরলগঞ্জ,moɾlgɔnɟ
মোরগটি।,moɾogti।
মোরগটি,moɾogti
মোম,mom
মোবারকপুরের,mobɐɾokpuɾeɾ
মোবাইলসহ,mobɐ͡i̯lʃɔh
মোবাইলটি,mobɐ͡i̯lti
মোবাইলগুলো,mobɐ͡i̯lgulo
মোফাজ্জেল,mopʰɐɟɟel
মোন্নাফ।,monnɐpʰ।
"মোনেম,","monem,"
মোনাস,monɐs
মোনালিসা,monɐliʃɐ
মোনাফেকের,monɐpʰekeɾ
মোনাফ,monɐpʰ
মোনাজাতের,monɐɟɐt̪eɾ
মোনাজাতও,monɐɟɐt̪o
মোনাকোকে,monɐkoke
মোদ্দা,mod̪d̪ɐ
মোদেরগাঁও,mod̪eɾgɐ̃o
মোদিবিরোধী,mod̪ibiɾod̪ʱi
মোদিজি,mod̪iɟi
মোতাহের,mot̪ɐheɾ
"মোতাওয়াল্লি,","mot̪ɐ͡o̯ʷɐlli,"
মোডে,mode
মোড়,moɽ
মোটাকাপড়,motɐkɐpoɽ
মোটরসাইকেলচালক,motoɾsɐ͡i̯kelcɐlok
মোটরসাইকেলকে,motoɾsɐ͡i̯kelke
মোটরবাইক,motoɾbɐ͡i̯k
মোটরপার্টসের,motoɾpɐɾtʃeɾ
"মোটকথা,","motokɔt̪ʰɐ,"
মোজাহারুল,moɟɐhɐɾul
মোজাহার,moɟɐhɐɾ
মোজাম্মেল।,moɟɐmmt̪ɔl।
"মোজাম্মেল,","moɟɐmmt̪ɔl,"
মোজাফফর,moɟɐpʰpʰɔɾ
মোজহারুল,moɟhɐɾul
মোছা,mocʰɐ
মোগাদিসুর,mogɐd̪iʃuɾ
মোগলাবাজার,moglɐbɐɟɐɾ
মোগলগাঁও,mogolgɐ̃o
মোগল,mogol
"মোগরখাল,","mogoɾkʰɐl,"
মোখলেসুর,mokʰoleʃuɾ
মোক্তাদুর,mokt̪ɐd̪uɾ
মোকাররমের,mokɐɾoɾomeɾ
মোকারম,mokɐɾom
মোকাম্মেল।,mokɐmmt̪ɔl।
মোকামে,mokɐme
মোকাবেলায়,mokɐbelɐʲ
মোকাবিলার,mokɐbilɐɾ
মোকাদ্দাস,mokɐd̪d̪ɐʃ
মোকছেদুল,mo͡u̯kcʰed̪ul
মোঃ,mo
মো,mo
মৈনট,mo͡i̯nɔt
মৈত্রী,mo͡i̯t̪ɾi
মৈত্র,mo͡i̯t̪ɾo
মৈকুলী,mo͡i̯kuli
মেয়েরেও,meʲeɾe͡o̯
মেয়েরে,meʲeɾe
মেয়েরাও,meʲeɾɐ͡o̯
মেয়েরাই,meʲeɾɐ͡i̯
মেয়েরা।,meʲeɾɐ।
"মেয়ের,","meʲeɾ,"
মেয়েটি।,meʲeti।
মেয়েটার,meʲetɐɾ
মেয়েকেও,meʲeke͡o̯
মেয়েকেই,meʲeke͡i̯
মেয়েও,meʲe͡o̯
মেয়েই,meʲe͡i̯
মেয়াদোত্তীর্ণ।,meʲɐd̪ot̪t̪iɾno।
মেয়াদি,meʲɐd̪i
মেয়াদহীন,meʲɐd̪hin
মেয়াদপূর্তির,meʲɐd̪puɾt̪iɾ
মেয়াদকালের,meʲɐd̪kɐleɾ
মেয়াদও,meʲɐd̪o
মেয়রসহ,meʲoɾʃɔho
মেয়রপুত্র,meʲoɾput̪ɾo
মেয়রপদ,meʲoɾopɔd̪
মেয়রদের,meʲoɾd̪eɾ
মৌসুম,meʃum
মোরসেদ।,me͡ɐ̯ɾʃed̪।
মেহেরপুরে।,meheɾpuɾe।
মেহেন্দিগঞ্জে,mehend̪igɔnɟe
মেহেদীর,mehed̪iɾ
মেহেদীকে,mehed̪ike
"মেহেদী,","mehed̪i,"
মেহগনি,mehgoni
মেসেঞ্জার,mesenɟɐɾ
মেসেজগুলো,meʃeɟgulo
"মেসেজ,","meʃeɟ,"
মেসিরা,meʃiɾɐ
মেসিরও।,mesiɾo।
মেসিফাইনালে,meʃipʰɐ͡i̯nɐle
মেসিদের।,mesid̪eɾ।
মেসিকেও।,mesike͡o̯।
মেসিকেও,mesike͡o̯
মেসি?,mesi?
মেসি-নেইমার-সুয়ারেজ।,mesi-ne͡i̯mɐɾ-ʃuʲɐɾeɟ।
"মেসি,","mesi,"
মেস।,meʃ।
মেশিনারিজ,meʃinɐɾiɟ
মেশিনসহ,meʃinʃɔho
মেশিনপত্রসহ,meʃinpɔt̪ɾoʃɔho
মেশিনপত্র,meʃinpɔt̪ɾo
মেশিনটি,meʃinti
মেশিনঘরে,meʃingʱɔɾe
মেশিনকে,meʃinke
মেশিন।,meʃin।
"মেশিন,","meʃin,"
মেলেনিয়া,meleniʲɐ
মেলায়।,melɐʲ।
মেলামেশায়,melɐmeʃɐʲ
মেলান্দ,mɛlɐnd̪o
মেলানো,mɛlɐno
মেলানিয়ার,mɛlɐniʲɐɾ
মেলানিয়া।,mɛlɐniʲɐ।
মেলাচ্ছে।,melɐccʰe।
"মেলা,","mɛlɐ,"
মেলবোর্নে,meloboɾne
মেলতে,melt̪e
"মেরেছে,","meɾecʰe,"
মেরেও,meɾe͡o̯
মেরুদণ্ডের,meɾud̪ɔndeɾ
মেরুদণ্ডে,meɾud̪ɔnde
মেরিল্যান্ডের,meɾilɛndeɾ
মেরিল্যান্ডে,meɾilɛnde
মেরিল্যান্ড,meɾilɛnd
মেরিলিবোন,meɾilibon
মেরামতে,meɾɐmt̪e
মেরামত-সংস্কার,meɾɐmɔt̪-ʃɔŋskɐɾ
মেরাদিয়া,meɾɐd̪iʲɐ
মেরা,meɾɐ
মের,meɾ
মেম্বারকে,membɐɾke
মেম্বর,membɔɾ
মেব্যাঙ্ক,mebɛŋko
মেন্দাগাছের,mend̪ɐgɐcʰeɾ
"মেনি,","meni,"
মেনানগর,menɐngɔɾ
মেননকে,mɛnonke
মেনটেইন,mente͡i̯n
মেনটর,mentoɾ
মেন,meno
মেধাভিত্তিক,med̪ʱɐbʱit̪t̪ik
মেধাবৃত্তি,med̪ʱɐbɾit̪t̪i
মেধাবীদের,med̪ʱɐbid̪eɾ
"মেধাবী,","med̪ʱɐbi,"
মেধাক্রম,med̪ʱɐkɾom
মেদিনিপুরে,med̪inipuɾe
মেথরপাড়ায়।,met̪ʰoɾpɐɽɐʲ।
মেথডের,met̪ʰodeɾ
মেতেছিলেন,met̪ecʰilen
মেডেল,medel
মেডেন,meden
মেডিপ্যাথ,medippɐt̪ʰ
মেডিকেলসহ,medikelʃɔho
মেট্রোরেলের,metɾoɾeleɾ
মেট্রোর,metɾoɾ
মেট্রো,metɾo
মেটায়।,metɐʲ।
"মেটাল,","metɐl,"
মেটানো,metɐno
মেটাতে,metɐt̪e
মেঝো,meɟʱo
মেঝেতেই,meɟʱet̪e͡i̯
মেজেন্টা।,meɟentɐ।
মেজার,meɟɐɾ
মেজবানি,meɟɔbɐni
মেজ,meɟ
মেছোবাঘ,mecʰobɐgʱ
মেঘালয়,megʱɐlɔʲ
মেঘলা,megʱlɐ
মেঘনায়,megʱɔnɐʲ
"মেঘনা,","megʱonɐ,"
মেঘঅহেতুক,megʱo͡ɔ̯het̪uk
মেগাস্টার।,megɐstɐɾ।
মেগা,megɐ
মেক্সিকোতে,meksikot̪e
মেক্সিকোও,meksiko͡o̯
মেক্সিকানদের,mekʃikɐnd̪eɾ
মেক্সিকান,mekʃikɐn
মেকে,meke
মেকাপ,mt̪kɐp
"মেকানিক্যাল,","mekɐnikɛl,"
মেকানিক,mekɐnik
মেকাট্রনিক্স।,mekɐtɾonikʃo।
মেকাইল,mekɐ͡i̯l
মেকআপ,mekɐp
মেইলের।,me͡i̯leɾ।
মেইলের,me͡i̯leɾ
মেইলে,me͡i̯le
মেইলটি,me͡i̯lti
মেইল।,me͡i̯l।
মেইকি,me͡i̯ki
মৃৎশিল্পের,mɾit̪ʃilpeɾ
মৃদুলের।,mɾid̪uleɾ।
মৃদুল,mɾid̪ul
মৃদু,mɾid̪u
মৃত্যুসরিষাবাড়ী,mɾit̪t̪uʃoɾiʃɐbɐɽi
মৃত্যুরও,mɾit̪t̪uɾo
মৃত্যুমুখে,mɾit̪t̪umukʰe
মৃত্যুবার্ষিকীকে,mɾit̪t̪ubɐɾʃikike
মৃত্যুবার্ষিকীও,mɾit̪t̪ubɐɾʃiki͡o̯
মৃত্যুবরণ,mɾit̪t̪ubɔɾon
মৃত্যুদণ্ডের,mɾit̪t̪ud̪ɔndeɾ
