,Inflected_Word,Lemma,POS
11873,আগের,আগ,POSবি
11874,মতো,মতো,POSঅব্য
11875,সরুও,সরু,POSবি
11876,নেই,না,POSঅব্য
11877,ইহার,ইহা,POSসর্ব
11878,মধ্যে,মধ্যে,POSক্রিবিণ
11879,দুঃখের,দুঃখ,POSবি
11880,কথাও,কথা,POSবি
11881,আছে,আছে,POSক্রি
11882,সুখের,সুখ,POSবি
11883,কথাও,কথা,POSবি
11884,আছে,আছে,POSক্রি
11885,মনোহর,মনোহর,POSবিণ
11886,না,না,POSঅব্য
11887,হইলেও,হওয়া,POSক্রি
11888,সংক্ষেপবশত,সংক্ষেপ,POSবি
11889,শুনিতে,শোনা,POSক্রি
11890,ধৈর্যচ্যুতি,ধৈর্যচ্যুত,POSবিণ
11891,না,না,POSঅব্য
11892,হইবার,হওয়া,POSক্রি
11893,সম্ভাবনা,সম্ভাবনা,POSবি
11894,বেগম,বেগম,NNP
11895,আখতার,আখতার,NNP
11896,থেকে,থেকে,POSঅব্য
11897,রাইচাঁদ,রাইচাঁদ,NNP
11898,বড়াল,বড়াল,NNP
11899,ভীষ্মদেব,ভীষ্মদেব,NNP
11900,চট্টোপাধ্যায়,চট্টোপাধ্যায়,NNP
11901,কানন,কানন,NNP
11902,দেবী,দেব,NNP
11903,কে,কে,POSসর্ব
11904,না,না,POSঅব্য
11905,আসতেন,আসা,POSক্রি
11906,সেখানে,সেখান,POSবি
11907,ছাত্রবৃত্তি,ছাত্রবৃত্তি,POSবি
11908,ক্লাসের,ক্লাস,POSবি
11909,দুই,দুই,POSবিণ
11910,তিন,তিন,POSবিণ
11911,শ্রেণী,শ্রেণী,POSবি
11912,নীচে,নীচ,POSবি
11913,আমাদের,আমি,POSসর্ব
11914,পণ্ডিত,পণ্ডিত,POSবি
11915,ছিলেন,ছিল,POSক্রি
11916,শিবনাথ,শিবনাথ,NNP
11917,স্ত্রীর,স্ত্রী,POSবি
11918,কলিকা,কলিকা,NNP
11919,নামটি,নাম,POSবি
11920,শ্বশুর,শ্বশুর,POSবি
11921,দত্ত,দত্ত,POSবিণ
11922,আমি,আমি,POSসর্ব
11923,ওর,ও,POSসর্ব
11924,জন্য,জন্য,POSঅব্য
11925,দায়ী,দায়,POSবি
11926,নই,না,POSক্রি
11927,ঘোর,ঘোর,POSবিণ
11928,অরণ্য,অরণ্য,POSবি
11929,সূর্য,সূর্য,POSবি
11930,অস্তপ্রায়,অস্তপ্রায়,POSক্রিবিণ
11931,আমাদের,আমি,POSসর্ব
11932,নরদেবগণ,নরদেবগণ,POSবি
11933,চান,চাওয়া,POSক্রি
11934,অনেক,অনেক,POSবিণ
11935,বেশি,বেশি,POSবিণ
11936,এবং,এবং,POSঅব্য
11937,আমাদের,আমি,POSসর্ব
11938,তিলমাত্র,তিলমাত্র,POSক্রিবিণ
11939,ত্রুটি,ত্রুটি,POSবি
11940,হইলে,হওয়া,POSক্রি
11941,চক্ষুদুটো,চক্ষুদুই,POSবি
11942,রক্তবর্ণ,রক্তবর্ণ,POSবি
11943,করিয়া,করা,POSঅব্য
11944,তাড়া,তাড়া,POSবি
11945,করিয়া,করা,POSঅব্য
11946,আসেন,আসা,POSক্রি
11947,তখন,তখন,POSঅব্য
11948,তাঁহাদিগকে,তাহা,POSসর্ব
11949,কিছুতেই,কিছু,POSসর্ব
11950,দেবতার,দেবতা,POSবি
11951,মতো,মতো,POSঅব্য
11952,দেখিতে,দেখা,POSক্রি
11953,হয়,হয়,POSঅব্য
11954,না,না,POSঅব্য
11955,ভাজা,ভাজা,POSবিণ
11956,জিরে,জিরে,POSক্রি
11957,বেটে,বাটা,POSক্রি
11958,বা,বা,POSঅব্য
11959,গুঁড়িয়ে,গুঁড়ানো,POSক্রি
11960,নিন,নেওয়া,POSক্রি
11961,মধ্যমগ্রামের,মধ্যমগ্রাম,NNP
11962,মুখোপাধ্যায়,মুখোপাধ্যায়,NNP
11963,পরিবারে,পরিবার,POSবি
11964,সাফল্য,সফল,POSবিণ
11965,আজ,আজ,POSবি
11966,সব,সব,POSসর্ব
11967,ক্ষেত্রেই,ক্ষেত্র,POSবি
11968,এখানেই,এখান,POSবি
11969,আমার,আমি,POSসর্ব
11970,বেড়ে,বাড়া,POSক্রি
11971,ওঠা,ওঠা,POSক্রি
11972,তবে,তবে,POSঅব্য
11973,ভারতের,ভারত,NNP
11974,মতো,মতো,POSঅব্য
11975,বিপুলায়তন,বিপুলআয়তন,POSবি
11976,দেশ,তা,POSবি
11977,একশো,একশো,POSবিণ
11978,কোটির,কোটি,POSবি
11979,উপর,উপর,POSবিণ
11980,জনসংখ্যা,জনসংখ্যা,POSবি
11981,অশিক্ষা,শিক্ষা,POSবি
11982,কুসংস্কার,সংস্কার,POSবি
11983,ধর্মীয়,ধর্ম,POSবি
11984,অপপ্রচার,প্রচার,POSবি
11985,এবং,এবং,POSঅব্য
11986,রাজনৈতিক,রাজনীতি,POSবি
11987,নিস্পৃহতার,নিস্পৃহ,POSবি
11988,ঐতিহ্যের,ঐতিহ্য,POSবি
11989,মধ্যে,মধ্যে,POSক্রিবিণ
11990,শেষ,শেষ,POSবি
11991,পর্যন্ত,পর্যন্ত,POSঅব্য
11992,পোলিয়ো,পোলিয়ো,POSবি
11993,মুক্তি,মুক্ত,POSবিণ
11994,সম্ভব,সম্ভব,POSবিণ
11995,হল,হওয়া,POSক্রি
11996,এতে,এ,POSসর্ব
11997,হু,হু,NNP
11998,ইউনিসেফ,ইউনিসেফ,NNP
11999,উচ্ছ্বসিত,উচ্ছ্বসিত,POSবি
12000,কোচবিহারের,কোচবিহার,NNP
12001,ডিএফও,ডিএফও,UNK
12002,রথীন,রথীন,NNP
12003,রায়,রায়,NNP
12004,বলেন,বলা,POSক্রি
12005,আমরা,আমি,POSসর্ব
12006,সব,সব,POSসর্ব
12007,রকম,রকম,POSবি
12008,সাহায্য,সাহায্য,POSবি
12009,করেছি,করা,POSক্রি
12010,কে,কে,POSসর্ব
12011,কার,কে,POSসর্ব
12012,মন,মন,POSবি
12013,রাখবে,রাখা,POSক্রি
12014,আজ,আজ,POSবি
12015,আমরা,আমি,POSসর্ব
12016,প্রদেশ,প্রদেশ,POSবি
12017,গঠন,গঠন,POSবি
12018,বা,বা,POSঅব্য
12019,পুনর্গঠনের,পুনঃর্গঠন,POSবি
12020,প্রশ্নে,প্রশ্ন,POSবি
12021,যে,যে,POSসর্ব
12022,সব,সব,POSসর্ব
12023,যুক্তি,যুক্তি,POSবি
12024,শুনি,শোনা,POSক্রি
12025,সেগুলি,সে,POSসর্ব
12026,সবই,সব,POSসর্ব
12027,ব্যবহারিক,ব্যবহার,POSবি
12028,মেয়ে,মেয়ে,POSবি
12029,নিনাও,নিনা,NNP
12030,এখন,এখন,POSক্রিবিণ
12031,নাবিকের,নাবিক,POSবি
12032,কাজ,কাজ,POSবি
12033,করেন,করা,POSক্রি
12034,খোসাতেই,খোসা,POSবি
12035,নাকি,নাকি,POSঅব্য
12036,তার,তার,POSবি
12037,বেশির,বেশি,POSবিণ
12038,ভাগ,ভাগ,POSবি
12039,পুষ্টিগুণ,পুষ্টিগুণ,POSবিণ
12040,রয়েছে,রওয়া,POSক্রি
12041,সেই,সেই,POSসর্ব
12042,আত্মপরিচয়ের,আত্মপরিচয়,POSবি
12043,রাজনীতিরই,রাজনীতি,POSবি
12044,স্বাভাবিক,স্বাভাবিক,POSবিণ
12045,পরিণতি,পরিণতি,POSবি
12046,ছোট,ছোট,POSবিণ
12047,রাজ্যের,রাজ্য,POSবি
12048,দাবি,দাবি,POSবি
12049,দুই,দুই,POSবি
12050,দাদা,দাদা,POSবি
12051,বৃহস্পতি,বৃহস্পতি,NNP
12052,আর,আর,POSঅব্য
12053,শনি,শনি,NNP
12054,এই,এই,POSসর্ব
12055,সবের,সব,POSসর্ব
12056,হাত,হাত,POSবি
12057,থেকেই,থেকে,POSঅব্য
12058,পৃথিবীকে,পৃথিবী,NNP
12059,বাঁচিয়ে,বাঁচানো,POSক্রি
12060,চলেছে,চলা,POSক্রি
12061,ফিরে,ফিরে,POSবিণ
12062,ভাবা,ভাবা,POSক্রি
12063,দরকার,দরকার,POSবি
12064,ঠিক,ঠিক,POSক্রিবিণ
12065,কী,কী,POSসর্ব
12066,ভেবে,ভাবা,POSক্রি
12067,খণ্ডের,খণ্ড,POSবি
12068,সঙ্গে,সঙ্গ,POSবি
12069,বড়,বড়,POSবিণবিণ
12070,দেশটার,দেশ,POSবি
12071,কথাও,কথা,POSবি
12072,ভাবতে,ভাবা,POSক্রি
12073,বলছিলেন,বলা,POSক্রি
12074,নেহরুরা,নেহরু,NNP
12075,রোগীর,রোগী,POSবি
12076,সেবায়,সেবা,POSবি
12077,তিনি,তিনি,POSসর্ব
12078,সিদ্ধহস্ত,সিদ্ধহস্ত,POSবিণ
12079,ছিলেন,ছিল,POSক্রি
12080,কিন্তু,কিন্তু,POSঅব্য
12081,রোগী,রোগী,POSবি
12082,তাঁহাকে,তিনি,POSসর্ব
12083,যমেরই,যম,POSবি
12084,মতো,মতো,POSঅব্য
12085,ভয়,ভয়,POSবি
12086,করিত,করা,POSক্রি
12087,নায়েব,নায়েব,POSবি
12088,আসিয়া,আসা,POSক্রি
12089,পরম,পরম,POSবিণ
12090,আড়ম্বরে,আড়ম্বর,POSবি
12091,ভট্টাচার্যের,ভট্টাচার্য,POSবি
12092,পদধূলি,পদধূলি,POSবি
12093,লইয়া,নেওয়া,POSক্রি
12094,গায়ে,গা,POSবি
12095,মাথায়,মাথা,POSবি
12096,মাখিল,মাখা,POSক্রি
12097,এবং,এবং,POSঅব্য
12098,আপিল,আপিল,POSবি
12099,রুজু,রুজু,POSবি
12100,করিল,করা,POSক্রি
12101,পরদিন,পরদিন,POSবি
12102,হইতে,হওয়া,POSক্রি
12103,বিপিনের,বিপিন,NNP
12104,আহারাদির,আহার,POSবি
12105,সুব্যবস্থা,ব্যবস্থা,POSবি
12106,হইল,হয়,POSক্রি
12107,কিন্তু,কিন্তু,POSঅব্য
12108,সেনাপতির,সেনাপতি,POSবি
12109,মতো,মতো,POSঅব্য
12110,মহৎ,মহৎ,POSবিণবিণ
12111,লোক,লোক,POSবি
12112,যাহারা,যে,POSসর্ব
12113,উপন্যাসে,উপন্যাস,POSবি
12114,সুলভ,সুলভ,POSবিণ
12115,এবং,এবং,POSঅব্য
12116,পৃথিবীতে,পৃথিবী,POSবি
12117,দুর্লভ,দুর্লভ,POSবিণ
12118,তাহারা,সে,POSসর্ব
12119,চাকরিও,চাকরি,POSবি
12120,করে,করা,POSক্রি
12121,না,না,POSঅব্য
12122,খবরের,খবর,POSবি
12123,কাগজও,কাগজ,POSবি
12124,চালায়,চালানো,POSক্রি
12125,না,না,POSঅব্য
12126,ভিতরটা,ভিতর,POSবি
12127,দলামচা,দলা,POSবি
12128,করে,করা,POSক্রি
12129,ওঠে,ওঠা,POSক্রি
12130,রাগ,রাগ,POSবি
12131,হয়,হয়,POSঅব্য
12132,কান্না,কান্না,POSবি
12133,পায়,পাওয়া,POSক্রি
12134,পূজারি,পূজারি,POSবি
12135,ব্রাক্ষ্মণ,ব্রাক্ষ্মণ,POSবি
12136,লাঠি,লাঠি,POSবি
12137,হস্তে,হস্ত,POSবি
12138,তাড়া,তাড়া,POSবি
12139,করিয়া,করা,POSঅব্য
12140,আসিল,আসা,POSক্রি
12141,আমাদের,আমি,POSসর্ব
12142,বাড়ির,বাড়ি,POSবি
12143,পিছনেই,পিছন,POSবি
12144,প্যারীচরণ,প্যারীচরণ,NNP
12145,দাসের,দাস,NNP
12146,ঠাকুরবাড়ি,ঠাকুরবাড়ি,NNP
12147,কিন্তু,কিন্তু,POSঅব্য
12148,তাহার,তিনি,POSসর্ব
12149,শিরোভূষণ,শিরোভূষণ,POSবি
12150,পত্রখানি,পত্রখান,POSবি
12151,পাষণ্ডহস্তস্পর্শে,পাষণ্ডহস্তস্পর্শ,POSক্রি
12152,লাঞ্ছিত,লাঞ্ছনা,POSবি
12153,হইতেছে,হওয়া,POSক্রি
12154,এ,এ,POSসর্ব
12155,কল্পনাও,কল্পনা,POSবি
12156,তাহার,তিনি,POSসর্ব
12157,সহ্য,সহ্য,POSবি
12158,হইল,হয়,POSক্রি
12159,না,না,POSঅব্য
12160,এক,এক,POSবিণ
12161,সময়,সময়,POSবি
12162,পাড়ায়,পাড়া,POSবি
12163,নতুন,নতুন,POSবিণ
12164,কেউ,কে,POSসর্ব
12165,এলে,আসা,POSক্রি
12166,পুরনোরা,পুরনো,POSবি
12167,গিয়ে,গিয়ে,POSঅব্য
12168,আলাপ,আলাপ,POSবি
12169,করতেন,করা,POSক্রি
12170,আগেকার,আগে,POSক্রিবিণ
12171,মতোই,মতো,POSঅব্য
12172,ক্ষুধার,ক্ষুধা,POSবি
12173,আহার,আহার,POSবি
12174,পরিধানের,পরিধান,POSবি
12175,বস্ত্র,বস্ত্র,POSবি
12176,এমন,এমন,POSক্রিবিণ
12177,কি,কি,POSঅব্য
12178,চুলার,চুলা,POSবি
12179,কাষ্ঠ,কাষ্ঠ,POSবি
12180,এবং,এবং,POSঅব্য
12181,জুতার,জুতা,POSবি
12182,ফিতা,ফিতা,POSবি
12183,পর্যন্ত,পর্যন্ত,POSঅব্য
12184,পরিপূর্ণ,পরিপূর্ণ,POSবিণ
12185,উদ্যমে,উদ্যম,POSবি
12186,নিয়মিত,নিয়ম,POSবি
12187,সংগ্রহ,সংগ্রহ,POSবি
12188,করিয়া,করা,POSঅব্য
12189,ফিরিতে,ফেরা,POSক্রি
12190,হয়,হয়,POSঅব্য
12191,সেখানে,সেখান,POSবি
12192,অমিতবাবু,অমিতবাবু,NNP
12193,এই,এই,POSসর্ব
12194,দাবি,দাবি,POSবি
12195,তোলেন,তোলা,POSক্রি
12196,গৌরী,গৌরী,NNP
12197,কহিল,কহা,POSক্রি
12198,আমার,আমি,POSবি
12199,খুশি,খুশি,POSবিণ
12200,প্রচুর,প্রচুর,POSবিণ
12201,সাইবার,সাইবার,UNK
12202,কুলি,কুলি,POSবি
12203,তৈরি,তৈরি,POSবিণ
12204,হবে,হওয়া,POSক্রি
12205,দেশভক্ত,দেশভক্ত,POSবিণ
12206,নেতারা,নেতা,POSবি
12207,তাদের,সে,POSসর্ব
12208,দরকারে,দরকার,POSবি
12209,অদরকারে,অদরকার,POSবি
12210,পাশে,পাশ,POSবি
12211,পাবেন,পাওয়া,POSক্রি
12212,জানেন,জানা,POSক্রি
12213,কি,কি,POSঅব্য
12214,কেন,কেন,POSঅব্য
12215,এমন,এমন,POSক্রিবিণ
12216,হচ্ছে,হওয়া,POSক্রি
12217,হাওড়ার,হাওড়া,NNP
12218,সাহাপাড়ার,সাহাপাড়া,NNP
12219,জরি,জরি,POSবি
12220,কর্মী,কর্মী,POSবিণ
12221,আব্দুল,আব্দুল,NNP
12222,শাহ,শাহ,NNP
12223,ও,ও,POSসর্ব
12224,সবেদা,সবেদা,NNP
12225,বেগমের,বেগম,NNP
12226,সেজ,সেজ,POSবিণ
12227,মেয়ে,মেয়ে,NNP
12228,রুখসার,রুখসার,NNP
12229,ছবিতে,ছবি,POSবি
12230,সম্প্রতি,সম্প্রতি,POSক্রিবিণ
12231,স্বাস্থ্য,স্বাস্থ্য,POSবি
12232,মন্ত্রকের,মন্ত্রী,POSবি
12233,অনুষ্ঠানে,অনুষ্ঠান,POSবি
12234,দিল্লি,দিল্লি,NNP
12235,থেকে,থেকে,POSঅব্য
12236,ঘুরে,ঘোরা,POSক্রি
12237,এসেছে,আসা,POSক্রি
12238,অবশেষে,অবশেষ,POSবি
12239,আত্মসংবরণ,আত্মসংবরণ,POSবি
12240,করিতে,করা,POSক্রি
12241,না,না,POSঅব্য
12242,পারিয়া,পারা,POSক্রি
12243,যখন,যখন,POSক্রিবিণ
12244,দাসীকে,দাসী,POSবি
12245,গোপনে,গোপন,POSবি
12246,ডাকিয়া,ডাকা,POSক্রি
12247,পরেশ,পরেশ,NNP
12248,নানাপ্রকার,নানাপ্রকার,POSবি
12249,সন্দিগ্ধ,সন্দিগ্ধ,POSবিণ
12250,জিজ্ঞাসাবাদ,জিজ্ঞাসাবাদ,POSবি
12251,আরম্ভ,আরম্ভ,POSঅব্য
12252,করিলেন,করা,POSক্রি
12253,তখন,তখন,POSঅব্য
12254,সে,তিনি,POSসর্ব
12255,সকল,সকল,POSবি
12256,কথা,কথা,POSবি
12257,গৌরীর,গৌরী,NNP
12258,কর্ণগোচর,কর্ণগোচর,POSবিণ
12259,হইতে,হওয়া,POSক্রি
12260,লাগিল,লাগা,POSক্রি
12261,সত্যের,সত্য,POSবি
12262,অনুরোধে,অনুরোধ,POSবি
12263,বলিতে,বলা,POSক্রি
12264,হইবে,হওয়া,POSক্রি
12265,জয়কালী,জয়কালী,NNP
12266,অধিক,অধিক,POSবিণ
12267,কথা,কথা,POSবি
12268,কহিতেন,কওয়া,POSক্রি
12269,না,না,POSঅব্য
12270,কিন্তু,কিন্তু,POSঅব্য
12271,অনেক,অনেক,POSবিণ
12272,সময়,সময়,POSবি
12273,দুটি,দুই,POSবিণ
12274,কথায়,কথা,POSবি
12275,এমন-কি,এমনকি,POSক্রিবিণ
12276,নীরবে,নীরব,POSবিণ
12277,অতি,অতি,POSঅব্য
12278,বড়ো,বড়ো,POSবিণ
12279,প্রবল,প্রবল,POSবিণ
12280,মুখবেগও,মুখবেগ,POSবি
12281,বন্ধ,বন্ধ,POSবিণ
12282,করিয়া,করা,POSঅব্য
12283,দিতে,দেওয়া,POSক্রি
12284,পারিতেন,পারা,POSক্রি
12285,এ,এ,POSঅব্য
12286,দিকে,দিক,POSবি
12287,সুভদ্রাহরণ,সুভদ্রাহরণ,NNP
12288,গীতিনাট্য,গীতিনাট্য,POSবি
12289,রিহার্শালশেষে,রিহার্শালশেষ,POSসর্ব
12290,প্রস্তুত,প্রস্তুত,POSবিণ
12291,সম্ভবত,সম্ভবনা,POSক্রিবিণ
12292,আয়তন,আয়তন,POSবি
12293,নয়,না,POSঅব্য
12294,অন্য,অন্য,POSবিণ
12295,নানা,নানা,POSবিণ
12296,কারণ,কারণ,POSঅব্য
12297,আছে,আছে,POSক্রি
12298,এই,এই,POSসর্ব
12299,সাফল্য,সফল,POSবিণ
12300,অসাফল্যের,সফল,POSবিণ
12301,বুড়োটা,বুড়ো,POSবিণ
12302,হাত,হাত,POSবি
12303,জোড়,জোড়া,POSক্রি
12304,করে,করা,POSক্রি
12305,বলছে,বলা,POSক্রি
12306,দেখতে,দেখা,POSক্রি
12307,পাই,পাওয়া,POSক্রি
12308,নি,না,POSঅব্য
12309,বুঝতে,বোঝা,POSক্রি
12310,পারি,পারা,POSক্রি
12311,নি,না,POSঅব্য
12312,কসুর,কসুর,POSবি
12313,মাফ,মাফ,POSবি
12314,করো,করা,POSক্রি
12315,অন্ধ্রপ্রদেশ,অন্ধ্রপ্রদেশ,NNP
12316,গঠনের,গঠন,POSবি
12317,সিদ্ধান্ত,সিদ্ধান্ত,POSবি
12318,থেকে,থেকে,POSঅব্য
12319,জন্ম,জন্ম,POSবি
12320,নিয়েছিল,নেওয়া,POSক্রি
12321,প্রথম,প্রথম,POSবিণ
12322,এস,এস,UNK
12323,আর,আর,UNK
12324,সি,সি,UNK
12325,তিনি,তিনি,POSসর্ব
12326,কঠিন,কঠিন,POSবিণ
12327,ভাবে,ভাব,POSবি
12328,বলিতেন,বলা,POSক্রি
12329,পুলিন,পুলিন,NNP
12330,আগে,আগে,POSক্রিবিণ
12331,উপার্জন,উপার্জন,POSবি
12332,করিতে,করা,POSক্রি
12333,আরম্ভ,আরম্ভ,POSবি
12334,করুক,করা,POSক্রি
12335,তার,তার,POSবি
12336,পরে,পর,POSবিণ
12337,বধূ,বধূ,POSবি
12338,ঘরে,ঘর,POSবি
12339,আনিবে,আনা,POSক্রি
12340,মৃত্যুর,মৃত্যু,POSবি
12341,আগে,আগে,POSবি
12342,নয়,না,POSঅব্য
12343,অথচ,অথচ,POSঅব্য
12344,উৎপীড়িতকে,উৎপীড়ন,POSসর্ব
12345,ফেলিয়া,ফেলা,POSক্রি
12346,কোনোমতেই,কোনোমত,POSসর্ব
12347,দূরে,দূর,POSবিণ
12348,যাইতে,যাওয়া,POSক্রি
12349,পারিলেন,পারা,POSক্রি
12350,না,না,POSঅব্য
12351,ঘণ্টা,ঘণ্টা,POSবি
12352,বাজলো,বাজানো,POSক্রি
12353,সবাই,সবাই,POSসর্ব
12354,প্রস্তুত,প্রস্তুত,POSবিণ
12355,হয়ে,হয়ে,POSক্রিবিণ
12356,বসল,বসা,POSক্রি
12357,এই,এই,POSসর্ব
12358,সৌরমণ্ডলের,সৌরমণ্ডল,POSবি
12359,গ্রহগুলো,গ্রহ,POSবি
12360,গড়ে,গড়া,POSক্রি
12361,ওঠার,ওঠা,POSক্রি
12362,আগে,আগে,POSবি
12363,চাকতির,চাকতি,POSবি
12364,মতো,মতো,POSঅব্য
12365,গ্যাস,গ্যাস,POSবি
12366,ও,ও,POSসর্ব
12367,পাথরের,পাথর,POSবি
12368,যে,যে,POSসর্ব
12369,প্রোটো,প্রোটো,NNP
12370,প্ল্যানেটারি,প্ল্যানেটারি,NNP
12371,ডিস্ক,ডিস্ক,NNP
12372,তৈরি,তৈরি,POSবিণ
12373,হয়েছিল,হওয়া,POSক্রি
12374,গ্রহগুলোর,গ্রহ,POSবি
12375,জন্মের,জন্ম,POSবি
12376,পর,পর,POSক্রিবিণ
12377,তার,তার,POSবি
12378,যে,যে,POSসর্ব
12379,অংশটুকু,অংশ,POSবি
12380,পড়ে,পড়া,POSক্রিবিণ
12381,ছিল,থাকা,POSক্রি
12382,সেটাই,সে,POSসর্ব
12383,গড়ে,গড়া,POSক্রি
12384,তুলেছিল,তোলা,POSক্রি
12385,ক্যুইপার,ক্যুইপার,NNP
12386,বেল্ট,বেল্ট,POSবি
12387,তার,তার,POSবি
12388,মধ্যে,মধ্যে,POSক্রিবিণ
12389,কোটি,কোটি,POSবি
12390,কিলোগ্রাম,কিলোগ্রাম,POSবি
12391,চা,চা,POSবি
12392,বিদেশে,বিদেশ,POSবি
12393,রফতানি,রফতানি,POSবি
12394,করা,করা,POSক্রি
12395,হয়,হয়,POSঅব্য
12396,অতএব,অতএব,POSঅব্য
12397,যদি,যদি,POSঅব্য
12398,কিছু,কিছু,POSবিণবিণ
12399,শুনিতে,শোনা,POSক্রি
12400,ইচ্ছা,ইচ্ছা,POSবি
12401,করিয়া,করা,POSঅব্য
12402,আসিয়া,আসা,POSক্রি
12403,থাক,থাকা,POSক্রি
12404,তো,তো,POSঅব্য
12405,কিছু,কিছু,POSবিণবিণ
12406,শুনাইব,শোনা,POSক্রি
12407,আজ,আজ,POSবি
12408,শূন্য,শূন্য,POSবিণ
12409,নীরব,নীরব,POSবিণ
12410,গৃহ,গৃহ,POSবি
12411,হইতে,হওয়া,POSক্রি
12412,নিজের,নিজ,POSসর্ব
12413,ছাতা,ছাতা,POSবি
12414,নিজে,নিজ,POSসর্ব
12415,সন্ধান,সন্ধান,POSবি
12416,করিয়া,করা,POSঅব্য
12417,লইয়া,নেওয়া,POSক্রি
12418,বাহির,বাহির,POSবি
12419,হইবার,হওয়া,POSক্রি
12420,সময়,সময়,POSবি
12421,তাহার,তিনি,POSসর্ব
12422,সেই,সেই,POSসর্ব
12423,স্নেহময়,স্নেহ,POSবি
12424,মুখখানি,মুখ,POSবি
12425,স্মরণ,স্মরণ,POSবি
12426,করিয়া,করা,POSঅব্য
12427,একটুখানি,এক,POSবিণ
12428,বিলম্ব,বিলম্ব,POSবি
12429,হইতেছিল,হওয়া,POSক্রি
12430,কোনো,কোন,POSসর্ব
12431,জবাব,জবাব,POSবি
12432,দিলুম,দেওয়া,POSক্রি
12433,না,না,POSঅব্য
12434,দেখে,দেখা,POSক্রি
12435,কলিকা,কলিকা,NNP
12436,দ্বিগুণ,দ্বিগুণ,POSবিণ
12437,ঝেঁকে,ঝাঁকানো,POSক্রি
12438,উঠে,ওঠা,POSক্রি
12439,বললে,বলা,POSক্রি
12440,বর্ণভেদ,বর্ণভেদ,POSবি
12441,তুমি,তুমি,POSসর্ব
12442,মুখে,মুখ,POSবি
12443,অগ্রাহ্য,অগ্রাহ্য,POSবিণ
12444,কর,করা,POSক্রি
12445,অথচ,অথচ,POSঅব্য
12446,কাজে,কাজ,POSবি
12447,তার,তার,POSবি
12448,প্রতিকারের,প্রতিকার,POSবি
12449,জন্য,জন্য,POSঅব্য
12450,কিছুই,কিছু,POSসর্ব
12451,কর,করা,POSক্রি
12452,না,না,POSঅব্য
12453,দেখে,দেখা,POSক্রি
12454,নিন,নেওয়া,POSক্রি
12455,সেগুলি,সে,POSসর্ব
12456,কী,কী,POSসর্ব
12457,কী,কী,POSসর্ব
12458,এ,এ,POSসর্ব
12459,বার,বার,POSবি
12460,পরিবেশন,পরিবেশন,POSবি
12461,করুন,করা,POSক্রি
12462,আমি,আমি,POSসর্ব
12463,একদমে,একদম,POSক্রিবিণ
12464,ঝড়ের,ঝড়ে,POSবি
12465,বেগে,বেগ,POSবি
12466,সেখানে,সেখান,POSবি
12467,উপস্থিত,উপস্থিত,POSবিণ
12468,হইলাম,হওয়া,POSক্রি
12469,অধ্যাপক,অধ্যাপক,POSবি
12470,মহাশয়,মহাশয়,POSবি
12471,টোলে,টোল,POSবি
12472,যে,যে,POSসর্ব
12473,তর্কবাচস্পতি,তর্কবাচস্পতি,NNP
12474,উপাধি,উপাধি,POSবি
12475,প্রাপ্ত,প্রাপ্ত,POSবিণ
12476,হইয়াছিলেন,হওয়া,POSক্রি
12477,পত্নীর,পত্নী,POSবি
12478,নিকটে,নিকট,POSবি
12479,একদিনের,একদিন,POSসর্ব
12480,জন্যও,জন্য,POSঅব্য
12481,সে,তিনি,POSসর্ব
12482,উপাধি,উপাধি,POSবি
12483,সপ্রমাণ,প্রমাণ,POSবি
12484,করিতে,করা,POSক্রি
12485,পারেন,পারা,POSক্রি
12486,নাই,না,POSঅব্য
12487,স্বপ্নের,স্বপ্ন,POSবি
12488,ফেরিওয়ালা,ফেরিওয়ালা,POSবি
12489,হয়ে,হয়ে,POSক্রিবিণ
12490,ক্ষমতায়,ক্ষমতা,POSবি
12491,এসে,আসা,POSক্রি
12492,দু,দুই,POSবিণ
12493,বছরে,বছর,POSবি
12494,সাড়ে,সাড়ে,POSবিণ
12495,উনিশটা,উনিশ,POSবি
12496,প্রকল্পের,প্রকল্প,POSবি
12497,নাম,নাম,POSবি
12498,করণ,করণ,POSবি
12499,আর,আর,POSঅব্য
12500,পৌনে,পৌনে,POSবিণ
12501,বারোটা,বারো,POSবি
12502,পুরনো,পুরনো,POSবিণ
12503,প্রকল্পের,প্রকল্প,POSবি
12504,নাম,নাম,POSবি
12505,বদল,বদলানো,POSক্রি
12506,ছাড়া,ছাড়া,POSঅব্য
12507,কিছু,কিছু,POSবিণবিণ
12508,না,না,POSঅব্য
12509,হলে,হওয়া,POSক্রি
12510,সেই,সেই,POSসর্ব
12511,জাফরান,জাফরান,POSবি
12512,কাজে,কাজ,POSবি
12513,দেয়,দেওয়া,POSক্রি
12514,খুব,খুব,POSবিণবিণ
12515,কথা,কথা,POSবি
12516,জিজ্ঞাসা,জিজ্ঞাসা,POSবি
12517,করিলে,করা,POSক্রি
12518,উত্তর,উত্তর,POSবি
12519,দিতে,দেওয়া,POSক্রি
12520,পারে,পারা,POSক্রি
12521,না,না,POSঅব্য
12522,মুখের,মুখ,POSবি
12523,দিকে,দিক,POSবি
12524,তাকাইয়া,তাকানো,POSক্রি
12525,থাকে,থাকা,POSক্রি
12526,আমার,আমি,POSসর্ব
12527,স্ত্রী,স্ত্রী,POSবি
12528,কলিকাকে,কলিকা,NNP
