,Inflected_Word,POS,Lemma
13123,প্রথম,CD,প্রথম
13124,আহ্বান,NN,আহ্বান
13125,করেছিলেন,VB,করা
13126,ধর্ম,NN,ধর্ম
13127,দেবতাকে,NN,দেবতা
13128,তার,PRP,তার
13129,ঔরসে,NNP,ঔরস
13130,কুন্তীর,NNP,কুন্তী
13131,গর্ভে,NN,গর্ভ
13132,যুধিষ্ঠিরের,NN,যুধিষ্ঠির
13133,জন্ম,NN,জন্ম
13134,হয়,VB,হয়
13135,যুধি,NN,যুধি
13136,যুদ্ধে,NN,যুদ্ধ
13137,স্থির,RB,স্থির
13138,থাকতেন,VB,থাকা
13139,বলে,VB,বলে
13140,তাঁর,PRP,তি
13141,নাম,NN,নাম
13142,হয়েছিল,VB,হওয়া
13143,যুধিষ্ঠির,NN,যুধিষ্ঠি
13144,বিদুরের,NNP,বিদুর
13145,ঔরসে,NNP,ঔরস
13146,যে,IN,যে
13147,পুত্র,NN,পুত্র
13148,কুন্তীর,NNP,কুন্তী
13149,গর্ভে,NN,গর্ভ
13150,জন্মান,VB,জন্মান
13151,সেই,IN,সেই
13152,যুধিষ্ঠির,NN,যুধিষ্ঠি
13153,কুরুক্ষেত্রের,NN,কুরুক্ষেত্র
13154,যুদ্ধের,NN,যুদ্ধ
13155,সময়,NN,সময়
13156,ইনি,PRP,সে
13157,কর্ণের,NN,কর্ণ
13158,হাতে,NN,হাত
13159,প্রাণ,NN,প্রাণ
13160,হারান,VB,হারান
13161,তাঁর,PRP,তি
13162,পুত্র,NN,পুত্র
13163,অঞ্জনপর্বনও,NNP,অঞ্জন
13164,তাঁর,PRP,তি
13165,সঙ্গে,IN,সঙ্গ
13166,যুদ্ধে,NN,যুদ্ধ
13167,অংশ,NN,অংশ
13168,নিয়েছিলেন,VB,নিয়েছিল
13169,পরবর্তীতে,RB,পরবর্তী
13170,সপ্তম,CD,সপ্তম
13171,দিনে,NN,দিন
13172,ভগদত্ত,NNP,ভগদত্ত
13173,ঘটোৎকচকে,NNP,ঘটোৎকচক
13174,দ্বৈরথ,JJ,দ্বৈরথ
13175,যুদ্ধে,NN,যুদ্ধ
13176,পরাজিত,VB,পরাজিত
13177,করেন,VB,করা
13178,দ্রোণ,NNP,দ্রোণ
13179,পর্ব,NN,পর্ব
13180,যুদ্ধের,NN,যুদ্ধ
13181,চতুর্দশ,RB,চতুর্দশ
13182,দিনে,NN,দিন
13183,সূর্যাস্তের,NN,সূর্যাস্ত
13184,পরও,NN,পর
13185,যুদ্ধ,NN,যুদ্ধ
13186,চলছিল,VB,চলা
13187,এরপর,RB,এরপর
13188,ঘটোৎকচ,NNP,ঘটোৎক
13189,কৃষ্ণের,NNP,কৃষ্ণ
13190,নির্দেশে,NN,নির্দেশ
13191,কর্ণকে,NNP,কর্ণ
13192,আক্রমণ,NN,আক্রমণ
13193,করেন,VB,করা
13194,তখন,RB,তখন
13195,এর,PRP,এ
13196,নাম,NN,নাম
13197,ছিল,VB,ছিল
13198,সিকুয়েল,NNP,সিকুয়েল
13199,অনেক,JJ,অনেক
13200,সফটওয়্যার,NN,সফট
13201,পণ্য,NN,পণ্য
13202,এখন,RB,এখন
13203,এসকিউএল,NN,এসকিউএল
13204,কে,PRP,কে
13205,সাপোর্ট,NN,সাপোর্ট
13206,করে,VB,করা
13207,থাকে,VB,থাকা
13208,বর্তমানে,RB,বর্তমান
13209,অবসংবাদীভাবে,RB,অবসংবাদী
13210,এসকিউএল,NN,এসকিউএল
13211,ই,NN,ই
13212,আদর্শ,NN,আদর্শ
13213,রিলেশন্যাল,NN,রিলেশন্যাল
13214,ডেটাবেজ,NN,ডেটাব
13215,ভাষা,NN,ভাষা
13216,এছাড়া,RB,এছাড
13217,ওলা,NN,ওলা
13218,ক্যাব,NN,ক্যাব
13219,ও,CC,ও
13220,উবের,NN,উব
13221,ক্যাব,NN,ক্যাব
13222,পরিষেবা,NN,পরিষেবা
13223,আছে,VB,আছে
13224,এই,DT,এ
13225,পরিষেবা,NN,পরিষেবা
13226,বন্ধ,RB,বন্ধ
13227,করে,VB,করা
13228,মেট্রো,NN,মেট্রো
13229,রেল,NN,রেল
13230,চালু,VB,চালু
13231,করার,VB,কো
13232,পরিকল্পনা,NN,পরিকল্পনা
13233,চলছে,VB,চলা
13234,এটি,PRP,এ
13235,সংবাদ,NN,সংবাদ
13236,ও,CC,ও
13237,সংবাদের,NN,সংবাদ
13238,বিশ্লেষণ,JJ,বিশ্লেষণ
13239,সম্প্রচার,VB,সম্প্রচার
13240,করে,VB,করা
13241,থাকে,VB,থাকা
13242,২৪,CD,গা
13243,ঘণ্টা,NN,ঘণ্টা
13244,ধরে,VB,ধরা
13245,এটি,PRP,এ
13246,সংবাদ,NN,সংবাদ
13247,পরিবেশন,NN,পরিবেশন
13248,করে,VB,করা
13249,থাকে,VB,থাকা
13250,১৯৮০,CD,তিত
13251,সালে,NN,সাল
13252,টেড,NNP,টাড়া
13253,টার্নার,NNP,টার্না
13254,এটি,PRP,এ
13255,প্রতিষ্ঠা,NN,প্রতিষ্ঠা
13256,করেন,VB,করা
13257,এর,PRP,এ
13258,মধ্যে,IN,মধ্য
13259,পুরুষ,NN,পুরুষ
13260,৫১,CD,ে
13261,এবং,CC,এবং
13262,নারী,NN,নারী
13263,৪৯,CD,গা
13264,এখানে,RB,এখান
13265,সাক্ষরতার,NN,সাক্ষর
13266,হার,NN,হার
13267,৮২,CD,ে
13268,পুরুষদের,NNS,পুরুষ
13269,মধ্যে,RB,মধ্য
13270,সাক্ষরতার,NN,সাক্ষর
13271,হার,NN,হার
13272,৮৬,CD,ে
13273,এবং,CC,এবং
13274,নারীদের,NNS,নারী
13275,মধ্যে,IN,মধ্য
13276,এই,DT,এ
13277,হার,NN,হার
13278,৭৭,CD,ে
13279,এই,DT,এ
13280,শহরের,NN,শহর
13281,জনসংখ্যার,NN,জনসংখ্যা
13282,৯,CD,ত্
13283,হল,VB,হয়
13284,৬,CD,
13285,বছর,NN,বছর
13286,বা,CC,বা
13287,তার,PRP,তার
13288,কম,JJ,কম
13289,বয়সী,NN,বয়সী
13290,হিব্রু,NNP,হিব্রু
13291,বাইবেলকে,NNP,বাইবেলক
13292,ইহুদিরা,NNS,ইহুদি
13293,তানাখ,NNP,তানা
13294,বলে,VB,বলে
13295,থাকে,VB,থাকা
13296,১৩টি,CD,তি
13297,ইউনিয়ন,NN,ইউনিয়ন
13298,৬২টি,CD,৪ুটি
13299,মৌজা,NN,মৌজা
13300,১৯৯টি,CD,তিন
13301,গ্রাম,NN,গ্রাম
13302,নিয়ে,NN,নিয়ে
13303,বরগুনা,NN,বরগুনা
13304,সদর,NN,সদর
13305,উপজেলা,NN,উপজেলা
13306,গঠিত,VB,গঠিত
13307,অর্থনীতি,NN,অর্থনীতি
13308,নাজগীর,NNP,নাজগী
13309,অাহম্মদ,NNP,অাহম্ম
13310,বাবু,NNP,বাবু
13311,যার,PRP,যা
13312,দক্ষিণে,NN,দক্ষিণ
13313,বিস্তৃত,JJ,বিস্তৃত
13314,রয়েছে,VB,রওয়া
13315,বঙ্গোপসাগরের,NNP,বঙ্গোপসাগর
13316,সুবিস্তৃত,JJ,সুবিস্তৃত
13317,জলরাশি,NN,জলরাশি
13318,এ,DT,এ
13319,উপজেলার,NN,উপজেলা
13320,অধিবাসীদের,NNS,অধিবাসী
13321,প্রধান,JJ,প্রধান
13322,পেশা,NN,পেশ
13323,মৎস্য,NN,মৎস্য
13324,আহরণ,NN,আহরণ
13325,ইতিহাস,NN,ইতিহাস
13326,পাথরঘাটার,NNP,পাথরঘাটা
13327,পূর্ব,NN,পূর্ব
13328,নাম,NN,নাম
13329,বাধাঘাটা,NNP,বাধা
13330,১৯০৩,CD,তিত
13331,সনে,NN,সন
13332,এ,DT,এ
13333,নামকরণ,NN,নামকরণ
13334,সূত্রপাতঘটে,NN,সূত্রপাত
13335,মর্মে,NN,মর্ম
13336,ধারণা,NN,ধারণা
13337,করা,VB,ক
13338,হয়,VB,হয়
13339,উক্ত,JJ,উক্ত
13340,পাথরের,NN,পাথর
13341,কিয়দংশ,NN,কিয়দংশ
13342,এখানে,RB,এখান
13343,রয়ে,VB,রওয়া
13344,যায়,VB,যায়
13345,সে,PRP,তিনি
13346,কারণেই,NN,কারণ
13347,এলাকাটি,NN,এলাকা
13348,পাথরঘাটি,NN,পাথর
13349,নামে,NN,নাম
13350,পরিচিতি,NN,পরিচয়তি
13351,লাভ,VB,লাভ
13352,করে,VB,করা
13353,পরবর্তীতে,RB,পরবর্তী
13354,পাথরঘাটি,NN,পাথর
13355,নামটি,NN,নাম
13356,পাথরঘাটা,NNP,পাথরঘাটা
13357,নামে,NN,নাম
13358,নবরূপ,NN,নবরূপ
13359,লাভ,VB,লাভ
13360,করে,VB,করা
13361,উল্লেখযোগ্য,RB,উল্লেখ
13362,ব্যবসা,NN,ব্যবসা
13363,প্রতিষ্ঠানের,NN,প্রতিষ্ঠান
13364,মধ্যে,IN,মধ্য
13365,ছিল,VB,ছিল
13366,দর্জি,NN,দর্জি
13367,ও,CC,ও
13368,মিষ্টির,NN,মিষ্টি
13369,দোকান,NN,দোকান
13370,যে,DT,যে
13371,কারণে,IN,কারণ
13372,এ,DT,এ
13373,এলাকায়,NN,এলাকা
13374,ডিপ,NN,ডিপ
13375,টিউবওয়েল,NN,টিউবওয়
13376,স্থাপন,VB,স্থাপন
13377,করা,VB,ক
13378,সম্ভব,NN,সম্ভব
13379,হয়,VB,হয়
13380,না,DT,না
13381,২২,CD,ঐা
13382,২৪,CD,গা
13383,ফুট,NN,ফুট
13384,গভীরে,JJ,গভীর
13385,পাথরের,NN,পাথর
13386,সন্ধান,NN,সন্ধান
13387,মেলে,VB,মেলা
13388,বামনা,NNP,বামনা
13389,উপজেলা,NNP,উপজেলা
13390,বামনাবাংলাদেশের,NNP,বামনাবাংলাদেশ
13391,বরগুনা,NNP,বরগুনা
13392,জেলার,NN,জেলা
13393,অন্তর্গত,VB,অন্তর্গত
13394,একটি,DT,একটি
13395,উপজেলা,NN,উপজেলা
13396,অবস্থান,NN,অবস্থান
13397,ও,CC,ও
13398,আয়তন,NN,আয়তন
13399,বেতাগী,NN,বেতাগ
13400,উপজেলাটি,NN,উপজেলা
13401,বিষখালী,NN,বিষখালী
13402,নদীর,NN,নদী
13403,তীরে,RB,তীর
13404,অবস্থিত,VB,অবস্থিত
13405,এর,PRP,এ
13406,আয়তন,NN,আয়তন
13407,১৬৭,CD,তির
13408,৭৫,CD,ে
13409,বর্গ,CD,বর্গ
13410,কি,,কি
13411,মি,CD,মি
13412,এই,DT,এ
13413,উপজেলার,NN,উপজেলা
13414,প্রধান,JJ,প্রধান
13415,নদীগুলো,NN,নদী
13416,হচ্ছেঃ,NN,হওয়া
13417,বিষখালী,NNP,বিষখালী
13418,নদী,NN,নদী
13419,ও,CC,ও
13420,গজালিয়া,NNP,গজালিয়া
13421,নদী,NN,নদী
13422,নামকরণের,NN,নামকরণ
13423,ইতিহাস,NN,ইতিহাস
13424,বেতাগী,NNP,বেতাগ
13425,শব্দের,NN,শব্দ
13426,নামকরণের,NN,নামকরণ
13427,ক্ষেত্রে,IN,ক্ষেত্র
13428,বিভিন্ন,RB,বিভিন্ন
13429,মত,NN,মত
13430,রয়েছে,VB,রওয়া
13431,এমনকি,RB,এমনকি
13432,তাদেরকে,PRP,তাদের
13433,তামাক,NN,তামাক
13434,সেবনেও,NN,সেবন
13435,অভ্যস্ত,VB,অভ্যস্ত
13436,করতো,VB,করা
13437,বলে,VB,বলে
13438,জানা,VB,জানা
13439,যায়,VB,যায়
13440,এতে,PRP,এত
13441,দাঙ্গা,NNP,দাঙ্গা
13442,হাঙ্গামায়,NNP,হাঙ্গামা
13443,অনেক,JJ,অনেক
13444,ইংরেজও,NNP,ইংরেজ
13445,মারা,VB,মারা
13446,যায়,VB,যায়
13447,এ,DT,এ
13448,চিঠিতে,NN,চিঠিত
13449,তাকে,PRP,তাক
13450,দাগী,JJ,দাগী
13451,নয়,CD,না
13452,বেদাগী,NN,বেদাগী
13453,অপরাধী,NN,অপরাধ
13454,নয়,CD,না
13455,বলে,VB,বলে
13456,আখ্যায়িত,NN,আখ্যাত
13457,করে,VB,করা
13458,সেই,DT,সেই
13459,বেতাগা,NN,বেতাগা
13460,এর,PRP,এ
13461,সূত্র,NN,সূত্র
13462,ধরে,VB,ধরা
13463,বেতাগীর,NN,বেতাগী
13464,উৎপত্তি,VB,উৎপত্তি
13465,হতে,VB,হতে
13466,পারে,VB,পার
13467,এখানের,RB,এখানে
13468,মানুষ,NN,মানুষ
13469,প্রতিবাদী,JJ,প্রতিবাদ
13470,হওয়ার,VB,হওয়া
13471,কারনে,IN,কারন
13472,আরও,CC,আর
13473,বেশি,JJ,বেশি
13474,বেত্রাঘাতের,NN,বেত্রাঘা
13475,স্বীকার,VB,স্বীকার
13476,হত,VB,হত
13477,এই,DT,এ
13478,বেত্রাঘাত,NN,বেত্রাঘা
13479,শব্দানুসারে,NN,শব্দানুসার
13480,বেতাগী,NNP,বেতাগ
13481,নামের,NN,নাম
13482,সৃষ্টি,VB,সৃষ্টি
13483,হয়েছে,VB,হওয়া
13484,বাবুগঞ্জ,NNP,বাবুগঞ্জ
13485,উপজেলা,NNP,উপজেলা
13486,বাবুগঞ্জ,NNP,বাবুগঞ্জ
13487,বাংলাদেশের,NNP,বাংলাদেশ
13488,বরিশাল,NNP,বরিশাল
13489,জেলার,NN,জেলা
13490,অন্তর্গত,VB,অন্তর্গত
13491,একটি,DT,একটি
13492,উপজেলা,NN,উপজেলা
13493,অবস্থান,NN,অবস্থান
13494,বানারীপাড়ার,NNP,বানারীপাড়া
13495,অবস্থান,VB,অবস্থান
13496,মুক্তিযুদ্ধের,NN,মুক্তি
13497,সময়,NN,সময়
13498,এই,DT,এ
13499,উপজেলার,NN,উপজেলা
13500,গাভায়,NNP,গাভা
13501,ব্যাপক,JJ,ব্যাপক
13502,গণহত্যা,NN,গণহত্যা
13503,পরিচালিত,VB,পরিচালন
13504,হয়,VB,হয়
13505,গৌরনদী,NNP,গৌরন
13506,উপজেলা,NNP,উপজেলা
13507,গৌরনদী,NNP,গৌরন
13508,বাংলাদেশের,NNP,বাংলাদেশ
13509,বরিশাল,NNP,বরিশাল
13510,জেলার,NN,জেলা
13511,অন্তর্গত,VB,অন্তর্গত
13512,একটি,DT,একটি
13513,উপজেলা,NN,উপজেলা
13514,গৌরনদীর,NNP,গৌরন
13515,পূর্বাঞ্চলে,NN,পূর্বাঞ্চল
13516,রয়েছে,VB,রওয়া
13517,আড়িয়াল,NNP,আড়া
13518,নদী,NN,নদী
13519,আর,CC,আর
13520,আড়িঁয়াল,NNP,আড়া
13521,খার,NNP,খার
13522,শাখা,NN,শাখা
13523,নদী,NN,নদী
13524,হচ্ছে,VB,হওয়া
13525,পালরদী,NNP,পালরদী
13526,নদী,NN,নদী
13527,এক,CD,এক
13528,সময়,NN,সময়
13529,পালরদী,NNP,পালরদী
13530,ছিল,VB,ছিল
13531,স্রোতস্বীনি,JJ,স্রোতস্বীন
13532,নদী,NN,নদী
13533,এ,DT,এ
13534,নদীর,NN,নদী
13535,সাথে,IN,সাথে
13536,গৌরনদীর,NN,গৌরন
13537,সংযুক্ততা,NN,সংযুক্ত
13538,রয়েছে,VB,রওয়া
13539,সে,PRP,তিনি
13540,অনুসারে,RB,অনুসার
13541,গৌড়্ওবং,NNP,গৌড়্
13542,নদী,NN,নদী
13543,যুক্ত,VB,যুক্ত
13544,হয়ে,VB,হয়ে
13545,গৌরনদী,NNP,গৌরন
13546,র,IN,রে
13547,নামকরণ,NN,নামকরণ
13548,করা,VB,ক
13549,হয়েছে,VB,হওয়া
13550,শিক্ষা,NN,শিক্ষা
13551,গৌরনদী,NNP,গৌরন
13552,উপজেলায়,NN,উপজেলা
13553,১টি,CD,তি
13554,সরকারি,NN,সরকার
13555,কলেজ,NN,কলেজ
13556,ও,CC,ও
13557,৭,CD,ত্
13558,টি,DT,টি
13559,বেসরকারি,NN,বেসরকারি
13560,কলেজ,NN,কলেজ
13561,রয়েছে,VB,রওয়া
13562,এখানে,RB,এখান
13563,শিক্ষার,NN,শিক্ষা
13564,হার,NN,হার
13565,৫৯,CD,ে
13566,৪,CD,ঐ
13567,পুরুষ,NN,পুরুষ
13568,৬২,CD,ঐা
13569,৩,CD,ত্
13570,মহিলা,NN,মহিলা
13571,৫৬,CD,ে
13572,৩,CD,ত্
13573,কৃষিভূমির,NN,কৃষিভূমি
13574,মালিকানা,NN,মালিকা
13575,ভূমিমালিক,NN,ভূমিমালিক
13576,৫৯,CD,ে
13577,৮৪,CD,ছা
13578,ভূমিহীন,JJ,ভূমিহীন
13579,৪০,CD,গা
13580,১৬,CD,ত
13581,শহরে,NN,শহর
13582,৫৪,CD,ছা
13583,৯৫,CD,ে
13584,ও,CC,ও
13585,গ্রামে,NN,গ্রাম
13586,৭৫,CD,ে
13587,৮৯,CD,ে
13588,পরিবারের,NN,পরিবার
13589,কৃষিজমি,NN,কৃষিজ
13590,রয়েছে,VB,রওয়া
13591,হিজলা,NNP,হিজলা
13592,উপজেলা,NNP,উপজেলা
13593,হিজলা,NNP,হিজলা
13594,বাংলাদেশের,NNP,বাংলাদেশ
13595,বরিশাল,NNP,বরিশাল
13596,জেলার,NNP,জেলা
13597,অন্তর্গত,VB,অন্তর্গত
13598,একটি,DT,একটি
13599,উপজেলা,NN,উপজেলা
13600,জেলা,NN,জেলা
13601,সদর,NN,সদর
13602,হতে,IN,হতে
13603,দূরত্ব,NN,দূরত্ব
13604,৫০,CD,ে
13605,কিঃ,NN,কি
13606,মিঃ,NN,মি
13607,এটি,PRP,এ
13608,নদী,NN,নদী
13609,বেষ্টিত,VB,বেষ্টি
13610,একটি,DT,একটি
13611,এলাকা,NN,এলাকা
13612,প্রশাসনিক,JJ,প্রশাসন
13613,এলাকা,NN,এলাকা
13614,হিজলা,NNP,হিজলা
13615,উপজেলার,NNP,উপজেলা
13616,আয়তন,NN,আয়তন
13617,৫১৫,CD,তির
13618,৩৬,CD,ে
13619,বর্গ,CD,বর্গ
13620,কিঃমিঃ,NN,কিঃমিত
13621,হিজলা,NNP,হিজলা
13622,উপজেলা,NNP,উপজেলা
13623,৬টি,CD,ড
13624,ইউনিয়ন,NN,ইউনিয়ন
13625,১২১টি,CD,বিন
13626,গ্রাম,NN,গ্রাম
13627,১২১,CD,তির
13628,মৌজা,NN,মৌজা
13629,নিয়ে,IN,নিয়ে
13630,গঠিত,VB,গঠিত
13631,কিন্তু,CC,কিন্তু
13632,এ,DT,এ
13633,মতের,NN,মত
13634,পক্ষে,RB,পক্ষ
13635,প্রমান,NN,প্রমান
13636,পাওয়া,VB,পাওয়া
13637,যায়না,VB,যায়না
13638,এই,DT,এ
13639,বংশের,NN,বংশ
13640,সামান্য,JJ,সামান্য
13641,যাহা,PRP,যাহা
13642,ছিল,VB,ছিল
13643,উন্মাদ,JJ,উন্মাদ
13644,রাজা,NN,রাজা
13645,শিব্রাইন,NNP,শিব্রা
13646,পুড়িয়ে,VB,পোড়ানো
13647,ফেলেন,VB,ফেলা
13648,বলবর্ধন,NNP,বলবর্ধনন
13649,বসুর,NNP,বসু
13650,সঙ্গে,JJ,সঙ্গ
13651,কমলা,NNP,কমলা
13652,দেবীর,NNP,দেবী
13653,বিবাহ,VB,বিবাহ
13654,হয়,VB,হয়
13655,মেহেন্দিগঞ্জে,NNP,মেহগন্দিগানজ
13656,এই,DT,এ
13657,পরিবারের,NN,পরিবার
13658,লোকেরা,NNS,লোক
13659,প্রথমে,DT,প্রথম
13660,বসতি,NN,বসা
13661,স্থাপন,VB,স্থাপন
13662,করেন,VB,করা
13663,প্রশাসনিক,RB,প্রশাসন
13664,এলাকা,NN,এলাকা
13665,এই,DT,এ
13666,উপজেলার,NN,উপজেলা
13667,ইউনিয়নগুলো,NNS,ইউনিয়ন
13668,হচ্ছে,VB,হওয়া
13669,১৫৮৫,CD,তিত
13670,সালে,NN,সাল
13671,তিনি,PRP,তিনি
13672,চলে,VB,চলা
13673,যান,VB,যাওয়া
13674,যা,DT,যা
13675,এখন,RB,এখন
13676,উলানিয়া,NNP,ওলানা
13677,জমিদার,NNP,জমিদার
13678,বাড়ি,NNP,বাড়ি
13679,নামে,NN,নাম
13680,পরিচিত,NN,পরিচয়ত
13681,অর্থনীতি,NN,অর্থনীতি
13682,নদীবেষ্টিত,NN,নদীবেষ্টি
13683,এই,DT,এ
13684,এলাকায়,NN,এলাকা
13685,ধান,NN,ধান
13686,মাছ,NN,মাছ
13687,অর্থকরী,JJ,অর্থ
13688,ফসল,NN,ফসল
13689,এছারাও,RB,এছারা
13690,র‌য়ে‌ছে,VB,রাা
13691,বি‌ভিন্ন,JJ,বি্ভিন্ন
13692,ধর‌নের,JJ,ধরান
13693,ফসল,NN,ফসল
13694,আমরা,PRP,আমি
13695,পান,NN,পান
13696,সুপা‌রি,NN,সুপাই
13697,মে‌হে‌ন্দিগ‌ঞ্জের,NNP,মেগহোন্দিগা
13698,প্র‌সিদ্ধ,JJ,প্রধসিদ্ধ
13699,ফসল,NN,ফসল
13700,স্থানীয়,JJ,স্থান
13701,কা‌ঠের,NN,কাুঠ
13702,বাজারমূল্য,NN,বাজার্ূল্য
13703,বেশ,JJ,বেশ
13704,লক্ষণীয়,NN,লক্ষণ
13705,খ,NN,খখখখখখখখখখখখখখখ
13706,প্রধান,JJ,প্রধান
13707,হাট,NN,হাট
13708,বাজারঃ,NN,বাজার
13709,পাতারহাট,NNP,পাতার
13710,উলানিয়া,NNP,ওলানা
13711,বাজার,NNP,বাজার
13712,দফাদারহাট,NNP,দফাদারহা
13713,কাজিরহাট,NNP,কাজিরহা
13714,লেংগুটিয়া,NNP,লেংগুটিয়া
13715,মুসলিম,NNP,মুসলিম
13716,উচ্চমাধ্যমিক,NNP,উচ্চমাধ্যমিক
13717,বিদ্যালয়,NNP,বিদ্যাআলয়
13718,মুলাদী,NNP,মুলাদী
13719,উপজেলা,NNP,উপজেলা
13720,মুলাদী,NNP,মুলাদী
13721,বাংলাদেশের,NNP,বাংলাদেশ
13722,বরিশাল,NNP,বরিশাল
13723,জেলার,NNP,জেলা
13724,অন্তর্গত,VB,অন্তর্গত
13725,একটি,DT,একটি
13726,উপজেলা,NN,উপজেলা
13727,অবস্থান,NN,অবস্থান
13728,মুলাদী,NNP,মুলাদী
13729,২২,CD,ঐা
13730,৯১৫৩°,CD,ত্রাঁ
13731,উত্তর,NN,উত্তর
13732,৯০,CD,ে
13733,৪১৫০°,CD,দ্রাঁ
13734,পূর্ব,NN,পূর্ব
13735,স্থানাকে,NN,স্থানা
13736,অবস্থিত,VB,অবস্থিত
13737,এখানে,RB,এখান
13738,মূল,NN,মূল
13739,অর্থ,NN,অর্থ
13740,প্রধান,JJ,প্রধান
13741,আর,CC,আর
13742,দ্বীপ,NN,দ্বীপ
13743,মানে,VB,মান
13744,ভূমি,NN,ভূমি
13745,সেই,DT,সেই
13746,থেকেই,IN,থেকে
13747,মুলাদীর,NNP,মুলাদী
13748,নামকরণ,NN,নামকরণ
13749,হয়েছে,VB,হওয়া
13750,বলে,VB,বলে
13751,অনেকের,NN,অনেক
13752,ধারণা,NN,ধারণা
13753,এছাড়া,RB,এছাড
13754,ধর্ম,NN,ধর্ম
13755,প্রচার,VB,প্রচার
13756,করতে,VB,করা
13757,মুলাই,NNP,মুলা
13758,খান,NNP,খাওয়া
13759,নামক,NN,নাম
13760,এক,DT,এক
13761,দরবেশ,NN,দরব
13762,এতদঞ্চলে,NN,এতদঞ্চল
13763,এসেছিলেন,VB,আসা
13764,বর্তমান,RB,বর্তমান
13765,মুলাদী,NNP,মুলাদী
13766,উপজেলা,NNP,উপজেলা
13767,বিশাল,JJ,বিশাল
13768,বিশাল,JJ,বিশাল
13769,নদী,NN,নদী
13770,বেষ্টিত,VB,বেষ্টি
13771,দ্বীপসদৃশ,NN,দ্বীপসদৃশ
13772,একটি,DT,একটি
13773,ভূখণ্ড,NN,ভূখণ্ড
13774,পরে,RB,পর
13775,লোকমুখে,NN,লোকমুখ
13776,পরিবর্তিত,VB,পরিবর্তিত
13777,হয়ে,VB,হয়ে
13778,মুলাদী,NNP,মুলাদী
13779,নাম,NN,নাম
13780,ধারণ,VB,ধরা
13781,করা,VB,ক
13782,অস্বাভাবিক,JJ,স্বাভাবিক
13783,নয়,DT,না
13784,১৯৮৩,CD,তিত
13785,সালে,NN,সাল
13786,থানাকে,NN,থানা
13787,উপজেলায়,NN,উপজেলা
13788,রূপান্তর,NN,রূপান্তর
13789,করা,VB,ক
13790,হয়,VB,হয়
13791,এটি,PRP,এ
13792,অন্যান্য,RB,অন্যান্য
13793,ক্যারিবীয়,NN,ক্যারিবীয়
13794,অঞ্চলের,NN,অঞ্চল
13795,মত,PRP,মত
13796,নয়,DT,না
13797,এর,PRP,এ
13798,আছে,VB,আছে
13799,শুষ্ক,NN,শুষ্ক
13800,জলবায়ু,NN,জলবায়ু
13801,ক্যাকটাস,NNP,ক্যাক
13802,ছড়ানো,VB,ছড়ানো
13803,স্থলভূমি,NN,স্থলভূমি
13804,এটির,PRP,এ
13805,মোট,JJ,মোট
13806,ভূমির,NN,ভূমি
13807,পরিমাণ,NN,পরিমাণ
13808,১৯৩,CD,তির
13809,বর্গকিলোমিটার,NN,বর্গকিলোমি
13810,ভূগোল,NN,ভূগোল
13811,আরুবা,NN,আরুবা
13812,দ্বীপটি,NN,দ্বীপ
13813,প্রায়,IN,প্রায়
13814,পুরোই,NN,পুরো
13815,সমতল,JJ,সমতল
13816,এখানে,RB,এখান
13817,কোনো,PRP,কোন
13818,নদী,NN,নদী
13819,নেই,DT,না
13820,দ্বীপটির,NN,দ্বীপ
13821,অভ্যন্তরের,NN,অভ্যন্তর
13822,অংশে,NN,অংশ
13823,কিছু,PRP,কিছু
13824,ক্ষুদ্র,JJ,ক্ষুদ্র
13825,পাহাড়,NN,পাহাড়
13826,রয়েছে,VB,রওয়া
13827,রাজধানী,NN,রাজধানী
13828,ওরাঞ্জেস্টাড,NNP,ও
13829,এ,DT,এ
13830,অবস্থিত,VB,অবস্থিত
13831,আরুবার,NNP,আরুবা
13832,আবহাওয়া,NN,আবহাওয়া
13833,নাতিশীতোষ্ণ,JJ,নাতিশীতোষ্ণ
13834,এবং,CC,এবং
13835,আরামপ্রদ,JJ,আরাম
13836,এখানে,RB,এখান
13837,তাই,IN,তা
13838,সারা,NN,সে
13839,বছর,NN,বছর
13840,ধরেই,NN,ধরা
13841,পর্যটকেরা,NN,পর্য
13842,ভ্রমণে,NN,ভ্রমণ
13843,আসে,VB,আসা
13844,এখানকার,RB,এখান
13845,তাপমাত্রা,NN,তাপমাত্রা
13846,২৮,CD,ে
13847,ডিগ্রি,NN,ডিগ্রি
13848,সেলসিয়াস,NN,সেলসা
13849,থেকে,IN,থেকে
13850,অল্পই,RB,অল্প
13851,বাড়ে,JJ,বাড়ানো
13852,বা,CC,বা
13853,কমে,JJ,কমে
13854,থাকে,VB,থাকা
13855,সিটিসেল,NNP,সিটিসেল
13856,সিটিসেল,NNP,সিটিসেল
13857,বাংলাদেশের,NNP,বাংলাদেশ
13858,প্রথম,CD,প্রথম
13859,সিডিএমএ,NNP,সিডিএম
13860,মোবাইল,NNP,মোবা
13861,অপারেটর,NNP,অপারেটর
13862,১৯৮৯,CD,তিত
13863,খ্রিস্টাব্দে,NN,খ্রিস্টাব্দ
13864,এটি,PRP,এ
13865,বাংলাদেশে,NN,বাংলাদেশ
13866,কার্যক্রম,NN,কার্যক্রম
13867,শুরু,VB,শুরু
13868,করে,VB,করা
13869,এটিই,PRP,এ
13870,বাংলাদেশের,NNP,বাংলাদেশ
