,Inflected_Word,POS
13316,সুবিস্তৃত,JJ
13317,জলরাশি,NN
13318,এ,DT
13319,উপজেলার,NN
13320,অধিবাসীদের,NNS
13321,প্রধান,JJ
13322,পেশা,NN
13323,মৎস্য,NN
13324,আহরণ,NN
13325,ইতিহাস,NN
13326,পাথরঘাটার,NNP
13327,পূর্ব,NN
13328,নাম,NN
13329,বাধাঘাটা,NNP
13330,১৯০৩,CD
13331,সনে,NN
13332,এ,DT
13333,নামকরণ,NN
13334,সূত্রপাতঘটে,NN
13335,মর্মে,NN
13336,ধারণা,NN
13337,করা,VB
13338,হয়,VB
13339,উক্ত,JJ
13340,পাথরের,NN
13341,কিয়দংশ,NN
13342,এখানে,RB
13343,রয়ে,VB
13344,যায়,VB
13345,সে,PRP
13346,কারণেই,NN
13347,এলাকাটি,NN
13348,পাথরঘাটি,NN
13349,নামে,NN
13350,পরিচিতি,NN
13351,লাভ,VB
13352,করে,VB
13353,পরবর্তীতে,RB
13354,পাথরঘাটি,NN
13355,নামটি,NN
13356,পাথরঘাটা,NNP
13357,নামে,NN
13358,নবরূপ,NN
13359,লাভ,VB
13360,করে,VB
13361,উল্লেখযোগ্য,RB
13362,ব্যবসা,NN
13363,প্রতিষ্ঠানের,NN
13364,মধ্যে,IN
13365,ছিল,VB
13366,দর্জি,NN
13367,ও,CC
13368,মিষ্টির,NN
13369,দোকান,NN
13370,যে,DT
13371,কারণে,IN
13372,এ,DT
13373,এলাকায়,NN
13374,ডিপ,NN
13375,টিউবওয়েল,NN
13376,স্থাপন,VB
13377,করা,VB
13378,সম্ভব,NN
13379,হয়,VB
13380,না,DT
13381,২২,CD
13382,২৪,CD
13383,ফুট,NN
13384,গভীরে,JJ
13385,পাথরের,NN
13386,সন্ধান,NN
13387,মেলে,VB
13388,বামনা,NNP
13389,উপজেলা,NNP
13390,বামনাবাংলাদেশের,NNP
13391,বরগুনা,NNP
13392,জেলার,NN
13393,অন্তর্গত,VB
13394,একটি,DT
13395,উপজেলা,NN
13396,অবস্থান,NN
13397,ও,CC
13398,আয়তন,NN
13399,বেতাগী,NN
13400,উপজেলাটি,NN
13401,বিষখালী,NN
13402,নদীর,NN
13403,তীরে,RB
13404,অবস্থিত,VB
13405,এর,PRP
13406,আয়তন,NN
13407,১৬৭,CD
13408,৭৫,CD
13409,বর্গ,CD
13410,কি,
13411,মি,CD
13412,এই,DT
13413,উপজেলার,NN
13414,প্রধান,JJ
13415,নদীগুলো,NN
13416,হচ্ছেঃ,NN
13417,বিষখালী,NNP
13418,নদী,NN
13419,ও,CC
13420,গজালিয়া,NNP
13421,নদী,NN
13422,নামকরণের,NN
13423,ইতিহাস,NN
13424,বেতাগী,NNP
13425,শব্দের,NN
13426,নামকরণের,NN
13427,ক্ষেত্রে,IN
13428,বিভিন্ন,RB
13429,মত,NN
13430,রয়েছে,VB
13431,এমনকি,RB
13432,তাদেরকে,PRP
13433,তামাক,NN
13434,সেবনেও,NN
13435,অভ্যস্ত,VB
13436,করতো,VB
13437,বলে,VB
13438,জানা,VB
13439,যায়,VB
13440,এতে,PRP
13441,দাঙ্গা,NNP
13442,হাঙ্গামায়,NNP
13443,অনেক,JJ
13444,ইংরেজও,NNP
13445,মারা,VB
13446,যায়,VB
13447,এ,DT
13448,চিঠিতে,NN
13449,তাকে,PRP
13450,দাগী,JJ
13451,নয়,CD
13452,বেদাগী,NN
13453,অপরাধী,NN
13454,নয়,CD
13455,বলে,VB
13456,আখ্যায়িত,NN
13457,করে,VB
13458,সেই,DT
13459,বেতাগা,NN
13460,এর,PRP
13461,সূত্র,NN
13462,ধরে,VB
13463,বেতাগীর,NN
13464,উৎপত্তি,VB
13465,হতে,VB
13466,পারে,VB
13467,এখানের,RB
13468,মানুষ,NN
13469,প্রতিবাদী,JJ
13470,হওয়ার,VB
13471,কারনে,IN
13472,আরও,CC
13473,বেশি,JJ
13474,বেত্রাঘাতের,NN
13475,স্বীকার,VB
13476,হত,VB
13477,এই,DT
13478,বেত্রাঘাত,NN
13479,শব্দানুসারে,NN
13480,বেতাগী,NNP
13481,নামের,NN
13482,সৃষ্টি,VB
13483,হয়েছে,VB
13484,বাবুগঞ্জ,NNP
13485,উপজেলা,NNP
13486,বাবুগঞ্জ,NNP
13487,বাংলাদেশের,NNP
13488,বরিশাল,NNP
13489,জেলার,NN
13490,অন্তর্গত,VB
13491,একটি,DT
13492,উপজেলা,NN
13493,অবস্থান,NN
13494,বানারীপাড়ার,NNP
13495,অবস্থান,VB
13496,মুক্তিযুদ্ধের,NN
13497,সময়,NN
13498,এই,DT
13499,উপজেলার,NN
13500,গাভায়,NNP
13501,ব্যাপক,JJ
13502,গণহত্যা,NN
13503,পরিচালিত,VB
13504,হয়,VB
13505,গৌরনদী,NNP
13506,উপজেলা,NNP
13507,গৌরনদী,NNP
13508,বাংলাদেশের,NNP
13509,বরিশাল,NNP
13510,জেলার,NN
13511,অন্তর্গত,VB
13512,একটি,DT
13513,উপজেলা,NN
13514,গৌরনদীর,NNP
13515,পূর্বাঞ্চলে,NN
13516,রয়েছে,VB
13517,আড়িয়াল,NNP
13518,নদী,NN
13519,আর,CC
13520,আড়িঁয়াল,NNP
13521,খার,NNP
13522,শাখা,NN
13523,নদী,NN
13524,হচ্ছে,VB
13525,পালরদী,NNP
13526,নদী,NN
13527,এক,CD
13528,সময়,NN
13529,পালরদী,NNP
13530,ছিল,VB
13531,স্রোতস্বীনি,JJ
13532,নদী,NN
13533,এ,DT
13534,নদীর,NN
13535,সাথে,IN
13536,গৌরনদীর,NN
13537,সংযুক্ততা,NN
13538,রয়েছে,VB
13539,সে,PRP
13540,অনুসারে,RB
13541,গৌড়্ওবং,NNP
13542,নদী,NN
13543,যুক্ত,VB
13544,হয়ে,VB
13545,গৌরনদী,NNP
13546,র,IN
13547,নামকরণ,NN
13548,করা,VB
13549,হয়েছে,VB
13550,শিক্ষা,NN
13551,গৌরনদী,NNP
13552,উপজেলায়,NN
13553,১টি,CD
13554,সরকারি,NN
13555,কলেজ,NN
13556,ও,CC
13557,৭,CD
13558,টি,DT
13559,বেসরকারি,NN
13560,কলেজ,NN
13561,রয়েছে,VB
13562,এখানে,RB
13563,শিক্ষার,NN
13564,হার,NN
13565,৫৯,CD
13566,৪,CD
13567,পুরুষ,NN
13568,৬২,CD
13569,৩,CD
13570,মহিলা,NN
13571,৫৬,CD
13572,৩,CD
13573,কৃষিভূমির,NN
13574,মালিকানা,NN
13575,ভূমিমালিক,NN
13576,৫৯,CD
13577,৮৪,CD
13578,ভূমিহীন,JJ
13579,৪০,CD
13580,১৬,CD
13581,শহরে,NN
13582,৫৪,CD
13583,৯৫,CD
13584,ও,CC
13585,গ্রামে,NN
13586,৭৫,CD
13587,৮৯,CD
13588,পরিবারের,NN
13589,কৃষিজমি,NN
13590,রয়েছে,VB
13591,হিজলা,NNP
13592,উপজেলা,NNP
13593,হিজলা,NNP
13594,বাংলাদেশের,NNP
13595,বরিশাল,NNP
13596,জেলার,NNP
13597,অন্তর্গত,VB
13598,একটি,DT
13599,উপজেলা,NN
13600,জেলা,NN
13601,সদর,NN
13602,হতে,IN
13603,দূরত্ব,NN
13604,৫০,CD
13605,কিঃ,NN
13606,মিঃ,NN
13607,এটি,PRP
13608,নদী,NN
13609,বেষ্টিত,VB
13610,একটি,DT
13611,এলাকা,NN
13612,প্রশাসনিক,JJ
13613,এলাকা,NN
13614,হিজলা,NNP
13615,উপজেলার,NNP
13616,আয়তন,NN
13617,৫১৫,CD
13618,৩৬,CD
13619,বর্গ,CD
13620,কিঃমিঃ,NN
13621,হিজলা,NNP
13622,উপজেলা,NNP
13623,৬টি,CD
13624,ইউনিয়ন,NN
13625,১২১টি,CD
13626,গ্রাম,NN
13627,১২১,CD
13628,মৌজা,NN
13629,নিয়ে,IN
13630,গঠিত,VB
13631,কিন্তু,CC
13632,এ,DT
13633,মতের,NN
13634,পক্ষে,RB
13635,প্রমান,NN
13636,পাওয়া,VB
13637,যায়না,VB
13638,এই,DT
13639,বংশের,NN
13640,সামান্য,JJ
13641,যাহা,PRP
13642,ছিল,VB
13643,উন্মাদ,JJ
13644,রাজা,NN
13645,শিব্রাইন,NNP
13646,পুড়িয়ে,VB
13647,ফেলেন,VB
13648,বলবর্ধন,NNP
13649,বসুর,NNP
13650,সঙ্গে,JJ
13651,কমলা,NNP
13652,দেবীর,NNP
13653,বিবাহ,VB
13654,হয়,VB
13655,মেহেন্দিগঞ্জে,NNP
13656,এই,DT
13657,পরিবারের,NN
13658,লোকেরা,NNS
13659,প্রথমে,DT
13660,বসতি,NN
13661,স্থাপন,VB
13662,করেন,VB
13663,প্রশাসনিক,RB
13664,এলাকা,NN
13665,এই,DT
13666,উপজেলার,NN
13667,ইউনিয়নগুলো,NNS
13668,হচ্ছে,VB
13669,১৫৮৫,CD
13670,সালে,NN
13671,তিনি,PRP
13672,চলে,VB
13673,যান,VB
13674,যা,DT
13675,এখন,RB
13676,উলানিয়া,NNP
13677,জমিদার,NNP
13678,বাড়ি,NNP
13679,নামে,NN
13680,পরিচিত,NN
13681,অর্থনীতি,NN
13682,নদীবেষ্টিত,NN
13683,এই,DT
13684,এলাকায়,NN
13685,ধান,NN
13686,মাছ,NN
13687,অর্থকরী,JJ
13688,ফসল,NN
13689,এছারাও,RB
13690,র‌য়ে‌ছে,VB
13691,বি‌ভিন্ন,JJ
13692,ধর‌নের,JJ
13693,ফসল,NN
13694,আমরা,PRP
13695,পান,NN
13696,সুপা‌রি,NN
13697,মে‌হে‌ন্দিগ‌ঞ্জের,NNP
13698,প্র‌সিদ্ধ,JJ
13699,ফসল,NN
13700,স্থানীয়,JJ
13701,কা‌ঠের,NN
13702,বাজারমূল্য,NN
13703,বেশ,JJ
13704,লক্ষণীয়,NN
13705,খ,NN
13706,প্রধান,JJ
13707,হাট,NN
13708,বাজারঃ,NN
13709,পাতারহাট,NNP
13710,উলানিয়া,NNP
13711,বাজার,NNP
13712,দফাদারহাট,NNP
13713,কাজিরহাট,NNP
13714,লেংগুটিয়া,NNP
13715,মুসলিম,NNP
13716,উচ্চমাধ্যমিক,NNP
13717,বিদ্যালয়,NNP
13718,মুলাদী,NNP
13719,উপজেলা,NNP
13720,মুলাদী,NNP
13721,বাংলাদেশের,NNP
13722,বরিশাল,NNP
13723,জেলার,NNP
13724,অন্তর্গত,VB
13725,একটি,DT
13726,উপজেলা,NN
13727,অবস্থান,NN
13728,মুলাদী,NNP
13729,২২,CD
13730,৯১৫৩°,CD
13731,উত্তর,NN
13732,৯০,CD
13733,৪১৫০°,CD
13734,পূর্ব,NN
13735,স্থানাকে,NN
13736,অবস্থিত,VB
13737,এখানে,RB
13738,মূল,NN
13739,অর্থ,NN
13740,প্রধান,JJ
13741,আর,CC
13742,দ্বীপ,NN
13743,মানে,VB
13744,ভূমি,NN
13745,সেই,DT
13746,থেকেই,IN
13747,মুলাদীর,NNP
13748,নামকরণ,NN
13749,হয়েছে,VB
13750,বলে,VB
13751,অনেকের,NN
13752,ধারণা,NN
13753,এছাড়া,RB
13754,ধর্ম,NN
13755,প্রচার,VB
13756,করতে,VB
13757,মুলাই,NNP
13758,খান,NNP
13759,নামক,NN
13760,এক,DT
13761,দরবেশ,NN
13762,এতদঞ্চলে,NN
13763,এসেছিলেন,VB
13764,বর্তমান,RB
13765,মুলাদী,NNP
13766,উপজেলা,NNP
13767,বিশাল,JJ
13768,বিশাল,JJ
13769,নদী,NN
13770,বেষ্টিত,VB
13771,দ্বীপসদৃশ,NN
13772,একটি,DT
13773,ভূখণ্ড,NN
13774,পরে,RB
13775,লোকমুখে,NN
13776,পরিবর্তিত,VB
13777,হয়ে,VB
13778,মুলাদী,NNP
13779,নাম,NN
13780,ধারণ,VB
13781,করা,VB
13782,অস্বাভাবিক,JJ
13783,নয়,DT
13784,১৯৮৩,CD
13785,সালে,NN
13786,থানাকে,NN
13787,উপজেলায়,NN
13788,রূপান্তর,NN
13789,করা,VB
13790,হয়,VB
13791,এটি,PRP
13792,অন্যান্য,RB
13793,ক্যারিবীয়,NN
13794,অঞ্চলের,NN
13795,মত,PRP
13796,নয়,DT
13797,এর,PRP
13798,আছে,VB
13799,শুষ্ক,NN
13800,জলবায়ু,NN
13801,ক্যাকটাস,NNP
13802,ছড়ানো,VB
13803,স্থলভূমি,NN
13804,এটির,PRP
13805,মোট,JJ
13806,ভূমির,NN
13807,পরিমাণ,NN
13808,১৯৩,CD
13809,বর্গকিলোমিটার,NN
13810,ভূগোল,NN
13811,আরুবা,NN
13812,দ্বীপটি,NN
13813,প্রায়,IN
13814,পুরোই,NN
13815,সমতল,JJ
13816,এখানে,RB
13817,কোনো,PRP
13818,নদী,NN
13819,নেই,DT
13820,দ্বীপটির,NN
13821,অভ্যন্তরের,NN
13822,অংশে,NN
13823,কিছু,PRP
13824,ক্ষুদ্র,JJ
13825,পাহাড়,NN
13826,রয়েছে,VB
13827,রাজধানী,NN
13828,ওরাঞ্জেস্টাড,NNP
13829,এ,DT
13830,অবস্থিত,VB
13831,আরুবার,NNP
13832,আবহাওয়া,NN
13833,নাতিশীতোষ্ণ,JJ
13834,এবং,CC
13835,আরামপ্রদ,JJ
13836,এখানে,RB
13837,তাই,IN
13838,সারা,NN
13839,বছর,NN
13840,ধরেই,NN
13841,পর্যটকেরা,NN
13842,ভ্রমণে,NN
13843,আসে,VB
13844,এখানকার,RB
13845,তাপমাত্রা,NN
13846,২৮,CD
13847,ডিগ্রি,NN
13848,সেলসিয়াস,NN
13849,থেকে,IN
13850,অল্পই,RB
13851,বাড়ে,JJ
13852,বা,CC
13853,কমে,JJ
13854,থাকে,VB
13855,সিটিসেল,NNP
13856,সিটিসেল,NNP
13857,বাংলাদেশের,NNP
13858,প্রথম,CD
13859,সিডিএমএ,NNP
13860,মোবাইল,NNP
13861,অপারেটর,NNP
13862,১৯৮৯,CD
13863,খ্রিস্টাব্দে,NN
13864,এটি,PRP
13865,বাংলাদেশে,NN
13866,কার্যক্রম,NN
13867,শুরু,VB
13868,করে,VB
13869,এটিই,PRP
13870,বাংলাদেশের,NNP
13871,একমাত্র,CD
13872,সিডিএমএ,NNP
13873,মোবাইল,NNP
13874,অপারেটর,NNP
13875,আগষ্ট,NN
13876,২০১১,CD
13877,এর,PRP
13878,হিসাব,NN
13879,অনুযায়ী,JJ
13880,সিটিসেলের,NNP
13881,গ্রাহক,NN
13882,সংখ্যা,NN
13883,১,CD
13884,৭৭৮,CD
13885,মিলিয়ন,NN
13886,২০০৭,CD
13887,সালের,NN
13888,শেষের,NN
13889,দিকে,IN
13890,সিটিসেল,NN
13891,নতুন,JJ
13892,লোগো,NN
13893,উন্মোচন,VB
13894,করে,VB
13895,এ,DT
13896,সময়,NN
13897,এর,PRP
13898,গ্রাহক,NN
13899,সংখ্যা,NN
13900,ছিল,VB
13901,৬,CD
13902,লাখের,NN
13903,কিছু,JJ
13904,বেশী,JJ
13905,কিন্তু,CC
13906,৬,CD
13907,নভেম্বর,NNP
13908,সিটিসেলের,NNP
13909,তরঙ্গ,NN
13910,আবার,RB
13911,খুলে,VB
13912,দেওয়া,VB
13913,হয়,VB
13914,নাম্বারের,NN
13915,ধরণ,NN
13916,সিটিসেল,NNP
13917,এর,PRP
13918,নাম্বার,NN
13919,শুরু,VB
13920,হয়,VB
13921,০১১,CD
13922,দিয়ে,IN
13923,যেমন,CC
13924,০১১,CD
13925,১২৩৪৫৬৭৮,CD
13926,আছে,VB
13927,অনেক,JJ
13928,গ্রাহক,NN
13929,সেবা,NN
13930,কেন্দ্র,NN
13931,পয়েন্ট,NN
13932,মোবাইল,NN
13933,ফোন,NN
13934,বাংলাদেশে,NNP
13935,বর্তমানে,NN
13936,৬টি,CD
13937,মোবাইল,NN
13938,ফোন,NN
13939,কোম্পানি,NN
13940,আছে,VB
13941,স্থানীয়ভাবে,RB
13942,এটি,PRP
13943,পিজি,NNP
13944,হাসপাতাল,NNP
13945,নামেই,NN
13946,বহুল,JJ
13947,ব্যবহৃত,NN
13948,পরিচিত,VB
13949,এর,PRP
13950,প্রতিষ্ঠাতা,NN
13951,উপাচার্য,NN
13952,ছিলেন,VB
13953,অধ্যাপক,NN
13954,কাদরী,NNP
13955,এটি,PRP
13956,একটি,DT
13957,সরকারী,JJ
13958,বিশ্বদ্যিালয়,NN
13959,মাদুর,NNP
13960,শিল্পের,NN
13961,জন্য,IN
13962,এ,DT
13963,উপজেলা,NN
13964,প্রসিদ্ধ,JJ
13965,এ,DT
13966,উপজেলার,NN
13967,নশরতপুর,NN
13968,ইউনিয়নের,NN
13969,শাঁওইল,NNP
13970,বাজার,NNP
13971,তাঁত,NN
13972,শিল্পের,NN
13973,জন্য,IN
13974,বিখ্যাত,JJ
13975,প্রতি,IN
13976,কিলোমিটারে,NN
13977,জনসংখ্যার,NN
13978,ঘনত্ব,NN
13979,১,CD
13980,১০৮,CD
13981,জন,NN
13982,আদমদিঘী,NN
13983,উপজেলার,NN
13984,মোট,NN
13985,ভোটার,NN
13986,সংখ্যা,NN
13987,১,CD
13988,৩১,CD
13989,৯১৬,CD
13990,জন,NN
13991,এর,PRP
13992,মধ্যে,IN
13993,পুরুষ,NN
13994,ভোটার,NN
13995,৬৪,CD
13996,৬০৭,CD
13997,জন,NN
13998,ও,CC
13999,মহিলা,NN
14000,ভোটার,NN
14001,৬৭,CD
14002,৩০৯,CD
14003,জন,NN
14004,এছাড়া,NN
14005,সরকারি,JJ
14006,কলেজ,NN
14007,রয়েছে,VB
14008,১টি,CD
14009,সান্তাহার,NN
14010,সরকারি,JJ
14011,কলেজ,NN
14012,অর্থনীতি,NN
14013,আদমদীঘির,NN
14014,অর্থনীতির,NN
14015,প্রধান,JJ
14016,বিষয়,NN
14017,মৎস্য,NN
14018,বেবসা,NN
14019,এখানে,RB
14020,রেনু,NNP
14021,পোনা,NNP
14022,বিক্রয়ের,VB
14023,জন্য,IN
14024,নামকরা,NN
14025,প্রাচীন,RB
14026,পুন্ড,NNP
14027,রাজ্যের,NN
14028,রাজধানী,NN
14029,পুন্ডবর্ধন,VB
14030,হচ্ছে,VB
14031,বগুড়া,NN
14032,জেলা,NN
14033,সদর,NN
14034,হতে,IN
14035,দূরত্ব,NN
14036,০৭,CD
14037,কিঃ,NN
14038,মিঃ,NN
14039,উপজেলার,NN
14040,আয়তন,NN
14041,১৭৭,CD
14042,৩৪,CD
14043,বর্গ,CD
14044,কিলোমিটার,NN
14045,তার,PRP
14046,নামানুসারে,NN
14047,এ,DT
14048,অঞ্চলের,NN
14049,নাম,NN
14050,হয়েছে,VB
14051,বগড়া,NNP
14052,বা,CC
14053,বগুড়া,NNP
14054,বগুড়া,NNP
14055,সদরে,NN
14056,২৫,CD
14057,টি,DT
14058,ইউনিয়ন,NN
14059,বা,CC
14060,ওয়ার্ড,NN
14061,আছে,VB
14062,৩১০,CD
14063,টি,DT
14064,মৌজা,NN
14065,বা,CC
14066,মহল্লা,NN
14067,আছে,VB
14068,সর্বমোট,NN
14069,৩৪১টি,CD
14070,গ্রাম,NN
14071,আছে,VB
14072,সংসদীয়,NN
14073,এলাকা,NN
14074,৪১,CD
14075,বগুড়া,NNP
14076,৬,CD
14077,বগুড়া,NNP
14078,সদর,NN
14079,ইউনিয়নের,NN
14080,সংখ্যা,NN
14081,১১টি,CD
14082,পৌরসভা,NN
14083,০১টি,CD
14084,বগুড়া,NN
14085,পৌরসভা,NN
14086,ক,NN
14087,শ্রেণিভূক্ত,NN
14088,ধুনট,NNP
14089,উপজেলা,NNP
14090,ধুনট,NNP
14091,বাংলাদেশের,NNP
14092,বগুড়া,NNP
14093,জেলার,NNP
14094,অন্তর্গত,VB
14095,একটি,DT
14096,উপজেলা,NN
14097,প্রশাসনিক,JJ
14098,এলাকা,NN
14099,এই,DT
14100,উপজেলায়,NN
14101,১০টি,CD
14102,ইউনিয়ন,NN
14103,রয়েছে,VB
14104,ইউনিয়নগুলো,NN
14105,হলো,VB
14106,১১,CD
14107,ধুনট,NNP
14108,পৌরসভা,NNP
14109,এটি,PRP
14110,বাংলাদেশের,NNP
14111,জাতীয়,JJ
14112,সংসদের,NN
14113,বগুড়া,NNP
14114,৩,CD
14115,আসনের,NN
14116,অন্তর্গত,VB
14117,এর,PRP
14118,পূর্ব,RB
14119,পাশ,NN
14120,দিয়ে,IN
14121,নাগর,NNP
14122,নদী,NN
14123,বয়ে,NN
14124,গেছে,VB
14125,দুপচাঁচিয়া,NNP
14126,বগুড়া,NNP
14127,জেলার,NN
14128,অন্যতম,RB
14129,বড়,JJ
14130,একটি,DT
14131,উপজেলা,NN
14132,প্রশাসনিক,JJ
14133,এলাকা,NN
14134,দুপচাঁচিয়া,NNP
14135,পৌরসভা,NN
14136,২০০০,CD
14137,সালে,NN
14138,প্রতিষ্ঠা,NN
14139,লাভ,VB
14140,করে,VB
14141,যা,DT
14142,নয়টি,CD
14143,ওয়ার্ড,NN
14144,ও,CC
14145,আটত্রিশটি,CD
14146,মহল্লার,NN
14147,সমন্বয়ে,NN
14148,গঠিত,VB
14149,পোস্ট,NN
14150,অফিস,NN
14151,আছে,VB
14152,১১,CD
14153,টি,DT
14154,যার,PRP
14155,১,CD
14156,৬০,CD
14157,৮৯৪,CD
14158,জন,NN
14159,পুরুষ,NN
14160,ও,CC
14161,১৭৯,CD
14162,২৯০,CD
14163,জন,NN
14164,নারী,NN
14165,প্রতি,IN
14166,কিলোমিটারে,NN
14167,জনসংখ্যার,NN
14168,ঘনত্ব,NN
14169,৯৯০,CD
14170,জন,NN
14171,দুপচাঁচিয়া,NNP
14172,উপজেলার,NN
14173,মোট,RB
14174,ভোটার,NN
14175,সংখ্যা,NN
14176,১,CD
14177,লাখ,NN
14178,২৫,CD
14179,হাজার,NN
14180,৬৮৯,CD
14181,জন,NN
14182,এর,PRP
14183,মধ্যে,IN
14184,পুরুষ,NN
14185,ভোটার,NN
14186,৬১,CD
14187,হাজার,NN
14188,৮১৯,CD
14189,জন,NN
14190,ও,CC
14191,মহিলা,NN
14192,ভোটার,NN
14193,৬৩,CD
14194,হাজার,NN
14195,৮৭০,CD
14196,জন,JJ
14197,গাবতলীকে,NNP
14198,১৯৮৩,CD
14199,সালে,NN
14200,উপজেলায়,NN
14201,উন্নিত,VB
14202,করা,VB
14203,হয়,VB
14204,এটি,PRP
14205,বগুড়া,NN
14206,৭,CD
14207,সংসদীয়,NN
14208,আসনের,NN
14209,অধীন,JJ
14210,উপজেলার,NN
14211,মোট,RB
14212,জনসংখ্যার,NN
14213,মধ্যে,IN
14214,১,CD
14215,৫৯,CD
14216,১৮৬,CD
14217,জন,NN
14218,পুরুষ,NN
14219,এবং,CC
14220,১,CD
14221,৬০,CD
14222,৪০২,CD
14223,জন,NN
14224,মহিলা,NN
14225,প্রতি,IN
14226,বর্গ,CD
14227,কিলোমিটার,RB
14228,জনসংখ্যা,NN
14229,ঘনত্ব,NN
14230,১৩৩৪,CD
14231,জন,NN
14232,জনসংখ্যা,NN
14233,বৃদ্ধির,NN
14234,হার,NN
14235,১০,CD
14236,১৩,CD
14237,বিদ্যুৎ,JJ
14238,উপজেলার,NN
14239,১১,CD
14240,টি,DT
14241,ইউনিয়নেই,NN
14242,বিদ্যুৎ,NN
14243,সুবিধা,NN
14244,বিদ্যামান,VB
14245,মোট,RB
14246,জনসংখ্যার,NN
14247,৪৬,CD
14248,২,CD
14249,লোক,NN
14250,বিদ্যুৎ,NN
14251,সুবিধার,NN
14252,আওতায়,VB
14253,আছে,VB
14254,যোগাযোগ,NN
14255,ব্যবস্থা,NN
14256,উপজেলার,NN
14257,প্রধান,JJ
14258,যোগাযোগ,NN
14259,এর,PRP
14260,মাধ্যম,NN
14261,সড়ক,NN
14262,পথ,NN
14263,রয়েছে,VB
14264,দুটি,CD
14265,রেলওয়ে,NN
14266,স্টেশন,NN
14267,গাবতলী,NNP
14268,ও,CC
14269,সুখানপুকুর,NNP
14270,উপজেলায়,NN
14271,মোট,RB
14272,১০,CD
14273,টি,DT
14274,কলেজ,NN
14275,রয়েছে,VB
14276,এর,PRP
14277,মধ্যে,IN
14278,পুরুষ,NN
14279,৮৫,CD
14280,৬৮০,CD
14281,জন,NN
14282,এবং,CC
14283,মহিলা,NN
14284,৮২,CD
14285,৪৬৫,CD
14286,জন,NN
14287,লোক,NN
14288,সংখ্যার,NN
14289,ঘনত্ব,NN
14290,প্রতি,IN
14291,বর্গকিলোমিটারে,NN
14292,৬৩৩,CD
14293,জন,NN
14294,শিক্ষা,NN
14295,শিক্ষার,NN
14296,গড়,JJ
14297,হার,NN
14298,৪২,CD
14299,২,CD
14300,পুরুষ,NN
14301,৪৮,CD
14302,৪,CD
14303,মহিলা,NN
14304,৩৫,CD
14305,৭,CD
14306,অর্থনীতি,NN
14307,সাধারনত,RB
14308,কৃষিনির্ভর,JJ
14309,অথনীতি,NN
14310,বিদ্যমান,VB
14311,এখানে,RB
14312,বেশি,JJ
14313,ভাগ,NN
14314,লোক,NN
14315,কৃষক,NN
14316,কাহালু,NN
14317,উপজেলা,NN
14318,কাহালু,NNP
14319,বাংলাদেশের,NNP
14320,বগুড়া,NNP
14321,জেলার,NN
14322,অন্তর্গত,VB
14323,একটি,DT
14324,উপজেলা,NN
14325,কাহালু,NNP
14326,উপজেলা,NNP
14327,বাংলাদেশের,NNP
14328,একটি,DT
14329,প্রাচীন,JJ
14330,ঐতিহ্যবাহি,JJ
14331,ও,CC
14332,ব্যবসায়িক,JJ
14333,জনপদ,NN
14334,অবস্থান,NN
14335,বগুড়া,NNP
14336,জেলা,NNP
14337,সদর,NN
14338,হতে,IN
14339,১২,CD
14340,কি,
14341,মি,CD
14342,পশ্চিমে,NN
14343,এই,DT
14344,উপজেলার,NN
14345,অবস্থান,VB
14346,প্রশাসনিক,JJ
14347,এলাকা,NN
14348,কাহালু,NNP
14349,উপজেলার,NNP
14350,ইউনিয়নের,NN
14351,সংখ্যা,NN
14352,০৯টি,CD
14353,এখান,RB
14354,থেকে,IN
14355,তিনি,PRP
14356,ইসলাম,NNP
14357,ধর্ম,NNP
14358,প্রচার,VB
14359,করতে,VB
14360,থাকেন,VB
14361,যার,PRP
14362,১,CD
14363,১০,CD
14364,০০০,CD
14365,জন,NN
14366,প্রায়,IN
14367,জন,NN
14368,পুরুষ,NN
14369,ও,CC
14370,১,CD
14371,০৯,CD
14372,০০০,CD
14373,জন,NN
14374,প্রায়,IN
14375,জন,NN
14376,নারী,NN
14377,প্রতি,IN
14378,কিলোমিটারে,NN
14379,জনসংখ্যার,NN
14380,ঘনত্ব,NN
14381,৯১৭,CD
14382,জন,NN
14383,কাহালু,NN
14384,উপজেলার,NN
14385,মোট,RB
14386,ভোটার,NN
14387,সংখ্যা,NN
14388,১,CD
14389,৪৬,CD
14390,৭৮৬,CD
14391,জন,NN
14392,এর,PRP
14393,মধ্যে,IN
14394,পুরুষ,NN
14395,ভোটার,NN
14396,৭১,CD
14397,৫০১,CD
14398,জন,NN
14399,ও,CC
14400,মহিলা,NN
14401,ভোটার,NN
14402,৭৫,CD
14403,২৮৫,CD
14404,জন,NN
14405,শিক্ষা,NN
14406,কল্যাপাড়া,NNP
14407,আনোয়ারুল,NNP
14408,উলুম,NNP
14409,ফাজিল,NNP
14410,মাদ্রাসা,NNP
14411,এটি,PRP
14412,বগুড়া,NNP
14413,জেলার,NNP
14414,সবচেয়ে,JJ
14415,বড়,JJ
14416,উপজেলা,NN
14417,এটা,PRP
14418,তার,PRP
14419,প্রশাসনিক,JJ
14420,কেন্দ্রের,NN
14421,নাম,JJ
14422,অনুযায়ী,JJ
14423,শেরপুর,NNP
14424,শহরের,NN
14425,নামকরণ,NN
14426,করা,VB
14427,হয়,VB
14428,শেরপুর,NNP
14429,একটি,DT
14430,প্রাচীন,JJ
