id,sentence
valid_rangpur (48).wav,হ্যা এগলা করিয়া দীনমলগা যাওছে মররে বাউরে কী করিমা হোক হ মেলা কতা কনু  কিছু নেন না মেলা কথায় তো কনু এহন এইগুলা কতা তো আবার ফির কাই আবার ফির নিয়া টিককারি কইরবার নাইমো না না ওইগলে কতে রেকর্ড করি নেলেন যে এগলে ভয় করেন না এইগলা কোনো সমস্যা নাই হসেইটা সেইটা না উগলা হইলে সমস্যা নাই কোটে আর মুই হইলো এমপি মন্ত্রী যে মোর কথা
valid_rangpur (49).wav,মাইনষে সরলে মএলা কতা হইবে সেইটা  হয় না কিহইলে মাইনষে তো মুক চেনবে হ এলা তো ওই যে মোবাইলোত বলে কী বলে ভিডিও করে আবার বি বলে কি কী বলে করলে মাইনষে বলে সারা বাংলাদেশ দ্যাকে সারা বিশ্বয় থাকে তাই বলে খুব তাড়াতাড়ি বলে কিছে বলে ভাইরাল হয়
valid_rangpur (50).wav,তে হইলে তো মোরে ভালো   মরে চইলবে সবাই  ভাইরালে তো ওরা ভাইরাল গরি তা  ুই ভাইরালে গরি আচচা হোক মু
valid_rangpur (51).wav,ইকতা দাদা কেমন আছেন আচি তো ভালোই এরা তোমার সাথে এন্না গল্প কুচ্চুব করমু া মোবাইলোত রেকর্ডও করমো তাতে কোনো সমস্যা হইবে না নানা দাদার নামটা কী দিলিপ হ দাদার বয়স কমি চইলবার লাগসে এলা বয়স তিরিশ তিরিশ চলে হয বিয়া শাহিতো করসেন না হ করছি তোহ না  কয়টা চাওয়া পাওয়া হইসে গয়টা
valid_rangpur (52).wav,ফাওয়া তো দুঘনা অসভ্যতা করিস সংসার কেমন করি চলবার লাগসেন কী সম চা তু ভাই কাজ কাম কইরবের নাগসি আর খাবালাগছি ও সাইড চালান হ রাজ মিসত্রি অ কয়টা সাইড চলে ছাইর তো চালে তিনটে বিসত্রিশ দিরি ঠিকভাবে টাকা টুকে দেয় তো হঠিক মতো দেয়
valid_rangpur (53).wav,এলা ইয়া খাওয়া দওয়া করসেন আইজকে হ খাচি ঈদি খাইলাইন খাছি তো মাছ দিয়ে খাওয়ার পরে ওইটোশাক ভাজি খাবুন দিয়া দিবো তারপরে কালের ডাইল ভালোয় তো খাওয়া দেওয়া ঠাইসেন ভরো নো খাওয়া দেওয়ার ভালো বচ্ছি নাহ
valid_rangpur (54).wav,কতগুলা সাইড নাও আছে তোমার চাইরটো তিনটা তিনটা চাই হ্যা ওজন লোক কাম করে কাজ করে ওইলো পলে বারো তেরোজন বারো তেরোজন দিদির পাগলা কিন্তু ভালো মেরির বারো তেরোজন লোক খাডাবা লাগসে এরজন ভালো
valid_rangpur (55).wav,একবুলে আছে  চেংড়াডাা নিয়া  মাজামাছে ইচেনাডা াকা নিয়া খালি গোসে গোছে া চাংড়া গরিব মানুষ চাড়াক দিয়া যান হাা খা নিয়া খালি গোচে গোচে থহয়ে মানুষের যে এটা ই তোমার তো অনেক রছিল কাত নাই হ বাইকর অনেক কিছু আছে এখন তোরা তো মনে করেন দুই চাইরজন পাড়াই দেবারে হ তই চাঙগাডা ফিনায় জান কমের শযানা আল্লাফিটেসেইটায় তো কম নাগছিল যে ওই চ্যাঙাডা ফুয়া গেলে এনা ওই চেযাংাডা কাজকাম করে  াগ ইখানে ই একটা হয় আ ি
valid_rangpur (56).wav,তাইলে খ হয়ার কতা কই তা কত কন মদির ভাষা কোন জাগাত কোন জাগাত বিয়া করছেন কচছি তো শোনা বি করি না না কলা এলা কাইলকে যে ম্েলা হইলো কোটেগোটে গেইলেন না কন্না কেনে তুমারে কান্দির পাইন্নি গেসে না হই খালি কান্দুর ভারনি হত তো বাড়িত গেছে সানে দায়া শযনের টাও যান না তো যাই নাই হেই
valid_rangpur (57).wav,আর কোডে ঘোটে জানি হয় সনতি আইছে শহন্দির মধ্তি যান নাই না ভাই ওনি মতে আইজকা চার হ সক হ া আরও যত বড় বড় ালে আছে ে বালা খাটা তলকটা কোডে বা মএলা হয় বালাত বালাত কুবালা তত ম্যলা নাই তন এজন পোন শেজবি মযলাস না খালি তুরি গ্রামের ওইসেটে ওইওইটা হইলে হও
valid_rangpur (58).wav,চিলমারি হ চিলবাড়ি স্যার চিলমারি চিলমারি বালা ঠাক চিলমারি শিলঙ্গা তোর কানগাদবেজার নাই  কিছু ি্গা ছেলানদের না ন শান্তির মান্নি তো ো বিশাল নদী নে কুইশাইল নদী আইসকা তো তোমার বউ মেলা আছিল বউদিত নিয়া গেলি না বউদি যায় না হ বৌদিক নিয়া যায় খাবার গাইছে সারদো সার্ধদ
valid_rangpur (59).wav,কি কি ছাদ দ দদ খাবার দাওয়ার কি দেয় খাওবার দেবার কি িরামিশ হরামিস কি কি আইটেম  ছে নাবড়া আছে এমার হইলো ছাদ দো নিরামিস লেকি আামিস নুয়া আমি মাছ মাংসক না মাছ নাই আমার পরে আমির টা যানা  বিেএটা মাছ মাংসো খায় নাই   সন নিরামিস বুঝিস না আমি সবানা বিয়েজ বুসুন দিলি তো আমি সরা নিলো
valid_rangpur (60).wav,পীর আমিস না হামিস বলতে হামরা কছি মাছ হুমনাহ খালি মাছ মাছ কালি রসন রোজ দুয়ালাগসা চলবে না ত্যালও চলবে না খালি ওডে মনে কর এক্টু হলুদ হবে এু লগন হবে বা চেটু কাল দিবে আর এু হাটা দিবো বা সিতি অইলে কাললেল না আইল আর কি ুরি আর এইযে ছাদ্দ যে করে দবে যব ছাদ দত কি কি ফালায়
valid_rangpur (61).wav,কিকি খুলা তো হ তেল আরকি কিলা ওই যে পুরি ত ফিলা খিলায় পুরি কিলাগেন মিষ্টি মিশটি ফিদায় আপেল টাবেল আইলে সমি আর কিত কশ নক  বসুন নেছেন কে না
valid_rangpur (62).wav,আঁই অসুস্থ এইতা ব্েডাও সুস্থ বযাডা অসুস্থ হ জবর চছে হ  খালি খালি জর হ খালি জর তো এটার বয়স হছক বয়স হইলো পাঁচ বৎশ কয় না ব্যাডার ডাক্তার কতা কা নাে এমনি ওষুধ নিয়া আইলেন বেডার দুধ নে তো উকরা বেডা জুধ না বযাডা হুওইযেন্নে বেডার জন্য ঔষুধ নিছে বুজছে হ্যা
valid_rangpur (63).wav,ব্েডা করি পরে না পরে পরে পোনরু আাসেত করে বেডার মাও আগর তো চিলালা ব্েডা পড়েস হ হ্য হাডত থেকি মাডিক করে না হাডোত থাকি মাডিত করে সাে ঠ্যাং ভাঙগে লাইবে হ ঠ্যাভাা
valid_rangpur (64).wav,স্কুলে পড়ে এলা এএলাদােএডার মাও তুই স্কুল বাদ দিয়ে হামার সাথে আত্মীয় করছে ফরা মনে কেন বেডা ইস্কুল পড়ে তো ইস্কু পড়ে  হ তমীয় কর্ছে দেকি ইস্কুল পড়ে ফাআট হাজার কলি টি দাই না তহামার সাথে আত্মীয় ওই সাথে দিয়া ওইজন্য এলা বেডার মাও পড়ে না এলা বেডা পরে
valid_rangpur (65).wav,বেটা কাল তাছারা তোমা কাইল কোটে কাম আছে আলকে দাম্নিকুন্ডা গ্রাম্নি কুনরা আর বাকি দুইটা বাকি দুইটা হইলো শালমারা একটা করবোলা একটা এইতোমার করবোলা  আর হইলো শালমারা হশালমারা কোনডা বগুড়া বাড়া এ ঝুপি কাম করে তোমার স বা দরামনি কুন্ডারে কাজা গ্রাম বরিকেটের কাছে কাচছে ওটাও পরতি পালদুই ডামা ওয়ার্ড দুই নাম্বার ওয়ার্ডের না  ঝুি তোমার সাথে কাম করে না
valid_rangpur (66).wav,হ্যা নাহ শালাআর বেডা উস হাা ঘুগি কাই  য ঘুবরি রহি বিশ্বাস যত গ্রহী হুবি হুবড়ি নান কালা ম না শ্বের কেতর ছিলাম কয়দিন যে দারাল গিরিও পরিল করে সুা কর ওইটা ঘুবিরালাম কুরপুর কুরপুর ক সঙ্গে সঙ্গে যায়া এডা গরু কিরি হিটয় ডঙ্গা
valid_rangpur (67).wav,আর কি রুমরা সঙ্গী শৈদী চশনি শান্তি চান্তি বনি সারে চার টন শারবনি মালি এলা গরুর বাজার কেমন তিছি গরুর বাজার খুব ভালো এলা খুব ভালো হুব্যাচপার গেলে ভালো না কিনবার গেলে স করি হইলে ভালো কিননে গেইলেও ভালো কিননু গেলে টেকা বেশি নাগবে
valid_rangpur (68).wav,ব্যচ ক  ব্যচবা ল গলে টাকা  যদি ব্যাচপে যায় ভালো হয় তো বোয়া মারা খাবু হ্ আর যদি কিনবার যাই সমারা দিবো তো বোয়া মারা দিব তাইলে কোনটা হইলো একটা হইলো না  গরু কিনিস না টাহাগুলে বসে যে  া দরুর দাম মতো কম হুম গরুর গোস্ত ফিরদাম ম্যালা
valid_rangpur (69).wav,তাইলে তাইলে ক্যামনে হয় রংপুর পৌরসভার মেয় ছিটি করা সমে মেয়তো মাংসের বাজারো দেখরে পরে ইয়া লাগবে অভিজান দিছে অভিজান দিয়া দাম কমে দেছে যে রমজান মাস রমকম করি নাম হইছে তু শুনু যে তুমার বয়লার মুরকির বেলা  দাম  দাম কমি কিছে কমাই া একটা আশি টাকা কেজ  শশ্শুর দিন মাইকিং করি মোচ ওইছে এটাশ পশ্চিম যাবুত সকাল দেকি সৈন্যযা পর্যন্ত এক স্কুল পরিমাণ ফাকা নাই
valid_rangpur (70).wav,যে দোকানটা ফাকা থাকপে বেচা কিনা  কাটাা কে কম াইছে একশো আশি টেকা থি যে ব্যাচাইযে অইলো দুইশোর দশ টাকা বিশ টাকা করি বযাটা একশো আশি টাকা আরও জান খায়া ভালতো  না নয় সজায়র সোজা আমি সিচমেি বয়সা কছি একশ ষাইট টাকা করি
valid_rangpur (71).wav,একশো ষাইট টযাকা জাগা  তো ভালো অনেক কমে বাইতে কি চেটা ও হইছে না হে উুগি হদো কাটা  রো হোটাল একশো ষাইট টাহা করি  শাইটটা  আর হইলে ফিরি জো টাহা মিলে  রিকডে ফিরিজি থুইলেও া্ড
valid_rangpur (72).wav,সাদ হয় না ু কন ওডার এ আমি ক আ   লজননা তুরি কিরাম যাওয়া লাইগবি বুজ্ছ হয় তুমি এডু একটি বছ কুরি গ্রামের কোন পাশশে শ্বশুর বাড়ি বন্ধু সাহেব গাম কেলা জাম তলা না কতম তলা
valid_rangpur (73).wav,জামলাজামতলা কোন পাকে যায় জামতলামতলা তমতজাতিক পোকপেসে বুক পাকে কটা লাইন পাখে না বাম পাকে ডাইন বশা দাইন ররসে হটা ভাড়া না তো ম তো গেছিলে মেলাদিনয় কেনো যাওয়া যায়গে
valid_rangpur (74).wav,তোন যে নার ঘুডে মেলার মে এলাযন সতসা বলতাম হেন ফেলার দাম না না মার মেলা দিতা হয়ে গেছে এলা ভাবি একলা একলায় যায় তোনও যান নাকে যাই না ভারো বেশি তোমার মননা চায় না ভাড়া করা  পনিস্টেশন যরা বালাগে
valid_rangpur (75).wav,মহন্দর নগর না হ হ মহিন্দর নগর না আমি অডার দেওয়া লাগবো মহিন্দ্র নগর থেকি অডর যায় সিেোফি ফিরে তুইলে হইবে জিনিস
valid_rangpur (76).wav,র ওয় গেছে নাানা গযি লাগে মন নিয় গে না শ ভ্যান নিয়া যায় পাগলা আমার ভ্যান আছে আমরা হেলিকপ্টারে চালাকুলা নিহেলিকপ্টার যান রিকি ছে হেলিটাপ্টারা দোকিসকা নদী ছেড়া ভিশিাল ফরো  হেলিকপ্টার াতো চলা ফুরা করি না তখন আমরা মনে কর থুই কইতে পারি কোন জাগায় ফ্িস্টিশ হল ভাবি যািপাস নাই
valid_rangpur (77).wav,বাপের দি হইযে পাইদিন হয়  ত ঈদের আগে কজা নিয়ে আসপে না  নদু গৈসো এডে বইসো এডে বুজিকা খাও আর নাও ক ওসময় চা খায়ার নাগছে খাা না ত কামতা খা না  কটি দিছে কজিন হলে তু ু রে বন্দো গান
valid_rangpur (78).wav,বুশা দুইশার দোকানে  দুশার টিস্টল এহা তো বাচ্চা সুস্থ আছে তোমা তো ও মদুর বেতন বাড়ি গেছিতা কুলিয়ার হায় নাই মলতুর জানতে এতন বা ডাকতারক দেখাইছেু বাচ্চা   কলেস করিদি লাগছিন তা আগে ন আসলে পন র্তনা  কান্দিবারে হয় না ল দ ে কান্দা ছাউন বাড়াই বলে কয়সনা  কাউনডে বাড়ায় না
valid_rangpur (79).wav,আহন তো রমজান মাস তারো তোমার এহন কিবুই তা হবে সেটা পোয়াসিন বাইত নাই ভলো না া কেল বে স করি রা ভালায় যায় ভালো হইছে তুইদইসলে কবিকা আজানানা দিয়ে গেলো তারাই মনেকরায় হ তমা জামু আকে মনখেন  আমরা গাম খেইললা ম্যডা কলা রায়হানের স্বার্থ বাজিব রা রায়ানের খুব বেচাল আছিন তো খেইলবের নাই আমরা অইন খেইলবেই
valid_rangpur (80).wav,এলা দিচি হর দিলেম মারিয় আসে বিশটা ভালোর মতো এ দলো খইতাছে না না নাআজার দিছে না  আজান দিসে আজার দাওয়ার পরে মনে করতো এমন য  আইজকে আবার ব আইজকে আমার বিদ দরি হইবেএখ না আইজে দেরি হইবে রাস্তেকযা
valid_rangpur (81).wav,নামাজের পরে আবার ফির মসসিদের হইলো দোকানের হইলো খোসর যে দোকানটা আছিলো হুওইটা আইজকা মিলয়াত হইবে নামাজের পরে দাওয়াত দেছে কাহি নিছে এলা মসসিদের দোকানদরবোডা
valid_rangpur (82).wav,তন য় তহনযা কইছে কয় নামাজের পরে থাকেন মিলাত টাহনে মুসটল দ নিে এই চাইলের যেইটা আছে না এডা মনে কর  টাও তো আবার তো মসসিদের ই আছে কিন্তু এখন া বিির ানা লা নিজে নিয়ন্ত্রণে রাখতো সেটা হাড়াডিয়েরা ওইটা নাছ মলুক দিবো নাছ বলওলাছ মুজেও পাসে দোকান দেছে নূর্যবিদরার স্বাধীন দিছি না
valid_rangpur (83).wav,টথি কাডি আসে এডে চলিস  ভালো আারা তো অডো দাওয়া আলিবডে মসজিদ  ওডো ভাড়া দেওয়া দি ু কমার ইতে এডো দেওয়া নাগেলাি হরাকি মসজিদ মসজিদের না ইটা মসছিদে না  ভাড়িতা করছিল ওা াংখর যেটাত আছিল সেটা হইলো মসজি িদে
valid_rangpur (84).wav,আর মোরসেদ যেটা ছেটা হইলো ওইযে ভাতচুরু হালে বাতচুরের যাগাওটা হ হয় তুমি তো হামার দিকে দিয় ইচ্ছু না হয় কানে তা রেকর্ড করে কা সেইটায় তো আইজকে যে ফির আবার মৃষ্টি খাওয়ার ইয়া আছে কটায় ত এন া কনা মিলা তাছে মিল্লা যা আমার ফির বকা মৃষ্টি খাওয়া আছে আর সেইটা চিন্তা করতিছি
valid_rangpur (85).wav,তালে তো লটু খিলবারাস গেললে মেলার সময় াহুল খেলা হবে না না খুলা শেষ করি আসি এপার নামাজ করবে নামাজ করে তপর বুল করে িশটকরে তারপর আইসপেন শাশুয়া চা নাস্তা খায়া বিত্বু হ্যা তারো দুটু ফেলােএকবারে খাইলা তুাছি া মি গেইছেনো না খাইলকে বাড়া টাবা দি গেছি আ িসাা খাইে কাইলকে পাইট টেকেন্ড জিতছি আমি টানা
valid_rangpur (86).wav,তারপরে তোমার রোমদাও দুইতে রে বাবা এ দা দুইটা হারি দুইটা হারে ফেলাইছে আমক জি হ পাগলা আমরা কাওকে ধরে রাখছি হে পাগলা কাও জর করি কাটছি কাউকে ধরে রাখছি ি িআমি তো আমি বালালে ক   া তোমাক বলি নাই
valid_rangpur (87).wav,বারো দেরোজন লোকের কর্মসংস্থান করবের না খাওয়াা হয় হ্যা আমরা এটা উদ্যোগ এইটাই এইটা কাওয়াইজনে করে
valid_rangpur (88).wav,কি যদি কেমন আছিস আছুন ভালো তোর সাথে এখনা গল্প কিছুক করিম মোবাইল জযাননেরা রেকর্ডও করিন কি ত কোনো সমস্যা হইবে কী সেষ সমস্যা তুইটো মোর ভাইরে রেকর্ড করলে কী হইবে কোনো সমস্যা নাই কর রেকর্ড
valid_rangpur (89).wav,আোক তোর নাম তো জানমুই তবু এডা তোর নামটা এখনা কত যাহন মোর নাম হইলো হানিফ বয়স কত চইলবার লাগছে এলা এজন তোমোর বয়স চলে ভাই উনিশ বিশ বছর
valid_rangpur (90).wav,উনকিশ বছর চলে কী কইরবের নাগছি স এরা তই এলা ভাই ওইযে এখনা বই বাড়িত কাজ কাম করি তাছাড়া তোর কিছু নাই ফাজ কাম করার  জমা নিজস্ব জমি বেমা নাকি
valid_rangpur (91).wav,হ নিজিস্বের জমিরামা হ এলন ধানের আবাদ নে উটটের আবাদ ভাই ধান করছি তই যে ধানের অবস্থা হইসে পোকা আমাকোর ধরি শেষ সেবার যেইবার সংসার যে ক্েমনে চইলবে
valid_rangpur (92).wav,আল্লায় যা দে তাহইলে শৈশব কণ কেমন কাটছিল দে ছোটবেলা কেমন কাটছি কী সমাচার দ শৈশবকাল ভাই শৈশব কালের মতো দিন হয় শৈশবকাল সেই সুন্দর আছিল কী সুন্দর খেলা ধুলা করছি
valid_rangpur (93).wav,মাইনষের রাম চুরি করছি কতো কী করছি তোর বন্ধু বান্ধব সহকারে নাই এখলা এখলায় বন্ধু বান্ধব সহকারে করছি এখন তো বন্ধু বান্ধবও নাই আগের মতোন মজাও নাই
valid_rangpur (94).wav,অ ছোটবেলা তো মযায় আলাদা আছিল বনের কয়েকজন বন্দু বান্দু একসাতে ওইলে ছোটবেলা চেড়া বাগা গরি একসাতে হয়া বহুজ খাম কুকম কত কু করা হয় বইছে হ্যা আর এলা তো অইলে বয়স নাই ছোটবানের দিনে কুলে যে কাটছিল এলা ওইরকম আছে
valid_rangpur (95).wav,এখনকার তো মনে কর এখন বড় হইলে মন চায় যে আবার সেই ছোটবেলাত যাম নয়য় সেই ছোটবেলা ঝেগলা মনে করো খেলাদুলে খেলাইছিস কি খেলা খেলা ছিলু তোর খেলা কী পছন্দ মো সবচাইতে ভাই পছন্দ খেলা হইলো
valid_rangpur (96).wav,গোলাই সুধ গোলাই ছুট আমরা পছন্দ গরি বেশি ভাই আর ছোটবেলায় বেশি আরো বেশি ফ্রমাছ আছিল মাইনষের গাছের কিছু ঢেলে ঢুলে পাড়ি খাওয়া বন্ধু বান্দবসহ
valid_rangpur (97).wav,বুঝিস নাইদাড়িয়ে বান্দা খেলার নাই দাড়িয়ে বান্দা তো খেলাইস নোরে ভাই  বুঝিস না দাঁড়িয়ে বান্দাত মাইনষের গাইলা গাইলি
valid_rangpur (98).wav,ভুই কত নষ্ট হয় এইযন্ত খেইলবার দেয় না নয় গালি কারাজ করে  যার জমি এটাছে  ামার ইয়ার নষ্ট হইবে কষ্ট নষ্ট হইবে ন হ তাইলে ইয়া তো নানা বাড়িত যাইস নাই
valid_rangpur (99).wav,নানা বাড়িত তো গেসনো ভাই ছোড থাকার মজায় আলাদা বুবিষনে মাওয়া তো ভাই একটা আছিল শয়তানের শয়তান মুয়েক শুধে মাইনষের বাহিত যাই কথকী মাইনসুক না খয়া খাই
valid_rangpur (100).wav,মনে কর য ওইগুলের দিনগুইলা এখনো মিস করি বুঝ সিষ্টুই  আগে দিন কতো সুন্দর আছিল আর এখনকার ঘুম মনে কর এহন চ্যাড়া পাড়াগুলেও বান্ধর আগে চ্যাড়া পোড়াগুলা অন্যরকম আছিল এই যে মানুষের য জিনিস এটা সেটা করিআছিল সেটা
valid_rangpur (101).wav,হিসাব আলাদা কিন্তু এখনকা চ্যাড়াপাড়াগুলি তো মানুষের মনে কর কথায় শুনবের চায় না বড়রা য একটা কতা হয়  কতা কুনা শুনবারে চামার নাই যে না কতো কিক অয়তো গে যে মনে কর ছোট ছোট যে একজন বড় যে সন্মান দিছিল
valid_rangpur (102).wav,ওই সন্মানটা এলা মানুষ দেয় না এলা চ্যাংড়া পেড়াগুলা ওইভাবে সন্মান দেয় না মানুষের যে বরক যে সন্মান করা লাগবে ছোটক যে আদর শেণেহ করা লাগবে এই জিনিসটা এমরা বোঝে না এখন ভাই
valid_rangpur (103).wav,বুঝিস তো যুগ যামানা কিরকম কারো ভালো কায় দেখপার পায় না বুঝিস নাই এখন যুগ যামা না হইলে একটা ভালোকতা খবু বুঝিস নাই ঘাত থেকি যায় এইযন তো এলকা চেরারা হইলো ঘাত তযারা
valid_rangpur (104).wav,এখন কী আর খরবু ওইটা যুগ যামনা হিসেবে মানি নেওয়ায় নাইগবে বুঝিস নাই তো রোজা রাখছি সাইস হ ভাই আল্লাহর রহমতে রোজা রাখছি ভাই তো পিয়েরির সময় কি খাওয়া দাওয়া হইলো
valid_rangpur (105).wav,বুবিসনা এলকার দিন কামাই রোজগার নাই ডাইল আলু ভাজি গিয়্ে খাইসি ভালে তুম ডাইল তো ভালো আলুর ডাইল্লাম মুশিকাল ড ি ডাইল মুশিখলাই ডাইল
valid_rangpur (106).wav,তাইলে ইয়া ভাইত কয়জন খান দাওড়া বাড়িততো ভাই খাইস ছয়জন খাইয়ে যে অবস্থা খাওয়া না খাওয়া একে কথা
valid_rangpur (107).wav,কুইস নাই কা কি হইছে খাওয়া না কওরা কতা  কি হলো হব এই যে আবাদ করি আবাদ হয়ে না তাইলে কি করবু যদি যে জাগা থামার দরকার ধুন করা আর আতমুন ছয়বন দান সে জাগাত দুদিল হয় মনে কর যে চাইরমু তাইলে ক্যামনে সংসার চলে
valid_rangpur (108).wav,ওমিষণে এলা তো তোর উন্নত অনেক কিছু বাড়াইছে তোর মনে কর স্বার দেলে বলে আবাদ বাড়ে আবার এস্প্রে করলে বলে কি কি শার বলে বাড়াইছে ওগলে দেলে বলে খুব ধান বালে বেশি হয় বেশি হয় এইল্লে তো
valid_rangpur (109).wav,তো মুই শুইনবার নাগসোন আরকি এলা তোমরা যদি এইগলে ব্যবহার করেন তাইলে তো ধান বাড়া সম্ভব নোয়ায়  ওইটা এলা তা তো সার পানি দেই বুঝি না টেকা পয়সার ব্যাপার টেকা পয়সা নাই
valid_rangpur (110).wav,এহন কি করবু তাইলে তোর ভাই সাত না দিয়ে ই আল্লাহহর উকরা ভাসা করি থাকি ঝিকনে হয় কি করবু  সেইটায় এা এখন টেকা পয়সা না থাকলে সাত বিবনা পাইলে হন কি করা যাইবো  তোমারযেই নদীটে দেইখবের নাগছোই নদীটাত মাছ টাচ আছে
valid_rangpur (111).wav,ভাইস ছোডকালের কতা তো কইলে কলাও দুঃখ নাগে নদীর টগে হাসতে আর যেহেতুগুলা খই মাছ পাসনো আরে এলা জাল দিয়াও মাছ মারিা পাই না ছোটবেলায় হাইয়রে মাছ
valid_rangpur (112).wav,জাল দিয়া মারছিনু কারেন্ট জাল দিয়া হাসতেয়া চাইরপাচ কেজি মাছ মারা গেছিলার এলা একপামাছে মারা যায় না সারা নদী ঘুরিয়া লদিত মাছ নাই দেয়নে না না ভাই নদীত মাছ নাই
valid_rangpur (113).wav,নদীতে মনে হয় সেইরকম নদী নদীরতোর নাম কি তোমার এই নদীটা হামার এইটা নদীর নাম ভাই বুরাল নদী এই নদীর শুগ নদীর মাও এই বুরাল নদী ফাই িস নাই এই নদীর শাকা পোশাকা
valid_rangpur (114).wav,আছের মা হ তাইলে এই নদীতে ডায়েরেক্ট এতি কুন দিক গেইসে হাই এই নদী ডায়রেক্ট ইস্টোত লাগসে স্টেত লাগসে
valid_rangpur (115).wav,তাইনে তোর খাবার দাবার কি পছন্দ সবচাইতে কোন খাবারটা বেশি তের পছন্দ খাবার তো ভাই পছন্দ অনেক কিছু কিন্তু কবার গেলে তো ফিরএলা মুক তে তো চারে না বুঝিস না হোক না চরে যমি মানুষের পছন্দ একটা থাকে না যেমুই এই খাবারটা মোর খুব ভালো লাগে
valid_rangpur (116).wav,মানুষের অনেকের গোস্ত পছন্দ মানুষের অনেকে ডিম পছন্দ মাইষে একজন ক র মাছ পছন্দ এখন তোরকেনটা পছন্দ মোরো তো ভাই গোসচম াআ শগি পছন্দ যদি নায় খাবার পাই তাইলে কি হইলো পছন্দ দিয়া এলা কি কইরবার কই
valid_rangpur (117).wav,যে সোগ জিনিসের দাম এহন মানুষ খাইবে কোনটা জিনিস ফাবি যে এতো দাম হইছে এই দামের কারণে তো মানুষ খাওয়ারও পায় না মানুষের যে একটা পছন্দ জিনিস আছে মোর এই জিনিসটা খুব পছন্দ নামে রমজানেত  জিনিসটা খায়া মুই রোজা থাকি এই জিনিসটা তো মনে কর দাম মেলা
valid_rangpur (118).wav,তা খাই কযেমনে াও মেলা কী করবু মানুষের আরোদিন যাইবে বুঝিস নাই আরও কঠিন অবস্থা হা পড়বে মানুষযে এই দিন যেস গেইলে যা কীভাবে চইলবে
valid_rangpur (119).wav,মানুষটো এই চিন্তায় বাচে না পুরিষরায় হ সেইটায় তেতোরে আমার গরু গরু আছে আমার গরু নাই ভাই ছাগল আছে ছাগল আছে হ ছাগল কয়াডা তোমার আমার ছাগল হইলো ভাই
valid_rangpur (120).wav,তিনটা কিনটে ছ হাস মুরগি আছে ই হাস মুরগি তো আছিল বেরামে শউগ মরি গেসি এড়াই এলা টাই বার ফির শোগ মরি যা চাইরটা কিনছিনু ষাইরটা এখন আল্লারে মততে আছে এলা য আবার কি দে হয়
valid_rangpur (121).wav,হু এরতন নানা বাড়ি কোন জাগাত ওর নানা বাড়ি হইলো ভাই ঠাকুর গাও ঠাকুর গাও ঠাকুরও যাওয়া হয় না এলা ভাই যে বাসের টিকিটের দাম তাও তো কয়দিন আগে তা ঘুরি আসনু
valid_rangpur (122).wav,টিগিটের দামের জনে তো যাবারে পাই না পটে কুই টিকিট নাই এলা কামাই কতে দুইনশো এখন টিকিট নেয় তো তোর হইলো দুইশো বিশটা একরি জোনার
valid_rangpur (123).wav,দুইশো বিশ টেকা গরিজানাত মানে একলায় তো যাওয়া সম্ভব হয় না নো আরো কেউ যায়র সাতে যায় সাথে যায় মাও যায় ভাই যায় কশায় এই যে কটে কোন টেকা নাই পইসা নাই
valid_rangpur (124).wav,কাড়ি পেড়া তো দেওয়া নাগবে এইটায় কী করবেন যে এহন নানা নান্নি তো বাচি আছেলওয়া হই নানা মারা গেইসে আইসকা দিকি তো তিন বছর হয় নানি বাচি আছে
valid_rangpur (125).wav,বারা গেইসে হ তো মামারা কয় ভাইবোইন মর মামারা চাইর ভাই একবইন চাইর ভাই এক বর হ  তাইলে তোর মাও একলায়  তাইললে চাইর ভাই পিয়া শাদি সবগুলা করছেন ভা
valid_rangpur (126).wav,হ শখ িউলে বিয়া শাদি করছে এর আগে যে তোর এা মামত বইিন আছিলোর নামটা জানি কী বলি গেলো উের বিয়ে শাদি হইছে হ উয়ার নাম হইলো সোখিনা হ চুখিনা হ ছোখি না র বিয়া হইছে ছাওয়া হইছে
valid_rangpur (127).wav,স্াকিরিছে কয়টা ছাওয়া একটা ছাওয়া বেটা তো ভালোইতো তো স্বামী কী করে  উয়ার স্বামী মেকান নিকস আছিল তাই তো প্যারা লাইসে ছয়া বিষনের তৈরি আছে
valid_rangpur (128).wav,কষ্ট সংসার চলে না তমে খুব সমস্যা  সংসারে চলে না  তালে ইয়া পারবের যে আছিল তোর এটা মামা তো ভাই উয়ার খবর দিালা পারবেজ
valid_rangpur (129).wav,এর খবর খায় দাই ঘুরি বেড়ায় একটা দোকান আছে দোকানোতে থাখে তাইলে নাই  বুঝিস নাই ভালোয় আছে ন হ চলে
valid_rangpur (130).wav,দোকান কোনোরকম তোর মায়ার তো এলা মনো য় রাক চালায়র মা  টে রাখ চলাই রাখে তো ভালায় নাই কষ্টের দিন কাইটপার লাগসো মার ও আজো হোক বহুত আলাফ আলোচলা গুলনে
valid_rangpur (131).wav,কোনো কিছু নেইস না হ্যা না হোক তো ভালো থাকিস আর ভাপভাবে চলা চো পেরাক করিস বুলিস নাই দিনকাল খুব খারাপ এই সময় ভালোভাবে চলা কারা করা লাগবে বুলিস নাই অ তো আচ্ছা ঠিক আছে তাল হ্যাঁ হাম জাকা য়শুন তরলেহা
valid_rangpur (132).wav,আচ্ছা দেখা আইবা আবা মাছ হোক
