,word,ipa,cnt
24854,"ফ্রাই,","pʰɾɐ͡ɪ̯,",1
24855,ফ্রন্টকে,pʰɾontɔke,1
24856,ফ্যাসিস্টবিরোধী,pʰɛʃɪstobɪɾod̪ʱɪ,1
24857,ফ্যাসিবাদী,pʰɛʃɪbɐd̪ɪ,1
24858,ফ্যাশনবিষয়ক,pʰɛʃɔnbɪʃɔʲok,1
24859,ফ্যাশননির্ভর,pʰɛʃonnɪɾbʱɔɾ,1
24860,ফ্যালন।,pʰɛlon।,1
24861,ফ্যালকাও।,pʰɛlkɐo̯।,1
24862,ফ্যামিলিয়ার,pʰɛmɪlɪʲɐɾ,1
24863,ফ্যাব্রিগাসের,pʰɛbɾɪgɐseɾ,1
24864,ফ্যাব্রিগাস।,pʰɛbɾɪgɐs।,1
24865,ফ্যান্টাসি,pʰɛntɐsɪ,1
24866,ফ্যানে,pʰɛne,1
24867,ফ্যানরা।,pʰɛnɾɐ।,1
24868,ফ্যানকে,pʰɛnke,1
24869,ফ্যান।,pʰɛn।,1
24870,ফ্যাজিবিলিটি,pʰɛɟɪbɪlɪtɪ,1
24871,ফ্যাক্স,pʰɛks,1
24872,ফ্যাক্টর,pʰɛktɔɾ,1
24873,ফ্যাক্ট।,pʰɛkt।,1
24874,ফ্যাকাল্টির,pʰɛkɐltɪɾ,1
24875,ফ্যাং,pʰɛŋ,1
24876,ফৌজের,pʰo͡u̯ɟeɾ,1
24877,ফৌজিসুলভ,pʰo͡u̯ɟɪʃulɔbʱ,1
24878,ফৌজদারহাট,pʰo͡u̯ɟd̪ɐɾhɐt,1
24879,ফোয়া,pʰoʷɐ,1
24880,ফোর্সের,pʰoɾseɾ,1
24881,ফোর্বস,pʰoɾboʃ,1
24882,ফোর্ডের,pʰoɾdeɾ,1
24883,"ফোর্ড,","pʰoɾd,",1
24884,ফোরাম।,pʰoɾɐm।,1
24885,ফোরলেনের,pʰoɾleneɾ,1
24886,ফোরকান,pʰoɾkɐn,1
24887,ফোর-জিতে,pʰoɾ-ɟɪt̪e,1
24888,ফোর,pʰoɾ,1
24889,ফোনের,pʰoneɾ,1
24890,ফোনালাপের,pʰonɐlɐpeɾ,1
24891,ফোনালাপ।,pʰonɐlɐp।,1
24892,ফোনটিই,pʰontɪ͡ɪ̯,1
24893,ফোনটা,pʰontɐ,1
24894,"ফোন,","pʰon,",1
24895,ফোটালে,pʰotɐle,1
24896,ফেড়ে,pʰeɽe,1
24897,ফোঁটায়,pʰeɐ̯̃tɐe̯,1
24898,ফোঁটা,pʰe͡ɐ̯̃tɐ,1
24899,ফেস্টুনে,pʰestune,1
24900,ফেস্টুনসহ,pʰestunɔʃɔho,1
24901,ফেস্টিভালে,pʰestɪbʱɐle,1
24902,ফেসিয়াল,pʰesɪʲɐl,1
24903,ফেসবুকেও,pʰesbukeo̯,1
24904,ফেসবুকে।,pʰesbuke।,1
24905,ফেসবুকসহ,pʰesbukʃɔho,1
24906,ফেসবুককে,pʰesbukke,1
24907,ফেসওয়াশ,pʰesoʷɐʃ,1
24908,ফেলোশিপ,pʰeloʃɪp,1
24909,ফেলেন,pʰelen,1
24910,ফেলেছিলেন,pʰelecʰɪlen,1
24911,ফেলুন।,pʰelun।,1
24912,ফেলুন,pʰelun,1
24913,ফেলি।,pʰelɪ।,1
24914,ফেলারও,pʰelɐɾo,1
24915,ফেলাকে,pʰelɐke,1
24916,ফেলা।,pʰelɐ।,1
24917,ফেলল।,pʰello।,1
24918,ফেলবেন,pʰelben,1
24919,"ফেলবে,","pʰelbe,",1
24920,ফেলতেন।,pʰelt̪en।,1
24921,ফেলছে।,pʰelcʰe।,1
24922,"ফেলছে,","pʰelcʰe,",1
24923,ফেলছে,pʰelcʰe,1
24924,ফেরৎ,pʰeɾt̪,1
24925,ফেরেননি,pʰeɾennɪ,1
24926,ফেরে।,pʰeɾe।,1
24927,ফেরে,pʰeɾe,1
24928,ফেরিটির,pʰeɾɪtɪɾ,1
24929,ফেরিঘাটে,pʰeɾɪgʱɐte,1
24930,ফেরিওয়ালা,pʰeɾɪo̯ʷɐlɐ,1
24931,ফেরায়,pʰeɾɐe̯,1
24932,ফেরারকে,pʰeɾɐɾke,1
24933,ফেরার,mɐtʰe,1
24934,ফেরাটা,pʰeɾɐtɐ,1
24935,ফেরাও'।,pʰeɾɐ͡o̯'।,1
24936,ফেরা,pʰeɾɐ,1
24937,ফেরদৌসের,pʰeɾd̪cseɾ,1
24938,ফেরদৌস।,pʰeɾd̪ou̯s।,1
24939,ফেরদাউস,pʰeɾd̪ɐu̯s,1
24940,ফেভারিট।,pʰebʱɐɾɪt।,1
24941,ফেব্র“য়ারির,pʰebɾɔ“ʲɐɾɪɾ,1
24942,ফেব্র“য়ারি,pʰebɾɔ“ʲɐɾɪ,1
24943,ফেব্রুয়ারি-মার্চে,pʰebɾuʷɐɾɪ-mɐɾce,1
24944,ফেন্সুগঞ্জ,pʰenʃugɔnɟ,1
24945,ফেন্সিকে,pʰensɪke,1
24946,"ফেনী,","pʰenɪ,",1
24947,ফেনিবিল,pʰenɪbɪl,1
24948,ফেনারবাঁক,pʰenɐɾbɐ̃k,1
24949,ফেনসিডিলের,pʰensɪdɪleɾ,1
24950,ফেদেরারের,pʰed̪eɾɐɾeɾ,1
24951,ফেদেরার।,pʰed̪eɾɐɾ।,1
24952,ফেদারওয়েট,pʰed̪ɐɾoʷet,1
24953,ফেতরার,pʰet̪ɾɐɾ,1
24954,ফেডারেশনে,pʰedɐɾeʃɔne,1
24955,ফেডারেশনকে,pʰedɐɾeʃɔnke,1
24956,ফেডারেশ,pʰedɐɾeʃ,1
24957,ফেডারেল,pʰedɐɾel,1
24958,ফেঞ্চুগঞ্জে,pʰencugɔnɟe,1
24959,ফেজ,pʰeɟ,1
24960,ফেকাসে,pʰekɐʃe,1
24961,ফেক,pʰek,1
24962,ফেঁসে,pʰẽʃe,1
24963,ফুয়াদকে,pʰuʲɐd̪ke,1
24964,ফুসলানিতে,pʰuʃlɐnɪt̪e,1
24965,ফুসফুসে,pʰuʃpʰuʃe,1
24966,ফুলবাড়ীয়া,pʰulbɐɽɪʲɐ,1
24967,ফুলবাড়িয়া-বিরাসা,pʰulbɐɽɪʲɐ-bɪɾɐʃɐ,1
24968,ফুলবাড়িয়া,pʰulbɐɽɪʲɐ,1
24969,ফুলবতি,pʰulbot̪ɪ,1
24970,ফুলপুর,pʰulpuɾ,1
24971,ফুলদহ,pʰuld̪ɔh,1
24972,ফুলছড়িতে,pʰulcʰoɽɪt̪e,1
24973,ফুলছড়ি,pʰulcʰoɽɪ,1
24974,ফুল-ফলের,pʰul-pʰɔleɾ,1
24975,ফুরিয়ে,pʰuɾɪʲe,1
24976,ফুরসত,pʰuɾʃɔt̪o,1
24977,ফুরকান,pʰuɾkɐn,1
24978,ফুফাত,pʰupʰɐt̪,1
24979,ফুডপান্ডা,pʰudpɐndɐ,1
24980,ফুটো,pʰuto,1
24981,ফুটেজে,pʰuteɟe,1
24982,ফুটেজও,pʰuteɟo,1
24983,ফুটেছো,hɔtʰɐt̪,1
24984,ফুটেছে।,pʰutecʰe।,1
24985,ফুটেছে,pʰutecʰe,1
24986,ফুটিয়েই,pʰutɪʲeɪ̯,1
24987,ফুটানো,pʰutɐno,1
24988,ফুটসাল,pʰutsɐl,1
24989,ফুটবে,pʰutbe,1
24990,ফুটবলেও,pʰutbɔleo,1
24991,ফুটবলারকে,pʰutbɔlɐɾke,1
24992,ফুটবলার।,pʰutbɔlɐɾ।,1
24993,"ফুটবলার,","pʰutbɔlɐɾ,",1
24994,ফুটবলশারদীয়,pʰutbɔlʃɐɾod̪ɪʲo,1
24995,ফুটবলমহান,pʰutbɔlmɔhɐn,1
24996,ফুটবলবিশ্ব।,pʰutbolobɪʃʃo।,1
24997,ফুটবলনাটোরে,pʰutbɔlnɐtoɾe,1
24998,ফুটবলনওয়াপাড়া,pʰutbɔlonoʷɐpɐɽɐ,1
24999,ফুটবলটি,pʰutbɔltɪ,1
25000,ফুটবলটাঙ্গাইলের,pʰutbɔltɐŋgɐɪ̯leɾ,1
25001,ফুটবলও,pʰutbɔlo,1
25002,ফুটবলউল্লাপাড়া,pʰutbɔlullɐpɐɽɐ,1
25003,ফুটফুটে,pʰutpʰute,1
25004,ফুটপ্রিন্ট,pʰutpɾɪnt,1
25005,ফুটপাতে,pʰutpɐt̪e,1
25006,ফুটপাতসহ,pʰutpɐt̪ʃɔho,1
25007,ফুটপাতগুলো,pʰutpɐt̪gulo,1
25008,"ফুটপাত,","pʰutpɐt̪,",1
25009,ফুটন্ত,pʰutɔnt̪o,1
25010,ফুটছে,pʰutcʰe,1
25011,ফুটওয়্যারের,pʰutoʷɐaɾeɾ,1
25012,"ফুটওয়্যার,","pʰutoʷɛɾ,",1
25013,ফুটওভারব্রিজ,pʰutobʱɐɾbɾɪɟ,1
25014,ফুট,pʰut,1
25015,ফুকুরহাটি,pʰukuɾhɐtɪ,1
25016,ফুঁসলিয়ে,pʰũʃolɪʲe,1
25017,ফিয়াট,pʰɪʲɐt,1
25018,ফিস্টুলার,pʰɪstulɐɾ,1
25019,ফিস্টুলা,pʰɪstulɐ,1
25020,ফিস্ট,pʰɪst,1
25021,ফিশিং,pʰɪʃɪŋ,1
25022,ফিল্মফেয়ার,pʰɪlmɔpʰeʲɐɾ,1
25023,"ফিল্ডিং,","pʰɪldɪŋ,",1
25024,ফিল্ডস,pʰɪlɾɔʃ,1
25025,ফিলিস্তিনির,pʰɪlɪst̪ɪnɪɾ,1
25026,ফিলিস্তিনিকে,pʰɪlɪst̪ɪnɪke,1
25027,ফিলিপিন্স।,pʰɪlɪpɪnʃo।,1
25028,ফিলিপাইনসের,pʰɪlɪpɐ͡ɪ̯nʃeɾ,1
25029,ফিলিপাইন।,pʰɪlɪpɐɪ̯n।,1
25030,ফিলিপাইন,pʰɪlɪpɐɪ̯n,1
25031,ফিলিপ,pʰɪlɪp,1
25032,ফিলাপ,pʰɪlɐp,1
25033,ফিলস্টার,pʰɪlstɐɾ,1
25034,ফিল,pʰɪl,1
25035,ফিরোজুল,pʰɪɾoɟul,1
25036,ফিরোজা,pʰɪɾoɟɐ,1
25037,ফিরোজসহ,pʰɪɾoɟʃɔho,1
25038,ফিরোজরা,pʰɪɾoɟɾɐ,1
25039,ফিরোজকে,pʰɪɾoɟke,1
25040,"ফিরোজ,","pʰɪɾoɟ,",1
25041,ফিরেনি,pʰɪɾenɪ,1
25042,ফিরেননি।,pʰɪɾennɪ।,1
25043,ফিরেছেন।,pʰɪɾecʰen।,1
25044,ফিরেছিল,pʰɪɾecʰɪlo,1
25045,ফিরেই,pʰɪɾeɪ̯,1
25046,ফিরিয়েছে।,pʰɪɾɪʲecʰe।,1
25047,ফিরিয়েছিলেন,pʰɪɾɪʲecʰɪlen,1
25048,ফিরিয়ে,mɐn,1
25049,ফিরি।,pʰɪɾɪ।,1
25050,ফিরানোর,pʰɪɾɐnoɾ,1
25051,ফিরলেন,pʰɪɾlen,1
25052,ফিরলেও,pʰɪɾleo̯,1
25053,ফিরবেন।,pʰɪɾben।,1
25054,ফিরবে।,pʰɪɾbe।,1
25055,ফিরবে,pʰɪɾbe,1
25056,ফিরছেন।,pʰɪɾcʰen।,1
25057,ফিরছে,pʰɪɾcʰe,1
25058,ফিভার,pʰɪbʱɐɾ,1
25059,ফিফায়,pʰɪpʰɐe̯,1
25060,ফিফার,pʰɪpʰɐɾ,1
25061,ফিফা,pʰɪpʰɐ,1
25062,ফিফটিতে,pʰɪpʰtɪt̪e,1
25063,ফিন্যান্সিয়াল,pʰɪnnɐnʃɪʲɐl,1
25064,ফিনের,pʰɪneɾ,1
25065,ফিনিসিং,pʰɪnɪʃɪŋ,1
25066,ফিনিশিং,pʰɪnɪʃɪŋ,1
25067,ফিনান্সিয়াল,pʰɪnɐnʃɪʲɐl,1
25068,ফিনল্যান্ডকে,pʰɪnlɛndke,1
25069,ফিনকে,pʰɪnke,1
25070,ফিনকি,pʰɪnkɪ,1
25071,ফিদ্দু,pʰɪd̪d̪u,1
25072,ফিদেলের,pʰɪd̪eleɾ,1
25073,ফিদা,pʰɪd̪ɐ,1
25074,ফিতর,pʰɪt̪ɔɾ,1
25075,ফিটনেস।,pʰɪtnes।,1
25076,"ফিজিক,","pʰɪɟɪk,",1
25077,ফিজিক,pʰɪɟɪk,1
25078,ফিজিওথেরাপিতে,pʰɪɟɪo̯t̪ʰeɾɐpɪt̪e,1
25079,ফিচারটির,pʰɪcɐɾtɪɾ,1
25080,ফিচারই,pʰɪcɐɾɪ,1
25081,ফিঙ্গার,pʰɪŋgɐɾ,1
25082,ফিগো-,pʰɪgo-,1
25083,ফিগারও,pʰɪgɐɾo,1
25084,ফিকে,pʰɪke,1
25085,ফিকশ্চার,pʰɪkʃcɐɾ,1
25086,ফিওরিনাকে,pʰɪo̯ɾɪnɐke,1
25087,ফিউশিয়া,pʰɪu̯ʃɪʲɐ,1
25088,ফিউচার,pʰɪu̯cɐɾ,1
25089,ফি-বছরেই,pʰɪ-bcʰoɾeɪ̯,1
25090,"ফি,","pʰɪ,",1
25091,ফায়েক,pʰɐʲek,1
25092,ফায়সাল,pʰɐʲsɐl,1
25093,ফাহিমাকে,pʰɐhɪmɐke,1
25094,ফাহিমকে,pʰɐhɪmke,1
25095,ফাহিম।,pʰɐhɪm।,1
25096,ফাহাদের,pʰɐhɐd̪eɾ,1
25097,ফাহাদকে,pʰɐhɐd̪ke,1
25098,ফাহমী,pʰɐhmɪ,1
25099,ফাস্টফুডের,pʰɐstpʰudeɾ,1
25100,ফাল্গ–ন।,pʰɐlgɔ–n।,1
25101,ফাল্গুনী,pʰɐlgunɪ,1
25102,ফালি,pʰɐlɪ,1
25103,ফালাহ,pʰɐlɐh,1
25104,ফালামু।,pʰɐlɐmu।,1
25105,"ফালামু,","pʰɐlɐmu,",1
25106,ফালকেতে,pʰɐlket̪e,1
25107,ফার্স্টলেডিদের,pʰɐɾstledɪd̪eɾ,1
25108,ফার্স্টলেডি,pʰɐɾstledɪ,1
25109,ফার্মেসিগুলো,pʰɐɾmesɪgulo,1
25110,ফার্মাসিস্টরা,pʰɐɾmɐʃɪstɾɐ,1
25111,ফার্মাসিউটিক্যালের,pʰɐɾmɐʃɪ͡u̯tɪkɛleɾ,1
25112,ফার্মাসিউটিক্যালস্,pʰɐɾmɐʃɪu̯tɪkɛlɔs,1
25113,ফার্মাসিউটিক্যালস,pʰɐɾmɐʃɪu̯tɪkɛls,1
25114,ফার্মাসি,pʰɐɾmɐʃɪ,1
25115,ফার্ম,pʰɐɾmo,1
25116,ফার্নেস,pʰɐɾnes,1
25117,ফার্নিচার।,pʰɐɾnɪcɐɾ।,1
25118,ফার্দিনান্দ,pʰɐɾd̪ɪnɐnd̪o,1
25119,ফারুকী।,pʰɐɾukɪ।,1
25120,ফারুকী,pʰɐɾukɪ,1
25121,ফারিয়ার,pʰɐɾɪʲɐɾ,1
25122,ফারিয়া।,pʰɐɾɪʲɐ।,1
25123,ফারিহাকে,pʰɐɾɪhɐke,1
25124,ফারাজ,pʰɐɾɐɟ,1
25125,ফারাক্কার,pʰɐɾɐkkɐɾ,1
25126,ফারাক,pʰɐɾɐk,1
25127,ফারহানাকে,pʰɐɾhɐnɐke,1
25128,ফারহানা,pʰɐɾhɐnɐ,1
25129,ফারসি,pʰɐɾʃɪ,1
25130,ফান্ড।,pʰɐnd।,1
25131,ফাত্তাহ,pʰɐt̪t̪ɐho,1
25132,ফাতেহাবাদ,pʰɐt̪ehɐbɐd̪,1
25133,ফাতেহা,pʰɐt̪ehɐ,1
25134,ফাতেমা।,pʰɐt̪emɐ।,1
25135,ফাতিমা।,pʰɐt̪ɪmɐ।,1
25136,ফাটায়,pʰɐtɐe̯,1
25137,ফাটার,pʰɐtɐɾ,1
25138,ফাটলের,pʰɐtoleɾ,1
25139,ফাটল।,pʰɐtol।,1
25140,"ফাটল,","pʰɐtol,",1
25141,ফাজা,pʰɐɟɐ,1
25142,ফাগুনের,pʰɐguneɾ,1
25143,ফাগুন,pʰɐgun,1
25144,ফাকরিয়া,pʰɐkɾɪʲɐ,1
25145,ফাওজিয়া,pʰɐo̯ɟɪʲɐ,1
25146,ফাউল,pʰɐu̯l,1
25147,ফাউন্ডেশনটি।,pʰɐu̯ndeʃontɪ।,1
25148,ফাউন্ডেশন।,pʰɐu̯ndeʃon।,1
25149,ফাইলও,pʰɐ͡ɪ̯lo,1
25150,ফাইল-কাগজপত্র,pʰɐɪ̯l-kɐgoɟpot̪ɾo,1
25151,ফাইভের,pʰɐɪ̯ver,1
25152,ফাইন্ডিং,pʰɐɪ̯ndɪŋ,1
25153,ফাইনালেই,pʰɐɪ̯nɐleɪ̯,1
25154,ফাইনালে।,pʰɐɪ̯nɐle।,1
25155,ফাইনাল,tuɾnɐmenteɾ,1
25156,ফাইনাল,lɪg,1
25157,ফাইন,pʰɐɪ̯n,1
25158,ফাইজা,pʰɐɪ̯ɟɐ,1
25159,ফাইজ,pʰɐɪ̯ɟ,1
25160,ফাঁড়িতেই,pʰɐ̃ɽɪt̪eɪ̯,1
25161,ফাঁসিয়ে,pʰɐ̃ʃɪʲe,1
25162,ফাঁসিতে,pʰɐ̃ʃɪt̪e,1
25163,ফাঁসিকাষ্ঠেই,pʰɐ̃ʃɪkɐʃtʰeɪ̯,1
25164,ফাঁসিই,pʰɐ̃ʃɪɪ,1
25165,ফাঁসাতে,pʰɐ̃ʃɐt̪e,1
25166,ফাঁপা,pʰɐ̃pɐ,1
25167,ফাঁকিবাজির,pʰɐ̃kɪbɐɟɪɾ,1
25168,ফাঁকিবাজরা।,pʰɐ̃kɪbɐɟɾɐ।,1
25169,ফাঁকা।,pʰɐ̃kɐ।,1
25170,ফসলি,pʰɔslɪ,1
25171,ফসলহারা,pʰɔʃolhɐɾɐ,1
25172,ফসলহানির,pʰɔʃolhɐnɪɾ,1
25173,ফসলহানি,pʰɔʃolhɐnɪ,1
25174,ফসলও,pʰɔʃolo,1
25175,ফলোআপ,pʰɔloɐ̯p,1
25176,ফলোঅনের,pʰɔlo͡ɔ̯neɾ,1
25177,ফলো-অনের,pʰɔlo-ɔneɾ,1
25178,ফলিমারী,pʰolɪmɐɾɪ,1
25179,ফলিত,pʰolɪt̪o,1
25180,ফলি,pʰolɪ,1
25181,ফলাফলটা,pʰɔlɐpʰɔltɐ,1
25182,ফলানো,pʰɔlɐno,1
25183,ফলাতে।,pʰɔlɐt̪e।,1
25184,ফলাও,pʰɔlɐo̯,1
25185,ফলসহ,pʰɔlʃɔho,1
25186,"ফলশ্র“তিতে,","pʰɔlosɾo“t̪ɪt̪e,",1
25187,ফলনশীল,pʰolonʃɪl,1
25188,ফলটা,pʰɔltɐ,1
25189,ফলগুলো,pʰɔlgulo,1
25190,ফলক,pʰɔlok,1
25191,"ফল,","pʰɔl,",1
25192,ফর্মে।,pʰɔɾme।,1
25193,ফরোয়ার্ডিং,pʰɔɾoʷɐɾdɪŋ,1
25194,ফরেন,pʰɔɾen,1
25195,ফরিদুজ্জামান,pʰoɾɪd̪uɟɟɐmɐn,1
25196,ফরিদাকে,pʰoɾɪd̪ɐke,1
25197,ফরিদাকান্দা,pʰoɾɪd̪ɐkɐnd̪ɐ,1
25198,ফরিদপুরের,pʰoɾɪd̪puɾeɾ,1
25199,ফরিদপুরে,pʰoɾɪd̪puɾe,1
25200,ফরিদগঞ্জে,pʰoɾɪd̪gɔnɟe,1
25201,ফরিদগঞ্জ-খাজুরিয়া,pʰoɾɪd̪gɔnɟ-kʰɐɟuɾɪʲɐ,1
25202,ফরিদকে,pʰoɾɪd̪ke,1
25203,"ফরিদ,","pʰoɾɪd̪,",1
25204,ফরাস,pʰɔɾɐʃ,1
25205,ফরাশগঞ্জ।,pʰɔɾɐʃgɔnɟ।,1
25206,ফরাজীর,pʰɔɾɐɟɪɾ,1
25207,ফরাজী,pʰɔɾɐɟɪ,1
25208,"ফরহান,","pʰɔɾhɐn,",1
25209,ফরহাদের,pʰɔɾhɐd̪eɾ,1
25210,ফররুখ,pʰɔɾɾukʰ,1
25211,ফরম্যাটের,pʰɔɾomɛteɾ,1
25212,ফরম্যাটেই,pʰɔɾomɛteɪ̯,1
25213,ফরম্যাটে,pʰɔɾomɛte,1
25214,ফরমের,pʰɔɾmeɾ,1
25215,ফরমেও,pʰɔɾme͡o̯,1
25216,ফরমায়েশি,pʰɔɾmɐʲeʃɪ,1
25217,"ফরমালডিহাইড,","pʰɔɾmɐldɪhɐɪ̯d,",1
25218,ফরজ,pʰɔɾoɟ,1
25219,ফন্দি-ফিকির,pʰɔnd̪ɪ-pʰɪkɪɾ,1
25220,ফনিক্স,pʰonɪks,1
25221,ফতেপুর,pʰɔt̪epuɾ,1
25222,ফতুয়া,pʰot̪ua,1
25223,ফটোসেশন,pʰɔtoseʃɔn,1
25224,ফটোশুটে,pʰɔtoʃute,1
25225,ফটোশপ,pʰɔtoʃp,1
25226,ফটোনিকস,pʰɔtonɪks,1
25227,ফটোকপি,pʰɔtokpɪ,1
25228,ফটো,pʰɔto,1
25229,ফটিকের,pʰotɪkeɾ,1
25230,ফটিকছড়ি,pʰotɪkcʰoɽɪ,1
25231,ফটকসহ,pʰɔtokʃɔho,1
25232,ফজিলতুন্নেছা,pʰoɟɪlt̪unnecʰɐ,1
25233,ফজর,pʰɔɟoɾ,1
25234,ফগার,pʰɔgɐɾ,1
25235,ফখরুলসহ,pʰokʰɾulʃɔho,1
25236,ফখরুদ্দীন।,pʰokʰɾud̪d̪ɪn।,1
25237,"ফখরুজ্জামান,","pʰokʰɾuɟɟɐmɐn,",1
25238,ফখর,pʰɔkʰoɾ,1
25239,ফকিরহাট,pʰokɪɾhɐt,1
25240,ফকিরপাড়া,pʰokɪɾpɐɽɐ,1
25241,ফকির।,pʰokɪɾ।,1
25242,ফকির-দরবেশদের,pʰokɪɾ-d̪oɾbeʃd̪eɾ,1
25243,"ফকির,","pʰokɪɾ,",1
25244,ফকিন্নির,pʰokɪnnɪɾ,1
25245,ফঁসকে,pʰõʃke,1
25246,পয়েন্টের,pɔʲenteɾ,1
25247,পয়েন্টে।,pɔʲente।,1
25248,পয়েন্টটি,pɔʲenttɪ,1
25249,পয়েন্ট।,pɔʲent।,1
25250,পয়সায়,pɔʲʃɐe̯,1
25251,পয়ঃবর্জ্য,pɔʲobɔɾɟo,1
25252,পয়ঃনিষ্কাশনের,pɔʲonɪʃkɐʃoneɾ,1
25253,পয়ঃনিষ্কাশন,pɔʲonɪʃkɐʃon,1
25254,পড়েনি,pɔɽenɪ,1
25255,পড়েননি,pɔɽennɪ,1
25256,পড়েছে-,poɽecʰe-,1
25257,পড়েছে,nɪʲeɐ̯kɐʃ,1
25258,পড়েছে,hoʲe,1
25259,পড়েছিলেন,poɽecʰɪlen,1
25260,পড়েছিলে,poɽecʰɪle,1
25261,পড়েছি।,poɽecʰɪ।,1
25262,পড়েই,pɔɽeɪ̯,1
25263,পড়ে।,ɐtkɐ,1
25264,পড়ে,pɐnɪt̪e,1
25265,পড়িতেন,poɽɪt̪en,1
25266,পড়ি।,poɽɪ।,1
25267,পড়াশোনাকে,pɔɽɐʃonɐke,1
25268,পড়াশোনা,pɾot̪ɪʃtʱɐne,1
25269,পড়াশুনা,pɔɽɐʃunɐ,1
25270,পড়ালেখায়,pɔɽɐlekʰɐe̯,1
25271,পড়ালেখার,pɔɽɐlekʰɐɾ,1
25272,"পড়ালেখা,","pɔɽɐlekʰɐ,",1
25273,পড়ানোয়,pɔɽɐnoe̯,1
25274,পড়ানোর,pɔɽɐnoɾ,1
25275,পড়ান,pɔɽɐn,1
25276,পড়াতে,pɔɽɐt̪e,1
25277,পড়লেন!,pɔɽlen!,1
25278,পড়লেন,pɔɽlen,1
25279,পড়লেও,pɔɽleo,1
25280,পড়লেই,pɔɽleɪ̯,1
25281,পড়ল।,pɔɽlo।,1
25282,পড়বেন,poɽben,1
25283,পড়তেন,poɽt̪en,1
25284,পড়ত,poɽt̪o,1
25285,"পড়ছে,","poɽcʰe,",1
25286,পড়ছিলেন।,poɽcʰɪlen।,1
25287,পড়ছিল,poɽcʰɪlo,1
25288,প্ল্যানের,plɛneɾ,1
25289,প্ল্যাটফর্ম।,plɛtpʰɔɾm।,1
25290,প্ল্যাটফর্ম,plɛtpʰɔɾm,1
25291,প্ল্যাঙ্ক,plɛŋko,1
25292,প্ল্যাকার্ড,plɛkɐɾd,1
25293,প্লেস্ক,plesk,1
25294,"প্লেসিস,","plesɪs,",1
25295,প্লেস,ples,1
25296,"প্লেনারিতে,","plenɐɾɪt̪e,",1
25297,প্লেনারি,plenɐɾɪ,1
25298,প্লেন,plen,1
25299,প্লেটেড,pleted,1
25300,প্লেটে,plete,1
25301,প্লেটগুলোর,pletguloɾ,1
25302,"প্লেট,","plet,",1
25303,প্লেট,plet,1
25304,প্লে-অফে,ple-ɔpʰe,1
25305,"প্লাস্টিক,","plɐstɪk,",1
25306,প্লাসেই,plɐseɪ̯,1
25307,প্লান্টেরও,plɐnteɾo,1
25308,প্লাতিনি।,plɐt̪ɪnɪ।,1
25309,প্লাটুন,plɐtun,1
25310,প্লাটিলেট,plɐtɪlet,1
25311,প্লাটফর্মের,plɐtpʰɔɾmeɾ,1
25312,প্লাজেন,plɐɟen,1
25313,প্লাজার,plɐɟɐɾ,1
25314,প্লাজমা,plɐɟmɐ,1
25315,প্লাগইনটি,plɐgɪntɪ,1
25316,প্লাকাডসহ,plɐkɐdʃɔho,1
25317,প্লটের,plɔteɾ,1
25318,প্লটেই,plɔte͡ɪ̯,1
25319,প্লটফর্মে,plɔtpʰɔɾme,1
25320,প্লটটি,plɔttɪ,1
25321,প্লটই,plɔtɪ,1
25322,"প্লট,","plɔt,",1
25323,প্রয়োজনে।,pɾoʲoɟone।,1
25324,প্রয়োজনী,pɾoʲoɟonɪ,1
25325,প্রয়োজনমতো,pɾoʲoɟonmɔt̪o,1
25326,প্রয়োজনটা,pɾoʲoɟontɐ,1
25327,প্রয়োগের,pɾoʲogeɾ,1
25328,প্রয়াসে,pɾoʲɐʃe,1
25329,প্রয়াসও,pɾoʲɐʃo,1
25330,প্রয়াস,pɾoʲɐs,1
25331,প্রয়াতের,pɾoʲɐt̪eɾ,1
25332,প্র্রবেশ,pɾoɾobeʃ,1
25333,প্র্রধান,pɾoɾod̪ʱɐn,1
25334,"প্র্যাকটিস,","pɾɐktɪʃ,",1
25335,প্রৌঢ়কে,pɾo͡u̯ɽʱoke,1
25336,প্রোফেশনাল,pɾopʰeʃnɐl,1
25337,প্রোপারটি,pɾopɐɾtɪ,1
25338,প্রোডাক্ট,pɾodɐkt,1
25339,প্রোডাকশনের,pɾodɐkʃoneɾ,1
25340,প্রোডাকশন।,pɾodɐkʃon।,1
25341,প্রোটিয়াদের,pɾotɪʲɐd̪eɾ,1
25342,প্রোটিনজাতীয়,pɾotɪnɟɐt̪ɪʲo,1
25343,প্রোটিন,pɾotɪn,1
25344,প্রোগ্রামিংয়ের,pɾogɾɐmɪŋʲeɾ,1
25345,প্রোগ্রামিং,pɾogɾɐmɪŋ,1
25346,প্রোগ্রামটির,pɾogɾɐmtɪɾ,1
25347,প্রোগামের,pɾogɐmeɾ,1
25348,প্রোক্টর,pɾoktɔɾ,1
25349,প্রো-ভিসি,pɾo-vɪsɪ,1
25350,প্রো-কাবাডিতে,pɾo-kɐbɐdɪt̪e,1
25351,প্রেস্টন।,pɾestɔn।,1
25352,প্রেসে,pɾese,1
25353,প্রেসিডেন্সিকালে,pɾesɪdensɪkɐle,1
25354,প্রেসিডেন্টরা।,pɾesɪdentɾɐ।,1
25355,প্রেসিডেন্টকে,pɾesɪdentke,1
