,Inflected_Word,Valid,Lemma_Correct,Lemma_Predict
3019,পিলচারের,Y,পিলচার,পিলচার
3020,পিসেলে,Y,পিসেল,পিসেল
3021,পিয়ংইয়াং,Y,পিয়ং,পিয়ং
3022,পিয়াবডিয়ের,Y,পিয়াবডিয়,পিয়াবডিয়
3023,পিয়ারসেন,Y,পিয়ারসন,পিয়ারসন
3024,পিয়ুইটিমের,Y,পিয়ুইটিম,পিয়ুইটিম
3025,পীনহসের,Y,পীনহস,পীনহস
3026,পীড়নগুলি,Y,পীড়ন,পীড়ন
3027,পুঁজিদের,Y,পুঁজি,পুঁজি
3028,পুঁতিগুলোকে,Y,পুঁতি,পুঁতি
3029,পুকুরসহ,Y,পুকুর,পুকুর
3030,পুঞ্জীক,Y,পুঞ্জী,পুঞ্জী
3031,পুডনগল,Y,পুডন,পুডন
3032,পুণরাবৃত্তির,Y,পুণরাবৃত্তি,পুণরাবৃত্তি
3033,পুতঙ,Y,পুতঙু,পুতঙু
3034,পুদিনার,Y,পুদিনা,পুদিনা
3035,পুনঃঅর্থনৈতিক,Y,পুনঃঅর্থন,পুনঃঅর্থন
3036,পুনঃদেহদান,Y,পুনঃদেহ,পুনঃদেহ
3037,পুনঃপর্যালোচনা,Y,পুনঃপর্যালোচন,পুনঃপর্যালোচন
3038,পুনঃপ্রকাশে,Y,পুনঃপ্রকাশ,পুনঃপ্রকাশ
3039,পুনঃবরাদ্দের,Y,পুনঃবরাদ্দ,পুনঃবরাদ্দ
3040,পুনতালিকায়নের,Y,পুনতালিকায়ন,পুনতালিকায়ন
3041,পুনরুজ্জীবিতকরণ,Y,পুনরুজ্জী,পুনরুজ্জী
3042,পুনর্নবীকরণই,Y,পুনর্নবীকরণ,পুনর্নবীকরণ
3043,পুনর্সাক্ষাৎও,Y,পুনর্সাক্ষাৎ,পুনর্সাক্ষাৎ
3044,পুনর্সাক্ষাৎগুলোতে,Y,পুনর্সাক্ষাৎ,পুনর্সাক্ষাৎ
3045,পুন্ড্রদের,Y,পুন্ড্রদ,পুন্ড্রদ
3046,পুপার,Y,পুপা,পুপা
3047,পুরছে,Y,পুরছা,পুরছা
3048,পুরস্কারেরও,Y,পুরস্কার,পুরস্কার
3049,পুরাকীর্তিস্থলটির,Y,পুরাকীর্তিস্থল,পুরাকীর্তিস্থল
3050,পুরাণকে,Y,পুরাণ,পুরাণ
3051,পুরুষানুক্রমে,Y,পুরুষানুক্রমক,পুরুষানুক্রমক
3052,পুরোপলীয়,Y,পুরোপল,পুরোপল
3053,পুরোহিতরাও,Y,পুরোহিতরা,পুরোহিতরা
3054,পুর্ননিশ্চিত,Y,পুর্নিতশ্চয়,পুর্নিতশ্চয়
3055,পুলিশবাহিনীর,Y,পুলিশবাহিনী,পুলিশবাহিনী
3056,পুলিশেও,Y,পুলিশ,পুলিশ
3057,পুষ্করণের,Y,পুষ্করণ,পুষ্করণ
3058,পুষ্টিগুণের,Y,পুষ্টি,পুষ্টি
3059,পুষ্পকলির,Y,পুষ্পকলন,পুষ্পকলন
3060,পুষ্পকে,Y,পুষ্প,পুষ্প
3061,পুষ্পসজ্জিত,Y,পুষ্প,পুষ্প
3062,পুষ্পাভরণ,Y,পুষ্পা,পুষ্পা
3063,পুষ্যমিত্রের,Y,পুষ্যমিত্র,পুষ্যমিত্র
3064,পুস্তকসহ,Y,পুস্তক,পুস্তক
3065,পূণর্গঠন,Y,পূণ,পূণ
3066,পূনর্গঠনের,Y,পূনর্গঠন,পূনর্গঠন
3067,পূর্ণপরিমাণ,Y,পূর্ণপরি,পূর্ণপরি
3068,পূর্বদেয়ালে,Y,পূর্বদেয়াল,পূর্বদেয়াল
3069,পূর্বভারতের,Y,পূর্বভার,পূর্বভার
3070,পূর্বশর্তগুলি,Y,পূর্বশর্ত,পূর্বশর্ত
3071,পূর্বস্তানে,Y,পূর্বস্তান,পূর্বস্তান
3072,পূর্বাঞ্চলীয়দের,Y,পূর্বাঞ্চল,পূর্বাঞ্চল
3073,পূর্বিদিকে,Y,পূর্বি,পূর্বি
3074,পূর্বেরগুলি,Y,পূর্বের,পূর্বের
3075,পৃথকপৃথক্ভাবে,Y,পৃথকপৃথক্,পৃথকপৃথক্
3076,পৃথকের,Y,পৃথক,পৃথক
3077,পৃথিবীদমন,Y,পৃথিবী,পৃথিবী
3078,পৃথিবী্র,Y,পৃথিবী্,পৃথিবী্
3079,পৃথুরাজা,Y,পৃথর,পৃথর
3080,পৃষ্ঠতলীয়,Y,পৃষ্ঠি,পৃষ্ঠি
3081,পৃষ্ঠপোষকরা,Y,পৃষ্ঠপোষক,পৃষ্ঠপোষক
3082,পৃষ্ঠমৃত্তিকাতে,Y,পৃষ্ঠিৃত্তি,পৃষ্ঠিৃত্তি
3083,পৃষ্ঠাগুলোতে,Y,পৃষ্ঠা,পৃষ্ঠা
3084,পেঁচিয়েছে,Y,পাঁচানো,পাঁচানো
3085,পেইন্টারদের,Y,পেইন্টার,পেইন্টার
3086,পেটুকে,Y,পেটু,পেটু
3087,পেট্রিয়টের,Y,পেট্রিয়ট,পেট্রিয়ট
3088,পেট্স্চকে,Y,পেট্স্চকেচ,পেট্স্চকেচ
3089,পেতল,Y,পাওয়া,পাওয়া
3090,পেন্ডুকলের,Y,পেন্ডুকলে,পেন্ডুকলে
3091,পেন্সিল্ভেনিয়াতে,Y,পেন্সিল্ভেনিয়া,পেন্সিল্ভেনিয়া
3092,পেপোর,Y,পেপো,পেপো
3093,পেরায়,Y,পেরা,পেরা
3094,পেরিওডন্টাইটিসগুলির,Y,পেরিওডন্টাইটিস,পেরিওডন্টাইটিস
3095,পেরিওলাট,Y,পেরিওলা,পেরিওলা
3096,পেরেত,Y,পারা,পারা
3097,পেলেরা,Y,পেলে,পেলে
3098,পেলোপোনেসে,Y,পেলোপোনেস,পেলোপোনেস
3099,পেশাজীবি,Y,পেশা,পেশা
3100,পেশাদাররাও,Y,পেশা,পেশা
3101,পেশীগুলো,Y,পেশী,পেশী
3102,পেশীয়,Y,পেশ,পেশ
3103,পেশোয়ারঃ,Y,পেশোয়ারত,পেশোয়ারত
3104,পেসসোয়ার,Y,পেসসোয়া,পেসসোয়া
3105,পেয়েছেলিনে,Y,পাওয়া,পাওয়া
3106,পেয়েথাকে,Y,পেয়েথা,পেয়েথা
3107,পোঁতার,Y,পোঁতা,পোঁতা
3108,পোওয়াগাকে,Y,পোওয়াগা,পোওয়াগা
3109,পোকামাকড়গুলো,Y,পোকামাকড়,পোকামাকড়
3110,পোরফিরিও,Y,পোরফিরি,পোরফিরি
3111,পোর্টফোলিওর,Y,পোর্টফোলি,পোর্টফোলি
3112,পোর্টালগুলিতে,Y,পোর্টাল,পোর্টাল
3113,পোর্টালগুলোর,Y,পোর্টালগুলো,পোর্টালগুলো
3114,পোর্তুগীজ,Y,পোর্তু,পোর্তু
3115,পোলারের,Y,পোলার,পোলার
3116,পোষকদেহের,Y,পোষক,পোষক
3117,পোষনে,Y,পোষন,পোষন
3118,পোষ্যরা,Y,পোষ্য,পোষ্য
3119,পোস্টমর্টমের,Y,পোস্টমর্টম,পোস্টমর্টম
3120,পোস্টোজামের,Y,পোস্টোজাম,পোস্টোজাম
3121,পোড়াও,Y,পোড়া,পোড়া
3122,পৌঁছাইনি,Y,পৌঁছা,পৌঁছা
3123,পৌঁছিয়া,Y,পৌঁছা,পৌঁছা
3124,পৌছাত,Y,পৌঁছা,পৌঁছা
3125,পৌন্ড্রক্ষত্রিয়,Y,পৌন্ড্রক্ষ,পৌন্ড্রক্ষ
3126,প্টে,Y,প্ট,প্ট
3127,প্যল্যাকব,Y,প্যল্যাক,প্যল্যাক
3128,প্যাকেটকে,Y,প্যাকেট,প্যাকেট
3129,প্যাগনাবাদ,Y,প্যাগনা,প্যাগনা
3130,প্যাগ্রে,Y,প্যাগ্র,প্যাগ্র
3131,প্যাটার্নযুক্ত,Y,প্যাটার্ন,প্যাটার্ন
3132,প্যানথিয়ান,Y,প্যান,প্যান
3133,প্যান্টটা,Y,প্যান্ট,প্যান্ট
3134,প্যারগুয়ের,Y,প্যারগুয়,প্যারগুয়
3135,প্যারট,Y,প্যার,প্যার
3136,প্যারাপেটে,Y,প্যারাপেট,প্যারাপেট
3137,প্যারেক্লিজের,Y,প্যারেক্লিজ,প্যারেক্লিজ
3138,প্যালাডিনস,Y,প্যালাডিনসিন,প্যালাডিনসিন
3139,প্রককৃত,Y,প্রক,প্রক
3140,প্রকল্পসমূহের,Y,প্রকল্প,প্রকল্প
3141,প্রকাশনাগুলিতে,Y,প্রকাশনা,প্রকাশনা
3142,প্রকুপিত,Y,প্রকুপন,প্রকুপন
3143,প্রকৌশলক্ষেত্রের,Y,প্রকৌশলক্ষেত্র,প্রকৌশলক্ষেত্র
3144,প্রক্রিয়াগুলোকেই,Y,প্রক্রিয়া,প্রক্রিয়া
3145,প্রখরতাপে,Y,প্রখরতাপ,প্রখরতাপ
3146,প্রগেসিত,Y,প্রগেসন,প্রগেসন
3147,প্রচীনেরা,Y,প্রচীন,প্রচীন
3148,প্রচেষ্টাই,Y,প্রচেষ্টা,প্রচেষ্টা
3149,প্রচেষ্টাকেও,Y,প্রচেষ্টা,প্রচেষ্টা
3150,প্রচ্ছদপটে,Y,প্রচ্ছদপট,প্রচ্ছদপট
3151,প্রজনঋতু,Y,প্রজন,প্রজন
3152,প্রজাতিকরন,Y,প্রজাতিক,প্রজাতিক
3153,প্রজেক্টাইলকে,Y,প্রজেক্টাইল,প্রজেক্টাইল
3154,প্রজ্ঞাবান্,Y,প্রজ্ঞা,প্রজ্ঞা
3155,প্রটোকলগুলির,Y,প্রটোকল,প্রটোকল
3156,প্রণবমঠ,Y,প্রণব,প্রণব
3157,প্রণোদনাই,Y,প্রণোদনা,প্রণোদনা
3158,প্রণয়ভাজন,Y,প্রণয়,প্রণয়
3159,প্রতষ্ঠার,Y,প্রতষ্ঠা,প্রতষ্ঠা
3160,প্রতারকে,Y,প্রতার,প্রতার
3161,প্রতিনিধিও,Y,প্রতিনিধি,প্রতিনিধি
3162,প্রতিনিধিত্বকরী,Y,প্রতিনিধি,প্রতিনিধি
3163,প্রতিনিধিত্বকারীর,Y,প্রতিনিধি,প্রতিনিধি
3164,প্রতিনিধিমূলক,Y,প্রতিনিধি,প্রতিনিধি
3165,প্রতিনীধিদের,Y,প্রতিনীধি,প্রতিনীধি
3166,প্রতিপক্ষভুক্ত,Y,প্রতিপক্ষ,প্রতিপক্ষ
3167,প্রতিফলনশীলতা,Y,প্রতিফলন,প্রতিফলন
3168,প্রতিবন্ধকতাস্বরূপ,Y,প্রতিবন্ধক,প্রতিবন্ধক
3169,প্রতিবাদমুখর,Y,প্রতিবাদ,প্রতিবাদ
3170,প্রতিবাসিনীদিগকে,Y,প্রতিবাসিনীদি,প্রতিবাসিনীদি
3171,প্রতিবেদিত,Y,প্রতিবেদন,প্রতিবেদন
3172,প্রতিবেশিক,Y,প্রতিবেশি,প্রতিবেশি
3173,প্রতিবেশিকে,Y,প্রতিবেশি,প্রতিবেশি
3174,প্রতিমাগুলির,Y,প্রতিমা,প্রতিমা
3175,প্রতিযগিতা,Y,প্রতিয,প্রতিয
3176,প্রতিরক্ষাব্যুহ,Y,প্রতিরক্ষা,প্রতিরক্ষা
3177,প্রতিশেধকের,Y,প্রতিশেধক,প্রতিশেধক
3178,প্রতিশ্রুতিপত্র,Y,প্রতিশ্রুতি,প্রতিশ্রুতি
3179,প্রতিষ্ঠাণটি,Y,প্রতিষ্ঠাণ,প্রতিষ্ঠাণ
3180,প্রতিসরণক্ষমতার,Y,প্রতিসরণ,প্রতিসরণ
3181,প্রতিস্বরের,Y,প্রতিস্বর,প্রতিস্বর
3182,প্রতিোগিতা,Y,প্রতি,প্রতি
3183,প্রতীকটাকে,Y,প্রতীকটা,প্রতীকটা
3184,প্রতীকরূপে,Y,প্রতীকরূপ,প্রতীকরূপ
3185,প্রতীপগতির,Y,প্রতীপ,প্রতীপ
3186,প্রত্নকীর্তি,Y,প্রত্ন,প্রত্ন
3187,প্রত্নতত্ত্ববিৎ,Y,প্রত্নতত্ত্ব,প্রত্নতত্ত্ব
3188,প্রত্নস্থলসমূহ,Y,প্রত্ন,প্রত্ন
3189,প্রত্নস্থানগুলোতে,Y,প্রত্ন,প্রত্ন
3190,প্রত্যক্ষরুপে,Y,প্রত্যক্ষরুপ,প্রত্যক্ষরুপ
3191,প্রত্যাবর্তণস্থল,Y,প্রত্যাবর্ত,প্রত্যাবর্ত
3192,প্রত্যেকটিকেই,Y,প্রত্যেকটি,প্রত্যেকটি
3193,প্রত্যয়োৎপাদক,Y,প্রত্যয়োৎপাদ,প্রত্যয়োৎপাদ
3194,প্রথমজাতকে,Y,প্রথমজা,প্রথমজা
3195,প্রথমদিনই,Y,প্রথমদিন,প্রথমদিন
3196,প্রদক্ষিণরত,Y,প্রদক্ষিণ,প্রদক্ষিণ
3197,প্রদর্শনকারীরা,Y,প্রদর্শন,প্রদর্শন
3198,প্রদর্শনীগুলির,Y,প্রদর্শনী,প্রদর্শনী
3199,প্রদানকারি,Y,প্রদান,প্রদান
3200,প্রদাহঘটিত,Y,প্রদাহঘটন,প্রদাহঘটন
3201,প্রদেশই,Y,প্রদেশ,প্রদেশ
3202,প্রদেশসমূহে,Y,প্রদেশ,প্রদেশ
3203,প্রধানমন্ত্রীদ্বয়,Y,প্রধানমন্ত্র,প্রধানমন্ত্র
3204,প্রন্থানোদ্যত,Y,প্রন্থানোদ্য,প্রন্থানোদ্য
3205,প্রফুল্লচিত্তে,Y,প্রফুল্ল,প্রফুল্ল
3206,প্রফেসরটিতে,Y,প্রফেসরটি,প্রফেসরটি
3207,প্রবক্তাগণের,Y,প্রবক্তাগণ,প্রবক্তাগণ
3208,প্রবক্তাদের,Y,প্রবক্তাদ,প্রবক্তাদ
3209,প্রবর্তনটি,Y,প্রবর্তন,প্রবর্তন
3210,প্রবাদতুল্যভাবে,Y,প্রবাদতুল্য,প্রবাদতুল্য
3211,প্রবাসজীবনে,Y,প্রবাসজীবন,প্রবাসজীবন
3212,প্রবাহগুলি,Y,প্রবাহ,প্রবাহ
3213,প্রবিধানগুলি,Y,প্রবিধান,প্রবিধান
3214,প্রবেশকে,Y,প্রবেশ,প্রবেশ
3215,প্রবেশপথও,Y,প্রবেশপথ,প্রবেশপথ
3216,প্রভাঙ্কুরাম,Y,প্রভাঙ্কু,প্রভাঙ্কু
3217,প্রভান্সের,Y,প্রভান্স,প্রভান্স
3218,প্রভাবসম্পর্কেসচেতন,Y,প্রভাবসম্পর্ক,প্রভাবসম্পর্ক
3219,প্রভাষকবৃন্দ,Y,প্রভাষক,প্রভাষক
3220,প্রভাসের,Y,প্রভাস,প্রভাস
3221,প্রভায়,Y,প্রভা,প্রভা
3222,প্রভিঞ্চে,Y,প্রভিঞ্চ,প্রভিঞ্চ
3223,প্রভৃতিক্ষেত্রেও,Y,প্রভৃতিক্ষেত্র,প্রভৃতিক্ষেত্র
3224,প্রমতেশ,Y,প্রমতাশ,প্রমতাশ
3225,প্রমানসহ,Y,প্রমান,প্রমান
3226,প্রযুক্তিঋদ্ধ,Y,প্রযুক্তি,প্রযুক্তি
3227,প্রযোগকৃত,Y,প্রযোগ,প্রযোগ
3228,প্রযোজনটিতে,Y,প্রযোজনটি,প্রযোজনটি
3229,প্ররসাদের,Y,প্ররসাদ,প্ররসাদ
3230,প্ররোচণাকারীরা,Y,প্ররোচণা,প্ররোচণা
3231,প্রলেপটাকে,Y,প্রলেপটা,প্রলেপটা
3232,প্রলয়প্লাপব,Y,প্রলয়প্লাপ,প্রলয়প্লাপ
3233,প্রশংসিতরা,Y,প্রশংসা,প্রশংসা
3234,প্রশস্ততার,Y,প্রশস্ত,প্রশস্ত
3235,প্রশস্তিমূলক,Y,প্রশস্তি,প্রশস্তি
3236,প্রশস্তিসমূহ,Y,প্রশস্তি,প্রশস্তি
3237,প্রশিক্ষণার্থে,Y,প্রশিক্ষণার্থ,প্রশিক্ষণার্থ
3238,প্রশ্নকর্তা,Y,প্রশ্ন,প্রশ্ন
3239,প্রশ্নবোধক,Y,প্রশ্ন,প্রশ্ন
3240,প্রসন্নতার,Y,প্রসন্ন,প্রসন্ন
3241,প্রসবকারীদের,Y,প্রসবকারী,প্রসবকারী
3242,প্রসাধনরূপে,Y,প্রসাধন,প্রসাধন
3243,প্রসাধনসামগ্রীর,Y,প্রসাধন,প্রসাধন
3244,প্রসারলাভও,Y,প্রসারলাভ,প্রসারলাভ
3245,প্রসারিততা,Y,প্রসারিত,প্রসারিত
3246,প্রসূনকে,Y,প্রসূন,প্রসূন
3247,প্রস্তুতকে,Y,প্রস্তুত,প্রস্তুত
3248,প্রস্তুতে,Y,প্রস্তুত,প্রস্তুত
3249,প্রাক্কলিতমূল্যে,Y,প্রাক্কলি,প্রাক্কলি
3250,প্রাগজ্যোতিষপুরের,Y,প্রাগজ্যোতিষপুর,প্রাগজ্যোতিষপুর
3251,প্রাচীনবর্গকে,Y,প্রাচীনবর্গক,প্রাচীনবর্গক
3252,প্রাচীরগাত্রের,Y,প্রাচীরগাত্র,প্রাচীরগাত্র
3253,প্রাচীরটি,Y,প্রাচীর,প্রাচীর
3254,প্রাণদণ্ডমূলক,Y,প্রাণদণ্ড,প্রাণদণ্ড
3255,প্রাণিজাতীয়,Y,প্রাণিজাতীয়া,প্রাণিজাতীয়া
3256,প্রাণিপরাগিত,Y,প্রাণগণ,প্রাণগণ
3257,প্রাণিভোজী,Y,প্রাণগভোজী,প্রাণগভোজী
3258,প্রাতিষ্ঠানিকীকরণ,Y,প্রাতিষ্ঠানিকী,প্রাতিষ্ঠানিকী
3259,প্রাধিকারকে,Y,প্রাধিকার,প্রাধিকার
3260,প্রান্তবিন্দুগুলো,Y,প্রান্তবিন্দুগুলোদ,প্রান্তবিন্দুগুলোদ
3261,প্রাপ্তযেীবনা,Y,প্রাপ্তযে,প্রাপ্তযে
3262,প্রার্থনাপূর্ণ,Y,প্রার্থনা,প্রার্থনা
3263,প্রায়র,Y,প্রায়,প্রায়
3264,প্রায়োরিদেরই,Y,প্রায়োরিদ,প্রায়োরিদ
3265,প্রিন্টটি,Y,প্রিন্ট,প্রিন্ট
3266,প্রিপেসগুলো,Y,প্রিপেস,প্রিপেস
3267,প্রিমিয়েরা,Y,প্রিমিয়,প্রিমিয়
3268,প্রিসলির,Y,প্রিসলি,প্রিসলি
3269,প্রীতিপূর্ণ,Y,প্রীতি,প্রীতি
3270,প্রেজেন্টেশনটার,Y,প্রেজেন্টেশন,প্রেজেন্টেশন
3271,প্রেভলাকাতে,Y,প্রেভলা,প্রেভলা
3272,প্রেমহীনদের,Y,প্রেমহীনদ,প্রেমহীনদ
3273,প্রেমিকটি,Y,প্রেমিক,প্রেমিক
3274,প্রেমিরা,Y,প্রেমি,প্রেমি
3275,প্রেরণঅর,Y,প্রেরণ,প্রেরণ
3276,প্রেরণাগুলি,Y,প্রেরণা,প্রেরণা
3277,প্রেসআফ্রিক,Y,প্রেসআফ্রি,প্রেসআফ্রি
3278,প্রেসিডেন্টঃ,Y,প্রেসিডেন্ট,প্রেসিডেন্ট
3279,প্রোগ্রামগুলোকে,Y,প্রোগ্রাম,প্রোগ্রাম
3280,প্রোগ্রামগুলোর,Y,প্রোগ্রাম,প্রোগ্রাম
3281,প্রোগ্রামটি,Y,প্রোগ্রাম,প্রোগ্রাম
3282,প্রোগ্রামেও,Y,প্রোগ্রাম,প্রোগ্রাম
3283,প্রোজেক্টরটাকে,Y,প্রোজেক্টরটা,প্রোজেক্টরটা
3284,প্রোটেস্টান্টবাদে,Y,প্রোটেস্টান্টবাদ,প্রোটেস্টান্টবাদ
3285,প্রোতেস্তসের,Y,প্রোতেস্তস,প্রোতেস্তস
3286,প্রোপারটিজ,Y,প্রোপার,প্রোপার
3287,প্রোলেতার,Y,প্রোলেতা,প্রোলেতা
3288,প্র্রায়,Y,প্র্রা,প্র্রা
3289,প্রয়োগগুলো,Y,প্রয়োগ,প্রয়োগ
3290,প্রয়োগটি,Y,প্রয়োগ,প্রয়োগ
3291,প্রয়োগবিষয়ক,Y,প্রয়োগ,প্রয়োগ
3292,প্রয়োগযোগ্যতাকে,Y,প্রয়োগযোগ্য,প্রয়োগযোগ্য
3293,প্রয়োগসমূহ,Y,প্রয়োগ,প্রয়োগ
3294,প্রয়োজনটা,Y,প্রয়োজন,প্রয়োজন
3295,প্রয়োননীয়ও,Y,প্রয়োন,প্রয়োন
3296,প্লাইস্যান্সকে,Y,প্লাইস্যান্স,প্লাইস্যান্স
3297,প্লাঙ্কটোনের,Y,প্লাঙ্কটোন,প্লাঙ্কটোন
3298,প্লানমান,Y,প্লান,প্লান
3299,প্লাবনকে,Y,প্লাবন,প্লাবন
3300,পড়বেই,Y,পড়া,পড়া
3301,পড়াইবার,Y,পড়া,পড়া
3302,পড়েছিও,Y,পড়া,পড়া
3303,পয়ঃপ্রণালীগুলিকে,Y,পয়ঃপ্রণালী,পয়ঃপ্রণালী
3304,পয়ম,Y,প্ম,প্ম
3305,পয়েন্টারে,Y,পয়েন্টার,পয়েন্টার
3306,ফকিরিমতে,Y,ফকিরিম,ফকিরিম
3307,ফচকে,Y,ফচক,ফচক
3308,ফতোয়ায়,Y,ফতোয়া,ফতোয়া
3309,ফরমেন্টেরায়,Y,ফরমেন্ট,ফরমেন্ট
3310,ফররখ,Y,ফর,ফর
3311,ফরিদের,Y,ফরিদ,ফরিদ
3312,ফর্মটিকে,Y,ফর্ম,ফর্ম
3313,ফর্মালিটিজ,Y,ফর্মালি,ফর্মালি
3314,ফলটিই,Y,ফল,ফল
3315,ফলটিও,Y,ফল,ফল
3316,ফলেন,Y,ফল,ফল
3317,ফাঁকাস্থান,Y,ফাঁকা,ফাঁকা
3318,ফাঁটলগুলোকেও,Y,ফাঁটা,ফাঁটা
3319,ফাঁসুড়ে,Y,ফাঁসুড়,ফাঁসুড়
3320,ফাইনালসহ,Y,ফাইনাল,ফাইনাল
3321,ফাইবারে,Y,ফাইবার,ফাইবার
3322,ফাইলোপ্লুম,Y,ফাইলোপ্লু,ফাইলোপ্লু
3323,ফাউন্ডেশনকে,Y,ফাউন্ডেশন,ফাউন্ডেশন
3324,ফাতামো,Y,ফাতা,ফাতা
3325,ফাতেহগড়,Y,ফাতেহ,ফাতেহ
3326,ফাত্তসু,Y,ফাত্ত,ফাত্ত
3327,ফাদাররা,Y,ফাদার,ফাদার
3328,ফানেলাকার,Y,ফানেলা,ফানেলা
3329,ফারগেসানের,Y,ফারগেসান,ফারগেসান
3330,ফারসের,Y,ফারস,ফারস
3331,ফারহানী,Y,ফারহান,ফারহান
3332,ফারিদির,Y,ফারিদি,ফারিদি
3333,ফার্ণিশের,Y,ফার্ণিশ,ফার্ণিশ
3334,ফার্নান্ডেজ,Y,ফার্নান্ড,ফার্নান্ড
3335,ফার্নের,Y,ফার্ন,ফার্ন
3336,ফার্সীর,Y,ফার্সী,ফার্সী
3337,ফালতুই,Y,ফাল,ফাল
3338,ফায়ারওয়ালে,Y,ফায়ারওয়াল,ফায়ারওয়াল
3339,ফিওজপুরকে,Y,ফিওজ,ফিওজ
3340,ফিঙ্কেলস্তাইনকে,Y,ফিঙ্কেল,ফিঙ্কেল
3341,ফিঙ্গারপ্রিন্টও,Y,ফিঙ্গার,ফিঙ্গার
3342,ফিটও,Y,ফিট,ফিট
3343,ফিটযোগের,Y,ফিটযোগ,ফিটযোগ
3344,ফিটারগুলো,Y,ফিটার,ফিটার
3345,ফিলিপাইনস্,Y,ফিলিপাইন,ফিলিপাইন
3346,ফুটবলই,Y,ফুটবল,ফুটবল
3347,ফুটস্ক্যারিতে,Y,ফুটস্ক্যারিত,ফুটস্ক্যারিত
3348,ফুতুরাজম,Y,ফুতুরাজ,ফুতুরাজ
3349,ফুরডানের,Y,ফুরডান,ফুরডান
3350,ফুলগাছে,Y,ফুলগাছ,ফুলগাছ
3351,ফুলদানিতে,Y,ফুলদানি,ফুলদানি
3352,ফুলপাতায়,Y,ফুলপাতা,ফুলপাতা
3353,ফুলবাগগেট,Y,ফুলবাগ,ফুলবাগ
3354,ফুশ্যারের,Y,ফুশ্যার,ফুশ্যার
3355,ফুসকুড়িতে,Y,ফুসকুড়ি,ফুসকুড়ি
3356,ফুস্ফুসগত,Y,ফুস্ফুস,ফুস্ফুস
3357,ফেঁচে,Y,ফেঁচ,ফেঁচ
3358,ফেইডের,Y,ফেইডে,ফেইডে
3359,ফেটিয়ে,Y,ফেটানো,ফেটানো
3360,ফেটেই,Y,ফেটা,ফেটা
3361,ফেডারেশনগুলি,Y,ফেডারেশন,ফেডারেশন
3362,ফেডেরিচির,Y,ফেডেরিচি,ফেডেরিচি
3363,ফেরল্যাগের,Y,ফেরল্যাগ,ফেরল্যাগ
3364,ফেরিগুলির,Y,ফেরি,ফেরি
3365,ফেরেত্তি,Y,ফেরা,ফেরা
3366,ফেলেনা,Y,ফেলা,ফেলা
3367,ফেয়ারমাইকেল,Y,ফেয়ারমাইক,ফেয়ারমাইক
3368,ফোনবুথে,Y,ফোনবুথ,ফোনবুথ
3369,ফোনেও,Y,ফোন,ফোন
3370,ফোর্টের,Y,ফোর্ট,ফোর্ট
3371,ফোর্সএর,Y,ফোর্সএ,ফোর্সএ
3372,ফোলার,Y,ফোলা,ফোলা
3373,ফৌজকে,Y,ফৌজক,ফৌজক
3374,ফ্যাক্টরিকেই,Y,ফ্যাক্টরিক,ফ্যাক্টরিক
3375,ফ্যাক্সে,Y,ফ্যাক্স,ফ্যাক্স
3376,ফ্যামেলির,Y,ফ্যামেলি,ফ্যামেলি
3377,ফ্যারাডেকে,Y,ফ্যারাডেক,ফ্যারাডেক
3378,ফ্যাসীবাদের,Y,ফ্যাসী,ফ্যাসী
3379,ফ্রন্টলাইনডিফেন্ডা্রসসহ,Y,ফ্রন্টলাইনডিফেন্ড়,ফ্রন্টলাইনডিফেন্ড়
3380,ফ্রন্তচজাকের,Y,ফ্রন্তচজাক,ফ্রন্তচজাক
3381,ফ্রাকুহারসন,Y,ফ্রাকুহার,ফ্রাকুহার
3382,ফ্রাঞ্চাইজদের,Y,ফ্রাঞ্চাইজ,ফ্রাঞ্চাইজ
3383,ফ্রিজোননাইনব্লগারস,Y,ফ্রিজোননাইন,ফ্রিজোননাইন
3384,ফ্রিটজের,Y,ফ্রিটজ,ফ্রিটজ
3385,ফ্রিমাইকেল,Y,ফ্রিমাই,ফ্রিমাই
3386,ফ্রিল্যান্সার,Y,ফ্রিল্যান্সা,ফ্রিল্যান্সা
3387,ফ্রে,Y,ফ্র,ফ্র
3388,ফ্রেঁইসে,Y,ফ্রেঁইস,ফ্রেঁইস
3389,ফ্রেবুয়ারীর,Y,ফ্রেবুয়ারী,ফ্রেবুয়ারী
3390,ফ্রেমওয়ার্কে,Y,ফ্রেমওয়ার্ক,ফ্রেমওয়ার্ক
3391,ফ্রেমগুলো,Y,ফ্রেম,ফ্রেম
3392,ফ্রেমটিকে,Y,ফ্রেম,ফ্রেম
3393,ফ্রেয়ারদের,Y,ফ্রেয়ার,ফ্রেয়ার
3394,ফ্র্যাজিয়েরই,Y,ফ্র্যাজিয়,ফ্র্যাজিয়
3395,ফ্লিকারমেইলের,Y,ফ্লিকারমে,ফ্লিকারমে
3396,ফ্লিচের,Y,ফ্লিচ,ফ্লিচ
3397,ফ্লিনের,Y,ফ্লিন,ফ্লিন
3398,ফ্লীটের,Y,ফ্লীট,ফ্লীট
3399,ফ্লেইশ্চনার,Y,ফ্লেইশ্চনা,ফ্লেইশ্চনা
3400,ফ্লোরেই,Y,ফ্লোর,ফ্লোর
3401,ফড়িঙের,Y,ফড়িঙ,ফড়িঙ
