,path,sentence,audio_length,wer_wav2vec
2567,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sandwip (812).wav,আরুগগা হিয়া হিয়ারগো বাড়ির ফাশেরগুনের লগে সিএনজিতে গেছে আর উইয়া ওর জামাইর লগে গেছে বিয়া অইন্যা গা আইচ্ছা তোই অনকা বান্ধবী ওগুনেল্লগে যোগাযোগ নাই নে আর হরিক্কা তো ঝামিলাল্লাই বলি দেখা অইতো না উগগাল্লগে দেখা অইতো আর দু গার লগে দেখা অইতো না,16.188,0.4418604651162791
2568,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sandwip (944).wav,আইচ্ছা মাইজ্জা ভাইয়া টিউশন করা আঁই হরালেখা করি আইচ্ছা ছোডো ভাইও হরালেখা করে এগিন আর কি তো বড় ভাইয়ে গরু টরু হালে হিয়ানের লগে ইনকাম টিনকাম কেরকুম গরু ক্যামনে ক্যামনে হালে বা তোমরা সাহাইয্য টাহাইয্য কর ন গরু হালে বর্গা নিয়েরে আর কি,18.208,0.4418604651162791
2569,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2451).wav,জান্নাত আর জাহান্নাম সিলেট অবশ্যই জান্নাত ঢাখা অবশ্যই জাহান্নাম বাট ঢাখা ইন এ সেন্স বেটার খারন ওইলো ঢাখা আফনার একটা রুটিন লাইফ মেইনটেইন খরার ট্রাই খরতে দেয় বা আফনার মানে গা ছারিদিতে ইচ্চা খরে না বাট সিলেট আইলে দেখা যায় যে গা ছারিদিছি,15.136,0.4418604651162791
2570,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2548).wav,আমার তো মনোয় না হুনচোইন খরি আনা মাতি হুনবে আর বলদোর লাখান গিলবে খতো সুন্দর এখটা জিনিস যে আফনে চুপচাপ হুনবা আমার মাত অখন আমি যদি আফনারে সুন্দর খরি খই আফনে তো হুনতা নায় ইতার লাগি আফনারে কিতা খওয়া লাগবো আনা মাতি হুনবে,15.012,0.4418604651162791
2571,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2763).wav,তখন সাকিবে খইছিল না তখন খইয়া হে আবার এখটু শরম শরম ফাইছে ইয়া না খইরা দিছি রোড লাগছে তখন ওউ সময়ো তানভীর স্যার আছলা এখজন কোচিংয়ো যে এখন ব্লু বার্ডো আছোইন হুনছি সেরা লুইচ্চা ওইও খ তে তাইন জ্যাকলিনরে মেসেজ দিছোইন কিতা খবর,15.52,0.4418604651162791
2572,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (168).wav,হ্যার তো মনে করো বারো মাইসা খোন্দো মেশিংও আছে মানে হ্যার তো মনে করো খালি ধুলাবালির কাম হে ইট আনছে কহনও ইট আনছে আমারে পরে আমি বাইত বইয়া বাইয়া বইছি এহন ঘরে আঙ্গো ঘরে গেছে কইলাম কাক্কা আহুইন তাইলে বহুইন কইলাম কি করবাইন,15.612,0.4418604651162791
2573,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (885).wav,কাচা সুময় টক যহন ইট্টু বাত্তি অইয়া আইছে তহন হালকা টক হালকা মিষ্টি সেই আম দিয়া দিয়া না মোরব্বা বানাইছে আর যহন নাকি পাকছে আঠি সুদ্দা কামড়াইয়া খাওয়া গেছে এতো মিষ্টি হ্যাঁ সেই আম দিয়া আমার বিয়ার সুমায় গাছের আম পাইড়া টক রানলো,17.436,0.4418604651162791
2574,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (673).wav,মানে ফিরাইবো আরকি ওয়ান কাইন্ড অফ একটা যুদ্ধ মনে ওয় শুরু ওই যায়গা বল দিয়া ইরকম আর ওইতাছে যাইয়া এই যে যেই সমো পানি থাকে না ওই সমো আমরা ফুটবল কেলি আর হচ্ছে যাইয়া ক্রিকেট আর বিশেষ কইরা গুল্লাছুট কেলার একটা প্রবণতা ওইছে এলাকার মদ্যে বেশি আরকি গুল্লাছুট কেলাটা অনেকটা বিনোদন পাইতাম,16.028,0.4423076923076923
2575,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narail (57).wav,ম্যাচ আমার বিশাল ভাল্লাগে মনে পড়ে উত্তেজনাপূর্ন খেলা উরা তো প্রথম ম্যাচটা হইছে কি উরা ভাবছে যে এরা কি না কি জিতে যাবানি হ্যাঁ ন ত্যান অতো গুরুত্ব দি নাই লাস্টে যাইয়ে কিন্তু জম্মের প্রেশারে চইলে গেছেলো প্রেশার মানে অনিক ভাই অনিক ভাইর মতো লোক আমি জীবনে দেহি নাই অতো প্রেশারে যাতি,19.548,0.4423076923076923
2576,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sandwip (129).wav,আবার হিয়ান এ কাগজ হিয়ান লইতে অইলে কিন্তু টিয়া লাগে তো আমনে অন কাম ইয়ান করি আমনের ফরিবার কেরকুম করি চলে আছে মোটামুটি আলহামদুলিল্লাহ সচ্চল আছে মোটামুটি মোটামুটি ভাবে চলে ইনশাআল্লাহ মোটামুটি হরাকত আছে আছে হরাকত আছে এখন কিছুটা জিনিসের দব্যমূল্যের দাম বেশি ভাই অ্যা যেতো রুজি করি তেত সট থাকে আরো,16.156,0.4423076923076923
2577,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (663).wav,জাতীয় নির্বাছন তিকা আমাদের স্থানীয় সরকারের নির্বাছনগুলি একটু বেশি ইয়ো হয় আরকি আর এই যে এখন একটা জাতীয় আসতেছে সাত তারিখ যে জানুয়ারী মানে জানুয়ারিতে সাত তারিখের ই নির্বাছনে সবার মদ্যেই দেখা গেছে একটা ইদ ইদ একটা ভাব আসতেছে নির্বাছন আসতেছে আসলে মানুষে নির্বাছনের দিন মানুষে কে কতটুকু করতে ফারে না ফারে ওইডা বিষয় না এর আগে দিয়া যে কাজগুলো ওয়,19.424,0.4426229508196721
2578,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narail (1073).wav,পাড়ার মনে করো দিন দুনিয়ার যত কুর্ছিনেমা আছে তাই নিয়ে বসে আবাজাবার কিছু না কইয়ে চন্দন আমারে ভালো কথা কইছে তুই এট্টা ভালো চাকরি করতিছিস ঠিক আছে এহন তুই যদি এসব নিয়ে মাথা ঘামাইস তোর গুনার টাইম আছে ওগে তোরে কি খাতি দেবে এরা আমি হলিও এই কথাই কতাম তুমারে সে সুমা তুমি যদি আমারে জিজ্ঞেস করতা কারণ ও বিটিরে নিয়ে,22.848,0.4426229508196721
2579,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (73).wav,মনে কর যে একবার হামরা পহেলা বৈশাখত পিকনিক কইরলাম হামার ঘরের কলেজ থাকি ঠিক আছে মোর বন্ধু বান্ধব গুলা মিলিয়া তার পরে কি হলো জানিস তারপরে মনে কর যে যে মনে কর যে চাল ডাল লাগবে তারপরে আরো অনেক কিছু লাগবে এটা ওটা মনে কর যে পাটাশাক না কি কয় তবে তুই পাটাশাক কয় চিনিস হ পাটা শাক চিনো হামার ওডি নদীর পাড় কাইঞ্চা দিয়া তারপরে স্যারে একটা পুকুর আসিলো,21.628,0.4428571428571428
2580,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_barishal (88).wav,হ্যাঁ সেইটাই মানুষের জীবন যাপন রোবটিক সোজা হবে এইজন্য সব রোবোটিকস নিয়া কাজ করে এইজন্য আমার রোবোটিকস নিয়া ইচ্ছা আমার আমার মেইন কাহিনি হইছে গিয়া মানুষের একটা কাজকে মানুষের এইযে আমরা একটা দুনিয়ায় বাস করি এখানে,15.044,0.4444444444444444
2581,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_chittagong (377).wav,গোস্ত খাইয়্যি ডিম খাইয়্যি তারফরে এডে বউত দুল দেইক্কি এডেও খুব মজা গইরজি ছবি তুইল্যি খুব মজা অইয়ে আঁরারতুন সিলেটতও এডে খুব বড় ফুল অর বাগান আছে,15.328,0.4444444444444444
2582,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (491).wav,আইচ্ছা ওখে খ রিসার্চার খ আইচ্ছা ভাই তে খইন আফনের ইস্কুল লাইফ কলেজ লাই বার্সিটি লাইফ ইস্কুল লাইফ বলতে গেলে তোর ইস্কুল লাইফ হচ্ছে খাটছে অন্য জাগাত,15.296,0.4444444444444444
2583,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (50).wav,ইরখমেওই একটু একটু খইরা ফিচ্ছোয়াইয়া যাইগা আইচ্ছা অখন ফড়া শুনা না ওয় বাদ দিলাম ইস্কুলো কিতা কিতা খরছো ফড়া শুনা ছাড়া ফড়া শুনা তো সবাই ওই খরে,15.328,0.4444444444444444
2584,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (549).wav,প্রায় সময় যায় তারপর ফ্রেন্ডদের প্যারা সব মিলাইয়া মুটামুটি আছি তেমন একটা বালা না ফ্রেন্ডে কিতা ফ্যারা দেয় তোরে ফ্রেন্ডেরও মানে প্যারা আছে কতো প্যারা আছে সব প্যারা তো হচ্ছে আর বলা যায় না আচ্ছা অনেক প্যারা আছে আচ্ছা তে খ তোর লাইফের শুরুতে কি,18.4,0.4444444444444444
2585,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (576).wav,কিন্তু যখন ঢুকি না বা ঢুকার ফর কিন্তু সম্পূর্ণ ফরিস্থিতি কিন্তু ভিন্ন যখন দেখলাম যে আয়রে সেমিস্টার স্পেশালি আমাদের করোনার পরবর্তী ব্যাচগুলা টোয়েন্টি টোয়েন্টি ওয়ান টোয়েন্টি টু,15.012,0.4444444444444444
2586,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (667).wav,উনার যেই দক্ষতা নেতৃত্ব বা হচ্ছে উনার কাছ তিকা যে পাওয়াডা ছিলো ওইডাতো আমরা পাইছি নতুনভাবে আবার নতুনজনের কাছ তিকা ভিন্নভাবে আবার পাই এরকম নিয়া মানুষে আলোছনা সমালোছনা করতাছে আর সবাই মনে করে যে আসলে যুবকরাই পারে যে বিশ্বকে পুরো চেইঞ্জ করে দিতে এই উদ্দেশ্যে,16.124,0.4444444444444444
2587,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (833).wav,এরফরে তো হোস্টেলে আইয়া খালি জিনিস ফুইড়ালাই ছাই হইয়া যায়গা একদিন তো তরখারিত রান্দাত বোয়াইয়া সাইরা আমি গিয়া,16.896,0.4444444444444444
2588,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (1085).wav,ডিউরিং দা ফায়ার দেহ কি বলছি ইয়া আগুন লাগা এইযে আগুন লাগার সময় শিক্ষক আর শিক্ষাথীদের ভবনের ভিতর রেখে গিয়েছিলো সত্য না মিথ্যা আচ্ছা কেউ যদি আগুন লাগে কেউ কি ঘরের মধ্যে বয়া থাকবো হু উহু,15.488,0.4444444444444444
2589,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (822).wav,আর যাইতারতাইন না না বিদেশ কিন্তু ফরিশ্রম ফরিশ্রম তো আছেই হ্যাঁ কাম করলেতো ফরিশ্রম আছেই বেডা এইতা শইল্লো লাগে নাকি বেডা বিদেশের কাম শইল্লো লাগে না নাহ,15.328,0.4444444444444444
2590,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narail (1056).wav,পাসপোর্ট তো জমা দিয়া ওইয়ে গেছে পাসপোর্ট তো পাঠায় দেছে আরো আগেই শাহিনিড্ডা আর অভিকিড্ডা পাঠায় দেছে আরও আগেই আমার মনে হয় টাহা পয়সা ই কত্তিছে ও,16.1,0.4444444444444444
2591,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narail (1122).wav,আব্বা কচ্ছে ঠিক আছে যদি পারে আমরা দিবানি সমস্যা কি তোর আর মিনার আর কিডা ওই যে ওর ভাডি কাগজ কিন্তু এন্নে জম্মের হওয়া হচ্ছে কাগজ হচ্ছে,15.456,0.4444444444444444
2592,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narail (1158).wav,এইগুলো সমমানের ই হ কামিল ফাযিল কামিল মানে অলো মাস্টার্স মনে অয় ওই তো এইগুলো সমমানের ই কিন্তু ওগে ধর আমাগে যেমন আছে না কোর্স সিস্টেম যে ধরো এক বছরে তুমার দুই সেমিস্টার তোগে সেমিস্টার আছে,15.524,0.4444444444444444
2593,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narail (284).wav,আগে এট্টা দুইডে মাল নিয়েই সীমাবদ্ধ ছেলো যে ছোটো খাটো গাড়ি হিরো হুন্ডা ইস্পিলিন্ডার এট্টু ডিসকভারি পালসার কম এহন তুমার যেসব গাড়ি আসতিছে মালের দাম বেশি না,16.576,0.4444444444444444
2594,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narail (701).wav,দুই তিন ত্যারোর জাগা তিন ফাবানি দশ হারায় যাবেনে বুঝিছো কারণ কি জানো কি আমি যখন খাতায় লিখি না স্যাররা মাঝে মাঝে দেইখে অবাক ওইয়ে যায় তুমার আমি প্রশ্ন ফড়ি মনে করো ফুনারো বিশ মিনিট ধইরে,17.056,0.4444444444444444
2595,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narail (973).wav,ওই শাহ আলম স্যার ওই যে এম পির ভাগ্নী জামাই আছে ভালো ভালো পদ ওই যে লিটন স্যার আছে শাহ আলম স্যার শাহীন স্যার এরা কিন্তু কেউ কিছু ক্ষতি করে না যাইকগে দোপ্তোরিরা ইরা টাকা উঠোইয়ে আমারে যা দিক আর উরা যা মাইরে খাইক এগে,15.2,0.4444444444444444
2596,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narsingdi (31).wav,ওই যদি আমরা বাছ পুছি বাছের একটা রং আছিলো কাডুলি তখন এডা ওই বাঁশডা আমরা পুইরা আবার আইছলা মাইপ্পা পানি দিয়া পরে এডা আস্ত লইয়া এডা হইল,16.704,0.4444444444444444
2597,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narsingdi (337).wav,অইয়ো অনে তুই আর কী লইয়া কতা কবি মাশু তর কী করতে ভালো লাগে তর ভালো লাগা লইয়া কতা ক ছে ভাল লাগা হুম আমার সারা দিন কলেজো থাকতে ভাল লাগে সবাইর লগে থাকতে বান্ধবীরার লগে,15.072,0.4444444444444444
2598,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narsingdi (987).wav,ফরে খালামনি ছুডু খালামনি দিছে এক হাজার আসমা খালায় দিছে পাচশো মামি পাচশো তিন হাজার নানু নানায় মিলায় তিনশো মামানি একশো ইত্তান দা কি করবি ও আবার ইয়া ইয়া মেজো মামানি দিছে না একশো তাইলে আমার পাচশো তিন হাজার ইত্তান ইত্তানদা কি করবি ঘুরতাম যামু,17.468,0.4444444444444444
2599,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (111).wav,ইসকুল কলেজ এখনা যামো সেটাও তো আর যাবার পাই না দূরোত ইসকুল কলেজ কাছাকাছি যেহেতু নাই অটো ভাড়া শুনিয়ে তো মাতায় নষ্ট হয় ইসকুল যাবারে মোনায় না এমনি যে কষ্টোর মদ্যে আছি তাতে যদি সবকিছুরে দাম বাইড়তে হয় এহন চলা যায় কেমন করি ক দেহং সেইটেয় তোক ওই অয় ম্যাসোতে থাকা নাগবে বুঝিস নেই,17.276,0.4444444444444444
2600,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (162).wav,আচ্ছা হোক দুইটা রেকর্ড করবু তোর নাম টা জানি কি তোর নাম তো মুই জানং তবুও আরেকবার তোর নামটা এখনা কতো মোর নাম হইলো মোহামদ নূরজামাল মিয়া বয়স কত চইলবার নাইগসে এলা মোর এলা বয়স ভাই,15.072,0.4444444444444444
2601,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (187).wav,ওই যে অপারেশন করাইয়া এলাও মহা মুশকিল হইলু ডাক্তার এমন ওষুধ লেখি দিসে বুচ্ছিস সেই ওষুধ বাংলাদেশেত পাওয়া যায় না এলা তাক এই ওষুধ নিয়ে আসি নাই,15.14,0.4444444444444444
2602,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (20).wav,কাই এলা দেয় টাকা বিপদোতে বিপদ হইছে ফির হয় এলা কী করোঙ ছোড বেটিটে ইসকুল যায় এহন কাই আন্দি বাড়ি দেয় কাই দ্যাখে কাই কী করে ক্যা বাড়িত কাইও নাই তোমার জাওগুলে তাকে কন কাইইয়ো পাগলি হইছে কাইইয়ো মেন্টাল হইছে বাপের বাড়িত যায়া পড়ি আছে,16.0,0.4444444444444444
2603,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (308).wav,তাইলে চাচি চাচাক পোয়া যায় না চাচাক তো ঔষুধ পাতি ঠিক ভাবে খিলবার লাগসেন নাকি হ তোমার বেটারা টাকা পয়সা দেয় না তা ঔষুধ পাতি খিলায় ঠিক ভাবে কোটে ওইটায় এখন মুরব্বি মানুষ যে কয়দিন বাঁচে,15.168,0.4444444444444444
2604,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (533).wav,আর কীই করবেন এইগলে করি খাই হ সেইটেয় সউগ জিনিসের যে দাম বাড়ছে হুম ত্যালের দাম বেশি চাউলের দাম বেশি সউগ দ্রব্যবস্তুর দাম বেশি লবন কিনবের যাবু সেটে দাম বেশি গোস্ত কিনবের যাবু পাঁচশ টেকা গোস্ত,16.828,0.4444444444444444
2605,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (538).wav,হ শুননু যে সরকার বলে কীসের পিসিব নে বিসিবি বলে দেয় বলে কই ওইগলে আমি পাইনে আমাক দেয় না ভেলুয়ে মাতা ত্যাল সউগ শালায় ঢালে বুজিসনে তাইলে কোনও নাম টাম কিছু দেয় নাই নাহ দেয় নাই নাম দেয় নাই কোনও কিছুরে নাম পাই নাই একটা,16.8,0.4444444444444444
2606,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (634).wav,হ খুব তায় ঝামেলায় আসিস তাইলে খুবে কষ্টে আসি ভাই হামার জীবনটায় শুরু থাকি কষ্ট এ পযন্ত কষ্টয় চলতেসে বাপ মাও আসে না বাপ মাও আসে ওমায় কি আলাদা বাড়ি তার আলাদা বাড়ি বলতে একটেই খাই,16.444,0.4444444444444444
2607,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (754).wav,এমন একটা জিনিসের দাম নাই যে কম হুম সব জিনিসেরে দাম বেশি দাম বেশি কি করবেন জীবন জীবনতো চলা লাগবে খাওয়া তো লাগবে হ গরিব মানষের এইটায় আরকি কষ্ট কষ্ট করি হইলেও সংসার চালা লাগবার নয়,16.032,0.4444444444444444
2608,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (772).wav,আড়াইশো সাড়ে তিনশো টাকা পাঁচশো আড়াইশো পোরথমে আছিল তিনশো তারপরে পাঁচশো হইল এইরকম বাড়িয়ে এলা কত এক হাজার তাহাইলে এই যে মনে করো ডিমগুলে ডিমের দাম কত আছিল তিরিশ পয়তিরিশ আর এলা এলা হইলো ষাইট সত্তর পুচাত্তর তাহাইলে এলা মাছের দামগুলে কত আগে কত আছিল,16.86,0.4444444444444444
2609,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (787).wav,বৃষ্টি হইলে আরও তো থাকায় যাবান্নায় খরা হইলে বলে ধুলা বৃষ্টি হইলে কাদো ভাঙ্গি যায় এপাকে যায় ওপাকে যায় তাইলে পাকা করলে একনা মাইনষের তবু উপকার হইবে,15.428,0.4444444444444444
2610,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sandwip (1038).wav,আইচ্ছা ঠিকাছে হিয়ান ন তো কাম কাজ যে কইরবা তর পরিকল্পনা হইচ্ছে কাম কাজ কইরবা বা এক্কান চাকরি বাকরি হাইলে কইরবা হু তোই কী ধরণের মানি কেমনে কীরবা তুই কী কাম কোনো কাম জানো ন্যা তুঁই,15.104,0.4444444444444444
2611,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sandwip (445).wav,তুঁই হেতের বই হইল্লে দেইখবা যে হেতে বউত হেচাইন্না জিনিসেরে এগগেরে সোজা মানি সোজা করি লেখে আর তঁর হেতের হরা লেখা যদি তুঁই হরন দ দেখবা যে,16.224,0.4444444444444444
2612,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (1225).wav,আফনে আফনের রিলেশনো রইসে আমার আর তান সো এখনও আসলে তুমি দিয়া মাত ইও অইসে না আফনে আফনে করি ডাকি তো ইডা একটা বালা পার্ট আর পরাশুনার দিক দিয়া অইযেকইলাম আগে ওইযে যেকুনু ধরনের সাপোর্ট আসলে,16.352,0.4444444444444444
2613,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (145).wav,আমরার রিলেশনোর মাত তাখতো খে কুনদিক দিয়ে খে কুনদিক দিয়ে যার ওইগুলার মাতা মাতি ওইতো আর আড্ডাটা সবসময়ই বেশি মজা খরতাম আমরা খারণ সব সমবয়সী বন্ধু গুরতে বালাও লাগতো তখন কুনতা খেউর বেরা দেওয়া খেউ আর,15.836,0.4444444444444444
2614,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (1873).wav,আর মামার খতা আর কিতা খইতাম মামার মাইনষোর মামা আর আমরার মামা এখতা নায় আমরা তো তারফরেও মামারে বজো বজো তারফরেওউ কিলান তারা বালা তাখতো আমরা ওখানওউ চিন্তা খরি আমরার কুনু স্বার্থ স্বার্থর ইয়ো খরি না,15.044,0.4444444444444444
2615,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (220).wav,ফার্তক্য কিতা দেখোইন দরোইন খাওন দাওন আছার আছরণ আমরার সিলেটোতো আমরার খতা যেটা কুনু বেজাল নাই আমরা আরও মিলি মিশি ছলি আমরার সিলেটোর মানুষের এখটা হিসাব দেখছি এখজন মানুষ বইলে তার লগে কুশল বিনিময়ই হোক আর যাই হোক মানে সহজেই আমরার সিলেটোর মানুষের লগে মানুষ,15.328,0.4444444444444444
2616,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2414).wav,ছিন্তা খরাত লাগি গেছে মানে ওতা বাইচ্চাইন ওলা খাওয়াইতাম যেখটা খাওয়ানির যে কনসেপ্ট নানি ওউত্তো আমি তো ওখানু খইরাম খাওয়াইতায় ফারতায় নায় ফিন্দাইতায় ফারতায় নায় ইটা তো এনজিও আইয়া তুমারে হিকাইয়া দিছে এনজিও আইবার আগে খাওয়াইতাম ফারতাম নায় ফিন্দাইতে ফারতাম নায় ই কনসেপ্টু আছলো না,16.388,0.4444444444444444
2617,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2433).wav,বাট ইকটা আসলে কুনুসময় খরা উছিত নায় সিলেটি আমার খাছে আমি যুদি পারসোনালি আমার খতা খই আমি যুদি ঢাখার মাজে যুদি এ বাঞ্চ অফ ইন এ বাঞ্চ অফ শুদ্ধ ভাষা মাতা মানুষ আমি যুদি সিলেটি খেউরে ফাই আই ডেফিনেটলি স্পিক সিলেটি খেনে খারন ওইলো গিয়া,15.52,0.4444444444444444
2618,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2577).wav,জালালাবাদ ক্যান্টনমেন্ট পাবলিক স্কুল এন্ড কলেজ হখানো আমি সাইন্সো ক্লাস কলেজো ফাস্ট ইয়ার সেগেন্ড ইয়ার শেষ খরলাম এবং এইচএসএসি ফরিক্কা দিলাম এইচএসসি ফরিক্কাত আলহামদুলিল্লাহ জিপিএ ফাইব ফাইলাম,16.288,0.4444444444444444
2619,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2861).wav,ওউততো তাইন সিলেট আওমি লীগের সবাপতি অই গেলা ফয়লা আইওই সিলেট আওমি লীগো তখন নতুন কমিটিত আব্দুস সামাদ আজাদরে সবাপতি বানানি অইলো সত্তুরের ইলেকশনো আওমি লীগ তাকিয়া তানরে নমিনেশন দেওয়া অইলো আর জাতীয় পরিষদে আর ইবায়,16.0,0.4444444444444444
2620,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (483).wav,মনো অর এখটা বাগান বাগান বাড়ি বাইরে পরিষ্কার থাকলে তো আফু ভিতর তো অবশ্যই পরিষ্কার আছে মানে প্রত্যেকটা বাড়িই মনো অয় এখেকটা বাগান বাড়ি ইলা লাগে আর ওউযে হিখানোর মাঝে ইয়ো আছে না টাঙ্গুয়ার হাওড় হ্যাঁ,15.652,0.4444444444444444
2621,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (786).wav,বা কুনু সময় খামও খরছি ইগুলা খরছি আকি ই চাখরিতে ডুকার অনেকগুলা খরছি টিউশন মানে আফনে কতোখান ফড়া শুনা খরছোইন জানি আমি দুই আজার আটারোত বিএসএস দিছি,17.088,0.4444444444444444
2622,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (7).wav,সবার ই এর ভিত্রে লাভ রিয়েক্ট দেয় আমারডার ভিত্রে সবাই খালি হাহা দেয় বুঝিনা রিয়েক্ট দেয় তো তোর হচ্ছে কেমন টাইপের পুস্ট করতাছস না কিছু হাসাহাসির জিনিস না দিলেও না হাসা হাহা দিয়া থুয়া দেয় আমার যে রাগ উঠে কইলাম শালা তরে যদি সামনে পাইতাম,18.748,0.4444444444444444
2623,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narail (532).wav,তাও বাড়া তো উরা যে ফিলি শেষে শেষে দিয়া লাগিছে এক লাক সত্তুর হাজার টাহা উরে আল্লাহ একেদম শেষে এক লাক সত্তুর হাজার টাহা তা ওই টাহা ছেলো ফুফোতো ভাই নিয়ে গেছেলো অল্ফ কয় টাহা আর তুমি অচ্ছে ওই কয় টাহা দিয়াইছো আমার দিয়ার কথা এক লাক টাহা তা আমি দিছি উনো নোব্বোই হাজার আর ফরে এক হাজার ফাটায় দিছি এই নোব্বোই হাজার টাহা দিছি,17.184,0.4461538461538462
2624,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (351).wav,না নিজের ভিতরে ট্যালেন্ট আছলো ভালো ট্যালেন্ট গতি আছলো পেইজার হিসেবে নিজের ভিতরে আর আমার নিজের ভিতরে আত্মবিশ্বাস আছিল নিজের ভিতরে আত্মবিশ্বাস আছিলো খারন একটা মানুষ দেখলে আমারে মানে খইত কি যে তোরে দিয়া একটা কিছু অইবো আসল খতা অখন এখা তো রে বাই আর আওগগানি যাইতো না তাই মনে খরো আমি যতকান আমার সমস্যা নাই,16.32,0.4464285714285714
2625,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narail (107).wav,চিন্তা ভাবনা করিনি এওনো কিছু বুইছো না এহন তো আসলে আহন আমাগে প্রডাক্টিভিটি দেয়ার সময় না এহন তো এট্টু ম্যালাদিন তো ওয়েই গ্যালো বয়স তো কম অলো না বয়স ও কম অলো না বয়স আমাগে এরম এট্টা বয়স ওইয়ে গেছে বাড়া ভাই মনে কর যে বয়স খুব বেশিও না কম ও না কম ও না হয়,19.2,0.4464285714285714
2626,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narail (407).wav,বুঝিছিস আর ওই দিকি মনে কর দাদা তুই তো সবই জানিস আমি তো সবই দেখছি সেইডেই সবই তো দ্যাহা তোগে তাফরে বাপ যদি মনে করো যে কাছে না থায়ে আর বাপটা বাপ বাপ মানে বিরাট ব্যাফার বাপ মানে অচ্ছে বিশাল সাপোর্ট এডে আমি আমার ধর আছে থাইকেও না থাকার মতো সেহেনি উপলব্ধি কত্তি ফারি যে বাপ,17.308,0.4464285714285714
