,Inflected_Word,Lemma,POS
8673,শিল্পীই,শিল্পী,বিশেষ্য
8674,হেলবে,হেলানো,ক্রিয়া
8675,আহ্লাদিকে,আহ্লাদ,বিশেষ্য
8676,আলস্যের,আলস্য,বিশেষ্য
8677,একঘেয়েমিই,একঘেয়েমি,বিশেষ্য
8678,গর্ভপাতে,গর্ভপাত,বিশেষ্য
8679,অভিযাত্রীদের,অভিযাত্রী,বিশেষ্য
8680,পাতিলের,পাতিল,বিশেষ্য
8681,শোয়াচ্ছি,শোয়া,ক্রিয়া
8682,পশ্চিমবঙ্গে,পশ্চিমবঙ্গ,বিশেষ্য
8683,উড্ডয়নকাল,উড্ডয়ন,বিশেষ্য
8684,অর্ধেককে,অর্ধেক,বিশেষ্য
8685,আলোচনাটি,আলোচনা,বিশেষ্য
8686,যাত্রী,যাত্রী,বিশেষ্য
8687,তেজপাতাই,তেজপাতা,বিশেষ্য
8688,আমিই,আমি,সর্বনাম
8689,গাাধারা,গাধা,বিশেষ্য
8690,রেডিওলোজী,রেডিও,বিশেষ্য
8691,খটাশটা,খাটাশ,বিশেষ্য
8692,মাথাপিছু,মাথাপেছন,বিশেষ্য
8693,অনিশ্চয়তাই,অনিশ্চয়তা,বিশেষ্য
8694,কাটি,কাটা,ক্রিয়া
8695,উত্তরগুলোকে,উত্তর,বিশেষ্য
8696,হালালিতে,হালাল,বিশেষ্য
8697,খতিয়ে,খাত,বিশেষ্য
8698,অখনও,অখন,ক্রিয়াবিশেষণ
8699,তাবিজটি,তাবিজ,বিশেষ্য
8700,বড়শীর,বড়শী,ক্রিয়া
8701,নিয়তই,নিয়ত,বিশেষ্য
8702,অন্তরঙ্গভাবে,অন্তরঙ্গ,বিশেষণ
8703,আরামও,আরাম,বিশেষ্য
8704,মার্চে,মার্চ,বিশেষ্য
8705,প্রবাহকে,প্রবাহিত,ক্রিয়া
8706,হাঁটছি,হাঁটা,ক্রিয়া
8707,রাজ্য,রাজ্য,বিশেষ্য
8708,অনুক্রমণিকা,অনুক্রম,বিশেষ্য
8709,সমাগম,সমাগম,বিশেষ্য
8710,আসামী,আসামী,বিশেষ্য
8711,বাঁচে,বাঁচা,ক্রিয়া
8712,বাদশাহ,বাদশাহ,বিশেষ্য
8713,নেতাই,নেতা,বিশেষ্য
8714,নেহরুর,নেহরু,বিশেষ্য
8715,অপূর্বভাবে,অপূর্ব,বিশেষণ
8716,ছরিয়েছে,ছাড়া,ক্রিয়া
8717,বইপাড়া,বইপাড়া,বিশেষ্য
8718,উভয়েই,উভয়,সর্বনাম
8719,বৈদ্যনাথ,বৈদ্যনাথ,বিশেষ্য
8720,পুষ্করিণীর,পুষ্করিণী,বিশেষ্য
8721,নেওয়াক,নেওয়া,ক্রিয়া
8722,টিফিনই,টিফিন,বিশেষ্য
8723,আক্রমণটা,আক্রমণ,বিশেষ্য
8724,ডাকাতদেরকে,ডাকাত,বিশেষ্য
8725,গ্রহগুলো,গ্রহ,বিশেষ্য
8726,রাগাচ্ছে,রাগ,বিশেষ্য
8727,দৌড়াবো,দৌড়,বিশেষ্য
8728,কফকে,কফ,বিশেষ্য
8729,পড়েছিল,পড়া,ক্রিয়া
8730,উদ্ধারক,উদ্ধার,বিশেষ্য
8731,বাধাব,বাধা,বিশেষ্য
8732,পত্নী,পত্নী,বিশেষ্য
8733,ভাইবোনের,ভাইবোন,বিশেষ্য
8734,ছুটিয়া,ছোটা,ক্রিয়া
8735,হ্যাবিটেব্ল,হ্যাবিটেব্ল,বিশেষ্য
8736,আলস্য,আলস্য,বিশেষ্য
8737,বর্ণভেদকে,বর্ণভেদ,সর্বনাম
8738,আস্ফালিত,আস্ফালন,বিশেষ্য
8739,গোলাপকে,গোলাপ,বিশেষ্য
8740,পুত্রের,পুত্র,বিশেষ্য
8741,তিমিই,তিমি,বিশেষ্য
8742,অভিশাপটা,অভিশাপ,বিশেষ্য
8743,ইক্ষুসমুদ্র,ইক্ষু,বিশেষ্য
8744,উন্মেষণ,উন্মেষ,বিশেষ্য
8745,হটাতে,হটা,ক্রিয়া
8746,অপ্রতিভ,অপ্রতিভ,বিশেষণ
8747,এগারোটা,এগারো,বিশেষ্য
8748,অমানুষ,অমানুষ,বিশেষণ
8749,আগের,আগে,অব্যয়
8750,আঞ্চলিকতা,আঞ্চলিক,বিশেষণ
8751,চমৎকারত্ব,চমৎকার,বিশেষণ
8752,হাস্যে,হাস্য,বিশেষ্য
8753,অংশকে,অংশ,বিশেষ্য
8754,তলিয়ে,তল,বিশেষ্য
8755,আটকাইত,আটক,বিশেষ্য
8756,প্রকাশেরই,প্রকাশ,ক্রিয়া
8757,অবস্থার,অবস্থান,বিশেষ্য
8758,মিশাতে,মিশানো,বিশেষ্য
8759,পিশাচই,পিশাচ,বিশেষ্য
8760,উদ্বেগকে,উদ্বেগ,বিশেষ্য
8761,আমনবীজ,আমন,বিশেষণ
8762,জঙ্গলেই,জঙ্গল,বিশেষ্য
8763,ভালোর,ভালো,বিশেষণ
8764,আস্থাই,আস্থা,বিশেষ্য
8765,খিলাফের,খিলাফ,বিশেষ্য
8766,পশ্চিমবঙ্গের,পশ্চিমবঙ্গ,বিশেষ্য
8767,বৈকালিক,বৈকালিক,বিশেষণ
8768,একইভাবে,একই,বিশেষণ
8769,অভিভাষণেই,অভিভাষণ,বিশেষ্য
8770,টেলিফোনটা,টেলিফোন,বিশেষ্য
8771,আকুলভাবে,আকুল,বিশেষণ
8772,ঘা,ঘা,বিশেষ্য
8773,নতমুখে,নতমুখ,বিশেষণ
8774,বপগুনে,বেগুন,বিশেষ্য
8775,চমকেই,চমক,বিশেষ্য
8776,কলিকে,কলি,বিশেষ্য
8777,আড়ালে,আড়াল,বিশেষ্য
8778,আশ্রয়স্থলও,আশ্রয়স্থল,বিশেষ্য
8779,ফাঁকিই,ফাঁকি,ক্রিয়া
8780,উপদেষ্টাকে,উপদেষ্টা,বিশেষণ
8781,অভিনেতাও,অভিনেতা,বিশেষ্য
8782,অধিকতর,অধিক,বিশেষণ
8783,টেলিফোনের,টেলিফোন,বিশেষ্য
8784,আদলটিকে,আদল,বিশেষ্য
8785,খচ্চর,খচ্চর,বিশেষ্য
8786,ইহাকে,ইহা,সর্বনাম
8787,একতরফাই,একতরফা,ক্রিয়াবিশেষণ
8788,গঞ্জনাই,গঞ্জনা,বিশেষ্য
8789,ব্যবস্থাকে,ব্যবস্থা,বিশেষ্য
8790,আলাপন,আলাপন,বিশেষ্য
8791,রোদ,রোদ,বিশেষ্য
8792,উত্তরাংশ,উত্তরাংশ,বিশেষ্য
8793,দাদাদের,দাদা,বিশেষ্য
8794,অনিয়মিতকেই,অনিয়মিত,বিশেষণ
8795,আবহাওয়াকে,আবহাওয়া,বিশেষ্য
8796,অধোগামী,অধোগতি,বিশেষ্য
8797,আক্ষেপই,আক্ষেপ,বিশেষ্য
8798,কাজটা,কাজ,বিশেষ্য
8799,অপেক্ষাকে,অপেক্ষা,বিশেষ্য
8800,আপিলে,আপিল,বিশেষ্য
8801,উৎপীড়িতকে,উৎপীড়ন,সর্বনাম
8802,চড়ুইদের,চড়ুই,বিশেষ্য
8803,উপনিবেশগন্ধী,উপনিবেশ,বিশেষ্য
8804,অকথিত,অকথন,বিশেষ্য
8805,অনুচরবর্গ,অনুচর,বিশেষ্য
8806,টিপুকে,টিপ,বিশেষ্য
8807,দফতর,দফতর,বিশেষ্য
8808,শোয়াচ্ছিলেন,শোয়া,ক্রিয়া
8809,টুকরার,টুকরা,বিশেষ্য
8810,অর্জুনের,অর্জুন,বিশেষ্য
8811,ঘুঘুকে,ঘুঘু,বিশেষ্য
8812,বিশালতা,বিশাল,বিশেষ্য
8813,নাড়িয়া,নাড়ানো,ক্রিয়া
8814,অঙ্গীকারই,অঙ্গীকার,বিশেষ্য
8815,বর্ষিত,বর্ষিত,বিশেষণ
8816,আদায়কে,আদায়,বিশেষ্য
8817,চাঁদনীঘাট,চাঁদনী,বিশেষ্য
8818,আসামিদের,আসামি,বিশেষ্য
8819,বড়দিনের,বড়দিন,বিশেষ্য
8820,কাগজও,কাগজ,বিশেষ্য
8821,বাটা,বাটা,ক্রিয়া
8822,রুমালের,রুমাল,বিশেষ্য
8823,লাইফ,লাইফ,অন্যান্য
8824,হল,হল,বিশেষ্য
8825,আপদ,আপদ,বিশেষ্য
8826,পাটিটায়,পাটি,বিশেষ্য
8827,বিবেচক,বিবেচনা,বিশেষ্য
8828,হয়েই,হওয়া,ক্রিয়া
8829,নিম্নের,নিম্নে,অব্যয়
8830,কাঁদাইলি,কাঁদা,ক্রিয়া
8831,মৃত,মৃত,বিশেষণ
8832,ইঙ্গিত,ইঙ্গিত,বিশেষ্য
8833,হয়েছিল,হওয়া,ক্রিয়া
8834,কর্মসূচিতে,কর্মসূচনা,ক্রিয়া
8835,সুখের,সুখ,বিশেষ্য
8836,হতে,হতে,অব্যয়
8837,শশীর,শশী,বিশেষ্য
8838,দৌড়েছি,দৌড়,বিশেষ্য
8839,খামার,খামার,বিশেষ্য
8840,চুলা,চুলা,বিশেষ্য
8841,তালাই,তালা,বিশেষ্য
8842,বাঁশটা,বাঁশ,বিশেষ্য
8843,হাতানো,হাতানো,ক্রিয়া
8844,অংশটাতেই,অংশ,বিশেষ্য
8845,ল্যাবরেটরিতে,ল্যাবরেটরি,অন্যান্য
8846,অনুপস্থিত,অনুপস্থিত,বিশেষণ
8847,দিতেই,দেওয়া,ক্রিয়া
8848,যন্ত্রণাতে,যন্ত্রণা,বিশেষ্য
8849,গিয়াছি,যাওয়া,ক্রিয়া
8850,পকেট,পকেট,বিশেষ্য
8851,যাপন,যাপন,বিশেষ্য
8852,অক্টোবরই,অক্টোবর,বিশেষ্য
8853,অনুশীলনই,অনুশীলন,বিশেষ্য
8854,এসেছিল,আসা,ক্রিয়া
8855,অবনমনও,অবনমন,বিশেষ্য
8856,কোথা,কোথা,অব্যয়
8857,আলোচনাকালে,আলোচনা,বিশেষ্য
8858,অবিলম্বের,অবিলম্বে,ক্রিয়াবিশেষণ
8859,কর্ণপাত,কর্ণপাত,বিশেষ্য
8860,ওয়াইনও,ওয়াইন,অন্যান্য
8861,ছাতার,ছাতা,বিশেষ্য
8862,অঞ্চলটিকে,অঞ্চল,বিশেষ্য
8863,ক্রোধে,ক্রোধ,বিশেষ্য
8864,ডাইনোসরকে,ডাইনোসর,বিশেষ্য
8865,মহীষটি,মহীষ,বিশেষ্য
8866,তাবিজের,তাবিজ,বিশেষ্য
8867,বস্তি,বস্তি,বিশেষ্য
8868,ধুননই,ধুনন,বিশেষ্য
8869,বেড়ে,বাড়া,ক্রিয়া
8870,অত্মগোপন,আত্ম,বিশেষণ
8871,অনভিজ্ঞতায়,অনভিজ্ঞ,বিশেষণ
8872,এপারে,এপার,বিশেষ্য
8873,জার্মানির,জার্মানি,বিশেষ্য
8874,জমাতে,জমা,বিশেষ্য
8875,অঙ্কনের,অঙ্কন,বিশেষ্য
8876,মীমাংসারই,মীমাংসা,বিশেষ্য
8877,পিছল,পিছন,বিশেষ্য
8878,সীতারাম,সীতারাম,বিশেষ্য
8879,মদেরটা,মদ,বিশেষ্য
8880,সংকল্পের,সংকল্প,বিশেষ্য
8881,সেঁধিয়ে,সেঁধানো,ক্রিয়া
8882,বিনীতভাবে,বিনীতভাব,ক্রিয়াবিশেষণ
8883,ছনটি,ছন,বিশেষ্য
8884,খাবারে,খাবার,বিশেষ্য
8885,গোদাবরী,গোদাবরী,বিশেষ্য
8886,গোশত,গোশত,বিশেষ্য
8887,সমাজকে,সমাজ,বিশেষ্য
8888,বাধাইব,বাধা,বিশেষ্য
8889,অধ্যক্ষই,অধ্যক্ষ,বিশেষ্য
8890,কয়লাকে,কয়লা,বিশেষ্য
8891,অংশগ্রহণেই,অংশ,বিশেষ্য
8892,ভুবনটায়,ভুবন,বিশেষ্য
8893,শুনছি,শোনা,ক্রিয়া
8894,চাকু,চাকু,বিশেষ্য
8895,ফেরানো,ফেরানো,ক্রিয়া
8896,অতিক্রান্ত,অতিক্রম,বিশেষ্য
8897,নিজস্ব,নিজস্ব,বিশেষণ
8898,অনুযোগই,অনুযোগ,বিশেষ্য
8899,ডলাতে,ডলা,বিশেষ্য
8900,কাটিবি,কাটা,ক্রিয়া
8901,ছাদের,ছাদ,বিশেষ্য
8902,অভিলাষিণী,অভিলাষ,বিশেষ্য
8903,জুয়া,জুয়া,বিশেষ্য
8904,কনের,কনে,বিশেষ্য
8905,বিচারই,বিচার,বিশেষ্য
8906,আঙ্গিককে,আঙ্গিক,বিশেষণ
8907,নকুল,নকুল,বিশেষ্য
8908,কারসাজিটা,কারসাজি,বিশেষ্য
8909,উদ্ভাবনী,উদ্ভাবনী,বিশেষণ
8910,ময়দানকে,ময়দান,বিশেষ্য
8911,দেহের,দেহ,বিশেষ্য
8912,দমই,দম,বিশেষ্য
8913,আগ্নেয়গিরিটি,আগ্নেয়গিরি,বিশেষ্য
8914,উড্ডয়নকালে,উড্ডয়ন,বিশেষ্য
8915,পিছাইলে,পিছন,বিশেষ্য
8916,ধুলার,ধুলা,বিশেষ্য
8917,খোশগল্পে,খোশগল্প,বিশেষ্য
8918,উপসাগরীয়,উপসাগর,বিশেষ্য
8919,সমাজকর্মীদের,সমাজকর্মী,বিশেষ্য
8920,লজ্জিত,লজ্জা,বিশেষ্য
8921,অপসারণ,অপসারণ,বিশেষ্য
8922,আগেকার,আগে,ক্রিয়াবিশেষণ
8923,ভেবেই,ভাবা,ক্রিয়া
8924,উত্থাপনই,উত্থাপন,বিশেষ্য
8925,রাখছেন,রাখা,ক্রিয়া
8926,ঝুলা,ঝুলা,বিশেষ্য
8927,চুক্তিকালে,চুক্তি,বিশেষ্য
8928,পুরললনাগণ,পুরললনা,বিশেষ্য
8929,ছেমড়ার,ছেমড়া,বিশেষ্য
8930,জওহরলাল,জওহরলাল,বিশেষ্য
8931,রিক্তস্থালীর,রিক্তথালী,বিশেষ্য
8932,কাঁদছিলি,কাঁদা,ক্রিয়া
8933,বুঝাক,বুঝা,ক্রিয়া
8934,কিডনি,কিডনি,বিশেষ্য
8935,অক্ষরজ্ঞানসহ,অক্ষর,বিশেষ্য
8936,ওড়নাও,ওড়না,বিশেষ্য
8937,উত্সাহীরাও,উত্সাহী,বিশেষণ
8938,কফটায়,কফ,বিশেষ্য
8939,ওলন্দাজ,ওলন্দাজ,বিশেষ্য
8940,পাইয়াছি,পাওয়া,ক্রিয়া
8941,আসামিও,আসামি,বিশেষ্য
8942,বিধবাটির,বিধবা,বিশেষ্য
8943,চিনিয়াছ,চেনা,ক্রিয়া
8944,শুভদৃষ্টির,শুভদৃষ্টি,বিশেষ্য
8945,শিম,শিম,বিশেষ্য
8946,নামো,নামা,বিশেষ্য
8947,ছোড়া,ছোড়া,ক্রিয়া
8948,পত্রপুটে,পত্রপুট,বিশেষ্য
8949,ক্ষিপ্রতা,ক্ষিপ্রতা,বিশেষ্য
8950,নিয়ন্ত্রণ,নিয়ন্ত্রণ,বিশেষ্য
8951,অক্ষতভাবেই,অক্ষত,বিশেষণ
8952,উপমহাদেশবাসী,উপমহাদেশ,বিশেষ্য
8953,মিনার,মিনার,বিশেষ্য
8954,ময়নাতদন্তের,ময়নাতদন্ত,বিশেষ্য
8955,অমনোযোগ,অমনোযোগ,বিশেষ্য
8956,আরোগ্যাতীত,আরোগ্য,বিশেষ্য
8957,বিনিময়তে,বিনিময়,বিশেষ্য
8958,দেখিনি,দেখা,ক্রিয়া
8959,চিরুনিটা,চিরুনি,বিশেষ্য
8960,অনিচ্ছুক,ইচ্ছা,বিশেষ্য
8961,বাহ্যিক,বাহ্যিক,বিশেষণ
8962,কারিগরদের,কারিগর,বিশেষ্য
8963,বৃহত্তম,বৃহত্তম,বিশেষণ
8964,আড়ৎ,আড়ৎ,বিশেষ্য
8965,ল্যান্ডমার্ক,ল্যান্ডমার্ক,বিশেষ্য
8966,অনুপস্থিতিই,অনুপস্থিত,বিশেষণ
8967,এদিকে,এদিক,বিশেষ্য
8968,স্নায়ুতে,স্নায়ু,বিশেষ্য
8969,আলাদাকরণের,আলাদা,বিশেষণ
8970,দৃক্পাত,দৃক্পাত,বিশেষ্য
8971,মরণে,মরণ,বিশেষ্য
8972,ক্ষতিপূরণটা,ক্ষতিপূরণ,বিশেষ্য
8973,আঙ্গিকও,আঙ্গিক,বিশেষণ
8974,আলোক,আলো,বিশেষ্য
8975,তেল,তেল,বিশেষ্য
8976,আভিজাত্য,আভিজাত্য,বিশেষ্য
8977,ধর্মান্তরিতকে,ধর্মান্তরিত,ক্রিয়া
8978,জাজিমই,জাজিম,বিশেষ্য
8979,গন্ধকদ্রাবক,গন্ধক,বিশেষ্য
8980,পড়ান,পড়া,ক্রিয়া
8981,উত্পাদনকক্ষে,উত্পাদন,বিশেষ্য
8982,বড়া,বড়া,বিশেষ্য
8983,আপ্যায়নকারী,আপ্যায়ন,বিশেষ্য
8984,আসরটা,আসর,বিশেষ্য
8985,নানাদের,নানা,বিশেষ্য
8986,ছিল,থাকা,ক্রিয়া
8987,পাড়ার,পাড়া,বিশেষ্য
8988,উপযুক্তরূপে,উপযুক্ত,বিশেষণ
8989,মাপে,মাপ,ক্রিয়া
8990,দৃশ্যলোকে,দৃশ্য,বিশেষ্য
8991,বৃহস্পতির,বৃহস্পতি,বিশেষ্য
8992,পুলিশ,পুলিশ,বিশেষ্য
8993,প্রচারে,প্রচার,বিশেষ্য
8994,খাইবা,খাওয়া,ক্রিয়া
8995,লিখন,লেখা,ক্রিয়া
8996,পড়াচ্ছিলুম,পড়া,ক্রিয়া
8997,ছুড়িটার,ছুড়ি,বিশেষ্য
8998,গড়ে,গড়া,ক্রিয়া
8999,ছাপ,ছাপ,বিশেষ্য
9000,ছালই,ছাল,বিশেষ্য
9001,ভুলে,ভুল,বিশেষ্য
9002,গাধাখাটনি,গাধা,বিশেষ্য
9003,নিরাপত্তারক্ষীর,নিরাপত্তারক্ষী,বিশেষণ
9004,চুম্বক,চুম্বক,বিশেষ্য
9005,অভ্যর্থনার,অভ্যর্থনা,বিশেষ্য
9006,জুই,জুই,বিশেষ্য
9007,চিতা,চিতা,বিশেষ্য
9008,নর্তকীদের,নর্তকী,বিশেষ্য
9009,আটকে,আটকে,বিশেষ্য
9010,আপত্তির,আপত্তি,বিশেষ্য
9011,অবগুণ্ঠনের,অবগুণ্ঠন,বিশেষ্য
9012,জুটি,জুটি,বিশেষ্য
9013,কর্তন,কর্তন,বিশেষ্য
9014,দাদীরা,দাদী,বিশেষ্য
9015,নামও,নাম,বিশেষ্য
9016,খাটোতে,খাটো,বিশেষণ
9017,অনেকগুলি,অনেক,সর্বনাম
9018,অর্থপূর্ণও,অর্থপূর্ণ,বিশেষণ
9019,অনুচ্চ,অনুচ্চ,বিশেষণ
9020,উজিরদের,উজির,বিশেষ্য
9021,আভা,আভা,বিশেষ্য
9022,ন্যায়,ন্যায়,বিশেষ্য
9023,ভাইরাস,ভাইরাস,বিশেষ্য
9024,নেয়ার,নেয়া,ক্রিয়া
9025,কাঁদছে,কান্না,ক্রিয়া
9026,আচমকা,চমক,বিশেষ্য
9027,মইতে,মই,বিশেষ্য
9028,চিতাবাঘকে,চিতাবাঘ,বিশেষ্য
9029,কাটাইতেন,কাটা,ক্রিয়া
9030,গরিবের,গরিব,বিশেষণ
9031,বেকারই,বেকার,বিশেষ্য
9032,মগের,মগ,বিশেষ্য
9033,মিজোরামের,মিজোরাম,বিশেষ্য
9034,পিপীলিকার,পিপীলিকা,বিশেষ্য
9035,ভাবতে,ভাবা,ক্রিয়া
9036,কেলেঙ্কারির,কেলেঙ্কারি,বিশেষ্য
9037,অক্টোবরও,অক্টোবর,বিশেষ্য
9038,লজ্জিতা,লজ্জা,বিশেষ্য
9039,কাচাব,কাচা,ক্রিয়া
9040,অভিযাত্রীর,অভিযাত্রী,বিশেষ্য
9041,চামচে,চামচ,বিশেষ্য
9042,আড়ংগাছাবিল,আড়ং,বিশেষ্য
9043,পাল্লাযুক্ত,পাল্লা,বিশেষ্য
9044,বিজয়টা,বিজয়,বিশেষ্য
9045,আড়তও,আড়ত,বিশেষ্য
9046,চাকচিক্যপূর্ণ,চাকচিক্য,বিশেষ্য
9047,আত্মজীবনীটা,আত্মজীবনী,বিশেষ্য
9048,দেবালয়ে,দেবআলয়,ক্রিয়া
9049,কেরসিনে,কেরসিন,বিশেষ্য
9050,গাছটি,গাছ,বিশেষ্য
9051,যন্ত্রবিৎদের,যন্ত্রবিৎ,বিশেষ্য
9052,অভিশম্পাত,অভিশপ্ত,বিশেষণ
9053,সংস্থান,সংস্থা,বিশেষ্য
9054,অবাধে,অবাধ,বিশেষণ
9055,স্বামীগৃহ,স্বামীগৃহ,বিশেষ্য
9056,পড়াতেম,পড়া,ক্রিয়া
9057,বিদায়দান,বিদায়,বিশেষ্য
9058,ছেমড়াটা,ছেমড়া,বিশেষ্য
9059,অপঘাতের,অপঘাত,বিশেষ্য
9060,অধীনেও,অধীনে,ক্রিয়াবিশেষণ
9061,অক্ষরজ্ঞানসম্পন্ন,অক্ষর,বিশেষ্য
9062,ইস্তফা,ইস্তফা,বিশেষ্য
9063,অনুপ্রবেশকারীকে,অনুপ্রবেশ,বিশেষ্য
9064,অন্বেষণে,অন্বেষণ,বিশেষ্য
9065,অন্যমনস্কতার,অন্যমনস্ক,বিশেষণ
9066,জীবনই,জীবন,বিশেষ্য
9067,রঞ্জনের,রঞ্জন,বিশেষ্য
9068,ঠিকাদারই,ঠিকাদার,বিশেষ্য
9069,আস্তানাকে,আস্তানা,বিশেষ্য
9070,ভিমরুলটা,ভিমরুল,বিশেষ্য
9071,কালক্ষেপণের,কালক্ষেপণ,বিশেষ্য
9072,লুটরে,লুটা,ক্রিয়া
9073,কূলের,কূল,বিশেষ্য
9074,ঢেউটা,ঢেউ,বিশেষ্য
9075,অনুমোতিতে,অনুমোদন,বিশেষ্য
9076,ষাটোর্ধ,ষাট,বিশেষ্য
9077,আভিজাত্যহীনা,আভিজাত্য,বিশেষ্য
9078,দাগটি,দাগ,বিশেষ্য
9079,আশাবাদীই,আশাবাদী,বিশেষণ
9080,প্রহার,প্রহার,ক্রিয়া
9081,বিকাশ,বিকাশ,বিশেষ্য
9082,উদাহরণগুলো,উদাহরণ,বিশেষ্য
9083,অভ্যর্থনাও,অভ্যর্থনা,বিশেষ্য
9084,খেতিস,খাওয়া,ক্রিয়া
9085,নেটিভ,নেটিভ,ক্রিয়া
9086,আভাসও,আভাস,বিশেষ্য
9087,বাগানে,বাগান,বিশেষ্য
9088,ওপারে,ওপার,বিশেষ্য
9089,অর্ধেক,অর্ধেক,বিশেষ্য
9090,চানাচুর,চানাচুর,বিশেষ্য
9091,নাগাদ,নাগাদ,অব্যয়
9092,চমকটা,চমক,বিশেষ্য
9093,অশান্তি,অশান্তি,বিশেষ্য
9094,ওঠা,ওঠা,ক্রিয়া
9095,খারিজসংক্রান্ত,খারিজ,বিশেষণ
9096,অভিলাষী,অভিলাষ,বিশেষ্য
9097,হই,হওয়া,ক্রিয়া
9098,অনুন্নতির,অনুন্নত,বিশেষণ
9099,অনুসন্ধানগুলো,অনুসন্ধান,বিশেষ্য
9100,যত্নে,যত্ন,বিশেষ্য
9101,লুটার,লুটা,ক্রিয়া
9102,ইতিহাসও,ইতিহাস,বিশেষ্য
9103,নিগুঢ়,নিগুঢ়,বিশেষণ
9104,পরিমাণেও,পরিমাণ,বিশেষ্য
9105,ভুলতুম,ভোলা,ক্রিয়া
9106,নভোচারীদের,নভোচারী,বিশেষ্য
9107,চলতেই,চলা,ক্রিয়া
9108,উত্তাপটা,উত্তাপ,বিশেষ্য
9109,পরিবেশে,পরিবেশ,বিশেষ্য
9110,কামড়াল,কামড়,বিশেষ্য
9111,অগ্নিকাণ্ডকে,অগ্নি,বিশেষ্য
9112,নৌকো,নৌকো,বিশেষ্য
9113,তরুণীদের,তরুণী,বিশেষ্য
9114,অবরোধক,অবরোধ,বিশেষ্য
9115,আহারও,আহার,বিশেষ্য
9116,অঙ্কনে,অঙ্কন,বিশেষ্য
9117,অনুতাপকারী,অনুতাপ,বিশেষ্য
9118,বটির,বটি,বিশেষ্য
9119,ফজর,ফজর,বিশেষ্য
9120,অরবিন্দনের,অরবিন্দ,বিশেষ্য
9121,আইনানুগব্যবস্থা,আইনানুগ,বিশেষণ
9122,বিরতিতেই,বিরতি,বিশেষ্য
9123,খোঁজও,খোঁজ,বিশেষ্য
9124,উপলক্ষই,উপলক্ষ,বিশেষ্য
9125,যতদিন,যতদিন,ক্রিয়াবিশেষণ
9126,অবুঝের,অবুঝ,বিশেষণ
9127,সর্বাধিক,সর্বঅধিক,বিশেষণ
9128,উদ্ধৃতাংশে,উদ্ধৃতাংশ,বিশেষ্য
9129,সজাগ,সজাগ,বিশেষণ
9130,আইনজীবীকে,আইনজীবি,বিশেষ্য
9131,অক্ষরবিজ্ঞানের,অক্ষর,বিশেষ্য
9132,প্রকৃতি,প্রকৃত,বিশেষণ
9133,টউশনির,টউশনি,বিশেষ্য
9134,পরিমলই,পরিমল,বিশেষ্য
9135,গর্ভবতী,গর্ভ,বিশেষ্য
9136,কঞ্চি,কঞ্চি,বিশেষ্য
9137,হিংসায়,হিংসা,বিশেষ্য
9138,প্রস্তাবও,প্রস্তাব,বিশেষ্য
9139,ঘোষণাটি,ঘোষণা,বিশেষ্য
9140,অস্থিস্তূপে,অস্থিস্তূপ,ক্রিয়াবিশেষণ
9141,কচুতে,কচু,বিশেষ্য
9142,করাচ্ছিলে,করা,ক্রিয়া
9143,কিতাবকে,কিতাব,বিশেষ্য
9144,অবক্ষয়ী,অবক্ষয়,বিশেষ্য
9145,পলাশিই,পলাশি,বিশেষ্য
9146,অকৃতজ্ঞতার,অকৃতজ্ঞ,বিশেষণ
9147,বৃন্দাবিপিনের,বৃন্দাবিপিন,বিশেষ্য
9148,ঝাড়,ঝাড়,ক্রিয়া
9149,ইরান,ইরান,বিশেষ্য
9150,দিতেছিল,দেওয়া,ক্রিয়া
9151,বলালুম,বলা,ক্রিয়া
9152,হ্যাঁ,হ্যাঁ,অব্যয়
9153,কাটিয়েছিলাম,কাটা,ক্রিয়া
9154,গাঁথুনিকে,গাঁথুনি,বিশেষ্য
9155,উন্মাদনাটা,উন্মাদনা,বিশেষ্য
9156,বিপরীতকে,বিপরীত,বিশেষণ
9157,অবিকলরূপ,অবিকল,বিশেষণ
9158,হইতেই,হওয়া,ক্রিয়া
9159,একচেটিয়ামূলক,একচেটিয়া,বিশেষণ
9160,জাহাজে,জাহাজ,বিশেষ্য
9161,ভেজালে,ভেজাল,বিশেষ্য
9162,হড়কেছিল,হড়কা,ক্রিয়া
9163,শুষ্ক,শুষ্ক,বিশেষণ
9164,পাশে,পাশ,বিশেষ্য
9165,মসজিদই,মসজিদ,বিশেষ্য
9166,নিঃশব্দপদে,নিঃশব্দপদ,ক্রিয়াবিশেষণ
9167,ডায়মন্ডটি,ডায়মন্ড,বিশেষ্য
9168,সাজানোর,সাজানো,ক্রিয়া
9169,খেলবে,খেলা,ক্রিয়া
9170,আশির,আশি,বিশেষ্য
9171,আমদানির,আমদানি,বিশেষ্য
9172,দেবোত্তর,দেব,বিশেষ্য
9173,বিপরীতও,বিপরীত,বিশেষণ
9174,যাওয়ার,যাওয়া,ক্রিয়া
9175,দাস,দাস,বিশেষ্য
9176,আত্মবিশ্বাসটা,আত্মবিশ্বাস,বিশেষ্য
9177,আহতরা,আহত,বিশেষণ
9178,মুরগীর,মুরগী,বিশেষ্য
9179,ঘুরা,ঘুর,বিশেষ্য
9180,সৌরভে,সৌরভ,বিশেষ্য
9181,মেঘজাত,মেঘ,বিশেষ্য
9182,কাজকর্মে,কাজকর্ম,বিশেষ্য
