,sentence_main,sentence_lemma
733,বেলা একটার সময় বাড়ি ফিরিয়া আসিয়া দেখি তখনো সেই লোকটা বুকের কাছে হাত পা গুটাইয়া বসিয়া বসিয়া ভিজিতেছে দারোগাবাবুর দর্শন মেলে নাই,বেলা এক সময় বাড়ি ফেরা আসা দেখা তখন সেই লোক বুক কাছ হাত পা গোটানো বসা বসা ভেজা দারোগাবাবু দর্শন মেলা না
734,নিজের বিশ্বাসের উপর তাঁর বিশ্বাস অটল তাই আমার আন্তরিক দেশ ভালোবাসার যতই প্রমাণ দিয়েছি তাঁদের নির্দিষ্ট বাহ্য লক্ষণের সঙ্গে মেলে না বলে কিছুতেই তাকে দেশ ভালোবাসা বলে স্বীকার করাতে পারি নে,নিজ বিশ্বাস উপর তিনি বিশ্বাস অটল তা আমি অন্তর তা ভালোবাসা যত প্রমাণ দেওয়া তিনি নির্দিষ্ট বাহ্য লক্ষণ সঙ্গ মেলা না বলে কিছু তা তা ভালোবাসা বলে স্বীকার করা পারা না
735,এই ভাবিতে ভাবিতে সেই শূন্য ঘরটার দরজার কাছে আসিয়া বুকের মধ্যে হু হু করিতে লাগিল,এই ভাবা ভাবা সেই শূন্য ঘর দরজা কাছ আসা বুক মধ্যে হু হু করা লাগা
736,হাতটা রেডিও টেলিফোনের কাছে,হাত রেডিও টেলিফোন কাছ
737,আসলে পৃথিবীর জন্মের সময় আর তার অবস্থানই কপাল খুলে দিয়েছে আমাদের এই বাসযোগ্য গ্রহের,আসল পৃথিবী জন্ম সময় আর তিনি অবস্থান কপাল খোলা দেওয়া আমি এই বাসযোগ্য গ্রহ
738,ফুট লম্বা সাদা রঙের ইয়ট জাতীয় নৌকোটির গায়ে নাম লেখা ছিল সায়ো,ফুট লম্বা সাদা রঙ ইয়ট জাতীয় নৌকো গা নাম লেখা থাকা সায়ো
739,বাপান্ত যদি বজ্রনাদ সাজিয়া তর্জনগর্জন করে তাহার ক্ষুদ্র বাঙালিমূর্তি কি ধরা পড়ে না,বাপঅন্ত যদি বজ্রনাদ সাজা তর্জনগর্জন করা তিনি ক্ষুদ্র বাঙালিমূর্তি কি ধরা পড়া না
740,সারা পৃথিবী থেকে প্রবেশিকা পরীক্ষায় অংশ নেওয়া পড়ুয়াদের মধ্যে শতপর্ণার স্থান দ্বিতীয়,সারা পৃথিবী থেকে প্রবেশ পরীক্ষা অংশ নেওয়া পড়ুয়া মধ্যে শতপর্ণা স্থান দ্বিতীয়
741,রীতিমতো দাদাগিরি চালাচ্ছে বৃহস্পতি,রীতিমতো দাদা চালানো বৃহস্পতি
742,বহু বার ধাক্কা মেরেছে,বহু বার ধাক্কা মারা
743,একমাত্র রুখসারের ক্ষেত্রে ভাইরাস আসে দিল্লি থেকে,একমাত্র রুখসার ক্ষেত্র ভাইরাস আসা দিল্লি থেকে
744,স্বপ্নের মধ্যেই টের পেয়েছি আসল ব্যাপারটা অন্য,স্বপ্ন মধ্য টের পাওয়া আসল ব্যাপার অন্য
745,যদি কেহ মরে তো সে ওই দুটি বিদ্বেষবিষজর্জর হতভাগ্য বিহঙ্গ এবং জগতে কেহ সে সংবাদ জানিতেও পায় না,যদি কেউ মরা তো তিনি ও দুই বিদ্বেষবিষজর্জর হতভাগ্য বিহঙ্গ এবং জগৎ কেউ তিনি সংবাদ জানা পাওয়া না
746,কিছুতেই এটা কাটাতে পারলুম না,কিছু এই কাটানো পারা না
747,তৃতীয় পরিচ্ছেদ সহস্র শত্রুর নিকট যে অবিচলিত দুইটি চকিত হরিণনেত্রের নিকট সে পরাভূত,তৃতীয় পরিচ্ছেদ সহস্র শত্রু নিকট যে বিচলিত দুই চকিত হরিণনেত্র নিকট তিনি পরাভব
748,জুতা হাতে করিয়া ছাতা মাথায় দিয়া যে দুই চারিজন পথিক পথ দিয়া চলিতেছিল তাহাদের কোনো দিকে চাহিবার অবসর ছিল না,জুতা হাত করা ছাতা মাথা দেওয়া যে দুই চারজন পথিক পথ দেওয়া চলা সে কোন দিক চাওয়া অবসর থাকা না
749,অর্থাৎ রাজনীতির মুদ্রায় এদের সাফল্য সম্ভাবনা নিশ্চিত নেতাদের রাজনীতির প্ল্যাটফর্ম হিসেবে এদের উপকারিতা চমকপ্রদ,অর্থাৎ রাজনীতি মুদ্রা এ সফল সম্ভাবনা নিশ্চিত নেতা রাজনীতি প্ল্যাটফর্ম হিসাব এ উপকার চমক
750,কন্স্টেবল বলিয়া গেছে থাক্ বেটা তবে এখন বসিয়া থাক্,কন্স্টেবল বলা যাওয়া থাকা বেটা তবে এখন বসা থাকা
751,শেষ পর্যন্ত অনেক বুঝিয়ে সুঝিয়ে গত কাল রাতে ডিমাপুরের মেদঝিফেমা গ্রাম থেকে বাঘিনীর দেহ উদ্ধার করতে সক্ষম হয় পুলিশ ও বন বিভাগ,শেষ পর্যন্ত অনেক বোঝা সোঝা গত কাল রাত ডিমাপুর মেদঝিফেমা গ্রাম থেকে বাঘ দেহ উদ্ধার করা সক্ষম হয় পুলিশ ও বন বিভাগ
752,পুঁচকিকে বিহারে ফেরানো নিয়ে দুই রাজ্যের বনকর্তাদের চাপানউতোরও সামনে এসেছে,পুঁচকি বিহার ফেরানো নেওয়া দুই রাজ্য বনকর্তা চাপানউতোর সামনে আসা
753,এর রেসিপি কাশীপুর এলাকাতে পুরনো দিনের কয়েকজন জানতেন শুধু,এ রেসিপি কাশীপুর এলাকা পুরনো দিন কয়েকজন জানা শুধু
754,পোস্তকে বেটে সামান্য কাঁচা তেল কাঁচা লঙ্কা আর পেঁয়াজ দিয়ে গরম ভাত এককথায় অসাধারণ,পোস্ত বাটা সামান্য কাঁচা তেল কাঁচা লঙ্কা আর পেঁয়াজ দেওয়া গরম ভাত এককথা সাধারণ
755,আমাদের পণ্ডিতমহাশয়ের দুই একত্রে ছিল,আমি পণ্ডিতমহাশয় দুই একত্র থাকা
756,একটি পেপার টাওয়ালে ভাজা রিংগুলো রাখুন,এক পেপার টাওয়াল ভাজা রিং রাখা
757,আমাকে নিয়ে আমার স্ত্রীর লজ্জা সমানই রয়ে গেল,আমি নিয়ে আমি স্ত্রী লজ্জা সমান রওয়া গেল
758,আশপাশেই রয়েছে কিছু বিখ্যাত কালীপুজো,পাশ রওয়া কিছু বিখ্যাত কালীপুজো
759,২৬শে ফাল্গুন মধ্যাহ্নে স্নানের পূর্বে চুল খুলিবার সময় দেখিল চিঠিখানি নাই,২৬শে ফাল্গুন মধ্যাহ্ন স্নান পূর্ব চুল খোলা সময় দেখা চিঠিখান না
760,অনেকের কাছেই তাই ছুটি মানে বিভীষিকা ছুটি এলেই তাঁদের মনপ্রাণ ছটফট করতে থাকে কত তাড়াতাড়ি আবার রুটিনবদ্ধ হওয়া যায়,অনেক কাছ তা ছুটি মানে বিভীষিকা ছুটি আসা তিনি মনপ্রাণ ছটফট করা থাকা কত তাড়াতাড়ি আবার রুটিনবদ্ধ হওয়া যায়
761,একদা প্রাতঃকালে পথের ধারে দাঁড়াইয়া এক বালক আর এক বালকের সহিত একটি অসমসাহসিক অনুষ্ঠান সম্বন্ধে বাজি রাখিয়াছিল,একদা প্রাতঃকাল পথ ধার দাঁড়ানো এক বালক আর এক বালক সহ এক অসমসাহসিক অনুষ্ঠান সম্বন্ধ বাজি রাখা
762,অতএব এই সুরম্য বসন্তসন্ধ্যায় দক্ষিণবায়ুবীজিত রাজান্তঃপুরের নিভৃত উদ্যানে একবার প্রবেশ করা যাক হে পাঠিকা তোমরাও আইস এবং পাঠকগণ ইচ্ছা করিলে তোমরাও অনুবর্তী হইতে পার আমি অভয়দান করিতেছি,অতএব এই সুরম্য বসন্তসন্ধ্যা দক্ষিণবায়ুবিজয় রাজাঅন্তঃপুর নিভৃত উদ্যান একবার প্রবেশ করা যাওয়া হে পাঠক তুমি আসা এবং পাঠক ইচ্ছা করা তুমি অনুবর্তী হওয়া পারা আমি অভয়দান করা
763,পরে পরে দুইবার বিবাহ করিলেন তাহাতে পুত্র না জন্মিয়া কেবলই কলহ জন্মিতে লাগিল,পর পর দুইবার বিবাহ করা তাহা পুত্র না জন্ম কেবল কলহ জন্ম লাগা
764,প্রতিরোধ কর্মসূচিতে ঢিলে দিলে চলবে না,প্রতিরোধ কর্মসূচনা ঢিল দেওয়া চলা না
765,এক বছর আগে কৃষ্ণগহ্বর তত্ত্ব নিয়ে নিজের ভাবনাচিন্তা লিখে শতপর্ণা ই মেল পাঠিয়েছিল নাসায়,এক বছর আগে কৃষ্ণগহ্বর তত্ত্ব নেওয়া নিজ ভাবনাচিন্তা লেখা শতপর্ণা ই মেল পাঠানো নাসা
766,নগেন্দ্র নতমুখে ঘর হইতে বাহির হইবার পথ অন্বেষণ করিতে লাগিল,নগেন্দ্র নতমুখ ঘর হওয়া বাহির হওয়া পথ অন্বেষণ করা লাগা
767,এ বার সাফল্য ধরে রাখার নতুন লড়াই,এ বার সফল ধরা রাখা নতুন লড়াই
768,বাড়ি থেকে অল্প একটু বেরিয়েছি,বাড়ি থেকে অল্প এক বেরানো
769,কড়াইয়ে সাদা তেল গরম করুন,কড়াই সাদা তেল গরম করা
770,ইহার উত্তরে হরিহর দু চারটে সত্য কথা খুব শক্ত করিয়াই বলিলেন,ইহা উত্তর হরিহর দুই চার সত্য কথা খুব শক্ত করা বলা
771,জয়কালীর হৃদয় গলিল না,জয়কালী হৃদয় গলা না
772,কারণ এখানে উল্টো ঘটনাটা ঘটেছে,কারণ এখান উল্টো ঘটনা ঘটা
773,তবে সেটা ছুটির দিনে বেশি দেখা যায়,তবে সে ছুটি দিন বেশি দেখা যায়
774,পালটা ভাঙা,পালটা ভাঙা
775,পুরসভার খবর এই ধরনের ক্ষেত্রে কাউন্সিলর নেতা নেত্রীদের সুপারিশ বিশেষ গুরুত্ব পায়,পুরসভা খবর এই ধরন ক্ষেত্র কাউন্সিলর নেতা নেত্রী সুপারিশ বিশেষ গুরুত্ব পাওয়া
776,চিন সিঙ্গাপুর তাইওয়ানের মতো আরও অনেক দেশে পোস্ত চাষে মানা রয়েছে,চিন সিঙ্গাপুর তাইওয়ান মতো আর অনেক দেশ পোস্ত চাষ মানা রওয়া
777,মনে ভাবলুম কোনো গাঁটকাটাকে শাসন চলছে,মন ভাবা কোন গাঁটকাটা শাসন চলা
778,এমন নামপ্রিয় মানবের নাম বিকৃত করিয়া দিলে তাহার প্রাণের চেয়ে প্রিয়তর স্থানে আঘাত করা হয়,এমন নামপ্রিয় মানব নাম বিকৃত করা দেওয়া তিনি প্রাণ চেয়ে প্রিয় স্থান আঘাত করা হয়
779,দুইর চারিদিনে মধ্যেই ভট্টাচার্যের বাড়িতে পুলিসের সমাগম হইল,দুই চারদিন মধ্য ভট্টাচার্য বাড়ি পুলিস সমাগম হয়
780,পুরপ্রাচীরের উপর লোকে লোকারণ্য,পুরপ্রাচীর উপর লোক লোকারণ্য
781,হাজার হউক একসময়ে উহার অবস্থা ভালো ছিল,হাজার হয় একসময় সে অবস্থা ভালো থাকা
782,আবার একেবারে সম্পর্ক নেই এমনটাই বা বলি কী করে,আবার একেবারে সম্পর্ক না এমন বা বলা কী করা
783,শিষ্য কহিল গুরুদেব অপমানিত সংসার হইতে আমাকে উদ্ধার করিয়া লইয়া চলো তোমার সেবাব্রতে আমি জীবন উৎসর্গ করিব,শিষ্য কহা গুরুদেব অপমান সংসার হওয়া আমি উদ্ধার করা নেওয়া চলা তুমি সেবাব্রত আমি জীবন উৎসর্গ করা
784,চা শিল্পের প্রক্রিয়াকরণ যন্ত্রের আমদানির জন্য এখন শতাংশ হারে আমদানি শুল্ক দিতে হয়,চা শিল্প প্রক্রিয়াকরণ যন্ত্র আমদানি জন্য এখন শতঅংশ হার আমদানি শুল্ক দেওয়া হয়
785,অপর পক্ষে মতান্তর জিনিসটা কলিকা খতম করে মেনে নিতে পারে না,পর পক্ষ মতান্তর জিনিস কলিকা খতম করা মানা নেওয়া পারা না
786,ও যে আমার বহুকালের ব্রক্ষ্মত্র,ও যে আমি বহুকাল ব্রক্ষ্ম
787,তাঁর মনে হল সমাজ ইতিহাস সংস্কৃতি অর্থনীতি সব রকম বৈষম্য থাকা সত্ত্বেও কেবল ভাষার দাবিতে তেলঙ্গানাকে অন্ধ্র রাজ্যের সঙ্গে জুড়ে দেওয়ার কোনও যুক্তি নেই ব্যাপারটার মধ্যে যেন রীতিমত সাম্রাজ্যবাদী আগ্রাসনের গন্ধ আছে,তিনি মন হওয়া সমাজ ইতিহাস সংস্কৃতি অর্থনীতি সব রকম বৈষম্য থাকা সত্ত্ব কেবল ভাষা দাবি তেলঙ্গানা অন্ধ্র রাজ্য সঙ্গ জোড়া দেওয়া কোনও যুক্তি না ব্যাপার মধ্যে যে রীতিমত সাম্রাজ্য আগ্রাসন গন্ধ আছে
788,কাছেই মেডিক্যাল কলেজ আর আমহার্স্ট স্ট্রিটে বিশুদ্ধানন্দ সরস্বতী মাড়োয়ারি হাসপাতাল,কাছ মেডিক্যাল কলেজ আর আমহার্স্ট স্ট্রিট বিশুদ্ধআনন্দ সরস্বতী মাড়োয়ারি হাসপাতাল
789,ক্ষমতা আছে কি না তাহা লইয়া বিনয় বা অহংকার করিতে চাহি না কিন্তু প্রধান কারণ এই যে বিধাতা আমাকে নির্জনচর জীবরূপেই গঠিত করিয়াছিল,ক্ষমতা আছে কি না তাহা নেওয়া বিনয় বা অহংকার করা চাওয়া না কিন্তু প্রধান কারণ এই যে বিধাতা আমি নির্জনচর জীবরূপ গঠন করা
790,আগে ছাদের কার্নিশে কাচের বয়ামে যে আচার শুকোতো তার সদ্ব্যবহার হত প্রতিবেশির পাতে,আগে ছাদ কার্নিশ কাচ বয়াম যে আচার শুকোনো তার সদ্ব্যবহার হওয়া প্রতিবেশি পাত
791,উদরাময়ের প্রকোপও কমাতে হবে,উদরাময় প্রকোপ কম হওয়া
792,বুধবার বিহার বন দফতরের তিন সদস্যের একটি দল ওই পুঁচকিকে ফেরানোর লক্ষ্যেই রসিকবিলে যান,বুধবার বিহার বন দফতর তিন সদস্য এক দল ও পুঁচকি ফেরানো লক্ষ্য রসিকবিল যাওয়া
793,নির্বাচনী অগ্নিপরীক্ষার সামনে দাঁড়ানো কেন্দ্রীয় সরকার তাকে সঙ্গে নিয়েই সরকারি সাফল্যর উদ্যাপন তথা বিজ্ঞাপন করতে চাইছে,নির্বাচন অগ্নিপরীক্ষা সামনে দাঁড়ানো কেন্দ্র সরকার তার সঙ্গ নেওয়া সরকার সফল উদ্যাপন তথা বিজ্ঞাপন করা চাওয়া
794,রানী একদিন পুঁটেকে ভর্ৎসনা করিয়া কহিলেন তোকে যে কোনো কাজেই পাওয়া যায় না সমস্ত দিন করিস কী,রানী একদিন পুঁটে ভর্ৎসনা করা কহা তুই যে কোন কাজ পাওয়া যায় না সমস্ত দিন করা কী
795,রাজা বি এ পাস,রাজা বি এ পাস
796,বহু আন্দোলনের পর এসে গেল তেলঙ্গানাও,বহু আন্দোলন পর আসা গেল তেলঙ্গানা
797,আশু সেজন্য বড়ো অপ্রতিভ দাসীটা কোনোমতে বাড়ি ফিরিলে সে যেন বাঁচে,আশু সেজন্য বড়ো অপ্রতিভ দাসী কোনোমত বাড়ি ফেরা তিনি যে বাঁচা
798,আজ ছবিটা ভিন্ন,আজ ছবি ভিন্ন
799,অনেকদিন ধরেই শিল্পমহলের তরফে এই দাবি উঠেছে,অনেকদিন ধরা শিল্পমহল তরফ এই দাবি ওঠা
800,যথাযথ ব্যবস্থা নেওয়া হবে বলেও জানান তিনি,যথাযথ ব্যবস্থা নেওয়া হওয়া বলা জানা তিনি
801,বিহারের প্রতিনিধি দলটির সদস্য ওয়াইল্ড লাইফ ট্রাস্ট অব ইন্ডিয়ার প্রতিনিধি সুব্রত কুমার বলেন ওই পুকুরে বেশ কয়েকটি ঘড়িয়াল রয়েছে,বিহার প্রতিনিধি দল সদস্য ওয়াইল্ড লাইফ ট্রাস্ট অব ইন্ডিয়া প্রতিনিধি সুব্রত কুমার বলা ও পুকুর বেশ কয়েক ঘড়িয়াল রওয়া
802,কাঞ্চীর সেনাপতি,কাঞ্চী সেনাপতি
803,কবিতার ছন্দের জোর যত তার গলায় ছিল জোর চার গুণ বেশি,কবিতা ছন্দ জোর যত তিনি গলা থাকা জোর চার গুণ বেশি
804,তাও প্রথম প্রথম সার্বিক ভাবে প্রশাসন ও রাজনৈতিক দলগুলির সাহায্য পায়নি স্বাস্থ্য দফতর,তা প্রথম প্রথম সার্বিক ভাব প্রশাসন ও রাজনীতি দল সাহায্য পাওয়া স্বাস্থ্য দফতর
805,তবে যাবতীয় প্রতিকূলতার মধ্যে দাঁড়িয়েও রুখসারেরা দুর্বল পায়ে জোর ফিরে পাচ্ছে এটাই আশার কথা,তবে যাবতীয় প্রতিকূল মধ্যে দাঁড়ানো রুখসার দুর্বল পা জোর ফিরে পাওয়া এ আশা কথা
806,রিভাস এবং তাঁর সঙ্গীরা নৌকোটির মধ্যে ঢুকে চমকে যান,রিভাস এবং তিনি সঙ্গ নৌকো মধ্যে ঢোকা চমক যাওয়া
807,বাবা ব্যস্ত মানুষ উৎসবের সময়েও অফিস,বাবা ব্যস্ত মানুষ উৎসব সময় অফিস
808,জল ফেলে দেওয়া হলে ওদের সমস্যা হত,জল ফেলা দেওয়া হওয়া ও সমস্যা হওয়া
809,বিহারের বনকর্তারা কিন্তু দাবি করেন পুঁচকি তাঁদেরই ঘড়িয়াল,বিহার বনকর্তা কিন্তু দাবি করা পুঁচকি তিনি ঘড়িয়াল
810,তাদের সম্বন্ধে আমার পূর্বরাগ প্রতি মুহূর্তে অন্তরে অন্তরে প্রবল হয়ে উঠেছে,সে সম্বন্ধ আমি পূর্বরাগ প্রতি মুহূর্ত অন্তর অন্তর প্রবল হয়ে ওঠা
811,যেখানে বিপদ সেখানেই তাহার একটা আকর্ষণ ছিল এবং যেখানে শাসন সেখানেই লঙ্ঘন করিবার জন্য তাহার চিত্ত চঞ্চল হইয়া থাকিত,যেখান বিপদ সেখান তিনি এক আকর্ষণ থাকা এবং যেখান শাসন সেখান লঙ্ঘন করা জন্য তিনি চিত্ত চঞ্চল হওয়া থাকা
812,ও সব তো নিছক দেশদ্রোহিতার নামান্তর,ও সব তো নিছক দেশদ্রোহ নামঅন্তর
813,এমন একটা মিষ্টি যদি পাওয়া যেত যেটা বেশ কিছুদিন রেখে দেওয়া যায় তাহলে সঙ্গে আনতাম বেঁধে প্রায়ই মনে মনে ভাবেন রাজা,এমন এক মিষ্টি যদি পাওয়া যাওয়া যে বেশ কিছুদিন রাখা দেওয়া যায় তাহলে সঙ্গ আনা বাঁধা প্রায় মন মন ভাবা রাজা
814,বিহারের বনকর্তাদের দাবি গবেষণার জন্য জিপিএস যন্ত্র লাগানো ওই ঘড়িয়ালটিকে গন্ডক নদীতে ছাড়া হয়,বিহার বনকর্তা দাবি গবেষণা জন্য জিপিএস যন্ত্র লাগানো ও ঘড়িয়াল গন্ডক নদী ছাড়া হয়
815,এমনকী নাগা আন্দোলনের পুরোধাদের সঙ্গে ঢাকঢোল পিটিয়ে সমঝোতা চুক্তিতেও আমাদের আপত্তি নেই,এমন নাগা আন্দোলন পুরোধা সঙ্গ ঢাকঢোল পেটানো সমঝোতা চুক্তি আমি আপত্তি না
816,আমার সরকারের টাকায় তৈরি রাস্তা দিয়ে হাঁটলেও যে আমার কথা ছাড়া অন্য কিছু মানা যায় না তা কি বুঝিয়ে দিতে হবে,আমি সরকার টাকা তৈরি রাস্তা দেওয়া হাঁটা যে আমি কথা ছাড়া অন্য কিছু মানানো যায় না তা কি বোঝা দেওয়া হওয়া
817,আমার কী দশা হইবে,আমার কী দশা হওয়া
818,দিদি এখন ইন্স্পেক্ট্রেস্ অব স্কুল্স্,দিদি এখন ইন্স্পেক্ট্রেস্ অব স্কুল্স্
819,শরীরকে ঠান্ডা করতেও,শরীর ঠান্ডা করা
820,এখন আর সে সুযোগ নাই,এখন আর তিনি সুযোগ না
821,ঘড়িয়ালটিকে পুকুর থেকে ধরে ফিরিয়ে নিয়ে যেতে বিশেষ গাড়িও আনা হয়,ঘড়িয়াল পুকুর থেকে ধরা ফেরা নেওয়া যাওয়া বিশেষ গাড়ি আনা হয়
822,সালে বিহারের কোশি নদীর তীরবর্তী অঞ্চল পোলিয়ো প্রবণ বলে চিহ্নিত হয়,সাল বিহার কোশি নদী তীর অঞ্চল পোলিয়ো প্রবণ বলে চিহ্ন হয়
823,সামান্য নুন শুকনো লঙ্কা গুঁড়ো গোলমরিচ গুঁড়ো ভাজা জিরে গুঁড়ো দিন,সামান্য নুন শুকনো লঙ্কা গুঁড়ো গোলমরিচ গুঁড়ো ভাজা জিরে গুঁড়ো দেওয়া
824,সহসা বুকের মাঝখানে তীর আসিয়া বিঁধিল পান্থ মা বলিয়া ভূতলে পড়িয়া গেল,সহসা বুক মাঝখান তীর আসা বিঁধিল পান্থ মা বলা ভূতল পড়া গেল
825,হৃদয় যতই ব্যথিত থাক কর্মচক্র চলিতেই থাকে,হৃদয় যত ব্যথা থাকা কর্মচক্র চলা থাকা
826,আমি বলতুম আমার অনুগত হবার দরকার নেই আমাকে বাদ দিয়েই তুমি বেরিয়ো,আমি বলা আমি অনুগত হওয়া দরকার না আমি বাদ দেওয়া তুমি বেরানো
827,একটি ক্ষুদ্র পুরাতন গল্প গল্প বলিতে হইবে,এক ক্ষুদ্র পুরাতন গল্প গল্প বলা হওয়া
828,তার ফলে পার্থিব ঋতু বদলে যেতে পারে,তার ফল পৃথিবী ঋতু বদল যাওয়া পারা
829,কেন,কেন
830,পৃথিবীতে একটি মহানদীর তীরে একটি মহারণ্য ছিল,পৃথিবী এক মহাননদী তীর এক মহানঅরণ্য থাকা
831,তবে এই মরসুমে খুব বেশি তেলের খাবার না খেয়ে পেঁয়াজের রিং দিয়ে এক বার খিচুড়ি খেয়ে দেখতেই পারেন,তবে এই মরসুম খুব বেশি তেল খাবার না খাওয়া পিঁয়াজ রিং দেওয়া এক বার খিচুড়ি খাওয়া দেখা পারা
832,ফিলিপিন্সের বারোবো থানার পুলিশ ঘটনাটির তদন্ত শুরু করে,ফিলিপিন্স বারোবো থানা পুলিশ ঘটনা তদন্ত শুরু করা
833,যদি নাও থাকে তেমন দাবি যে পদ্ধতিতে তেলঙ্গানা আন্দোলন হল সেই পদ্ধতিতেই তার অভ্যন্তরের ভবিষ্যৎ আন্দোলন জন্ম নেবে এই সম্ভাবনা প্রবল,যদি না থাকা তেমন দাবি যে পদ্ধতি তেলঙ্গানা আন্দোলন হওয়া সেই পদ্ধতি তার অভ্যন্তর ভবিষ্য আন্দোলন জন্ম নেওয়া এই সম্ভাবনা প্রবল
834,সঙ্গে মাসে মোটা অঙ্কের সাম্মানিকও দেওয়া হবে তাকে,সঙ্গ মাস মোটা অঙ্ক সম্মান দেওয়া হওয়া তার
835,গল্পটার মধ্যে সুখদুঃখের কথা কী আছে জিজ্ঞাসা করিতেছ,গল্প মধ্যে সুখদুঃখ কথা কী আছে জিজ্ঞাসা করা
836,পাড়ায় কে এল কে বা পাড়া ছেড়ে অন্যত্র গেল সে খবর রাখার সময় কারই বা আছে,পাড়া কে এল কে বা পাড়া ছাড়া অন্য গেল তিনি খবর রাখা সময় কে বা আছে
837,গত অর্থবর্ষে এ দেশে কোটি কিলোগ্রাম চা উৎপন্ন হয়,গত অর্থবর্ষ এ দেশ কোটি কিলোগ্রাম চা উৎপাদন হয়
838,এমন সময় পশ্চাৎ হইতে একটি পুরুষের কণ্ঠ গভীর আবেগভরে কম্পিত রুদ্ধস্বরে বলিয়া উঠিল রাজকুমারী,এমন সময় পশ্চাৎ হওয়া এক পুরুষ কণ্ঠ গভীর আবেগভরা কম্পন রুদ্ধস্বর বলা ওঠা রাজকুমারী
839,এমন কী সমস্ত ফাইবারও থাকে আলুর খোসার মধ্যেই,এমন কী সমস্ত ফাইবার থাকা আলু খোসা মধ্য
840,সময়ের সঙ্গে কমলেও হারায়নি এ পাড়ার আড্ডা,সময় সঙ্গ কমানো হারানো এ পাড়া আড্ডা
841,যে সরোবরে তাঁর শ্বেতপদ্ম ফোটে সেই সরোবরের জলে দেশের কপাল পোড়ানো আগুন নেবে না বরঞ্চ বাড়ে এমনি একটা রব উঠেছিল,যে সরোবর তিনি শ্বেতপদ্ম ফোটা সেই সরোবর জল দেশ কপাল পোড়ানো আগুন নেওয়া না বরং বাড়ানো এমন এক রব ওঠা
842,কিংবা ধরা যাক এক পরিবারে চার পাঁচ জন সদস্য,কিংবা ধরা যাওয়া এক পরিবার চার পাঁচ জন সদস্য
843,আমার নাম গিরীন্দ্র,আমি নাম গিরীন্দ্র
844,স্বামীর আধঘণ্টা খাবার সময় অতীত হইয়া গেলে অসহ্য হয় আর স্বামীর আশ্রিতকে দূর করিয়া দিলে তাহার একমুষ্টি অন্ন জুটিবে না এ সম্বন্ধে সে সম্পূর্ণ উদাসীন,স্বামী আধাঘণ্টা খাবার সময় অতীত হওয়া যাওয়া সহ্য হয় আর স্বামী আশ্রয় দূর করা দেওয়া তিনি একমুষ্টি অন্ন জোটা না এ সম্বন্ধ তিনি সম্পূর্ণ উদাসীন
845,আর বুধ শুক্র পৃথিবী ও মঙ্গলের মতো পাথুরে ছোট গ্রহগুলো রয়েছে সূর্যের অনেক বেশি কাছাকাছি,আর বুধ শুক্র পৃথিবী ও মঙ্গল মতো পাথর ছোট গ্রহ রওয়া সূর্য অনেক বেশি কাছ
846,ত্রিপাঠী জানান গ্রামবাসীরা আত্মরক্ষার্থে গুলি চালিয়েছেন,ত্রিপাঠী জানা গ্রামবাসা আত্মরক্ষা গুলি চালানো
847,যথেষ্ট আনন্দ এ বার না হলে অন্য বার হবে,যথেষ্ট আনন্দ এ বার না হওয়া অন্য বার হওয়া
848,অথচ আফিমের দোষটা সরিয়ে দিলে পোস্তর হাজারো গুণ,অথচ আফিম দোষ সরানো দেওয়া পোস্ত হাজার গুণ
849,আর সূর্য জন্মানোর পর ঘন গ্যাসের যে মেঘটুকু পড়ে ছিল তা দিয়েই গড়ে উঠেছিল উরট্ ক্সাউড,আর সূর্য জন্ম পর ঘন গ্যাস যে মেঘ পড়া থাকা তা দেওয়া গড়া ওঠা উরট্ ক্সাউড
850,এলাকার বাজার বলতে কলেজ স্ট্রিট বাজার,এলাকা বাজার বলা কলেজ স্ট্রিট বাজার
851,যেখানে তিনি উপস্থিত থাকিতেন সেখানে তিনিই যে সকলের প্রধান-পদে সে সম্বন্ধে তাঁহার নিজের অথবা উপস্থিত কোনো ব্যক্তির মনে কিছুমাত্র সন্দেহ থাকিত না,যেখান তিনি উপস্থিত থাকা সেখান সে যে সকল প্রধানপদ তিনি সম্বন্ধ তিনি নিজ অথবা উপস্থিত কোন ব্যক্তি মন কিছুমাত্র সন্দেহ থাকা না
852,মমতা বন্দ্যোপাধ্যায় সরকারের দাবি যেমন বন্ধ চা বাগানের জন্য বিশেষ প্যাকেজ তৈরি হয়েছিল এ বারও নাবার্ড ও বাণিজ্যিক ব্যাঙ্কগুলির সঙ্গে আলোচনা করে একই ধরনের প্যাকেজের ঘোষণা হোক,মমতা বন্দ্যোপাধ্যায় সরকার দাবি যেমন বন্ধ চা বাগান জন্য বিশেষ প্যাকেজ তৈরি হওয়া এ বার নাবার্ড ও বাণিজ্য ব্যাঙ্ক সঙ্গ আলোচনা করা এক ধরন প্যাকেজ ঘোষণা হওয়া
853,চা শিল্পের জন্য শুল্ক ছাড় অরুণ জেটলির বাজেটে এমনটাই সুখবর থাকতে পারে উত্তরবঙ্গের জন্য,চা শিল্প জন্য শুল্ক ছাড়া অরুণ জেটলি বাজেট এমন সুখবর থাকা পারা উত্তরবঙ্গ জন্য
