Inflected_Word,Lemma,POS
আত্মপ্রত্যয়ী,আত্মপ্রত্যয়,বিশেষ্য
আত্মপ্রত্যয়ের,আত্মপ্রত্যয়,বিশেষ্য
আত্মপ্রশংসাকারী,আত্মপ্রশংসা,বিশেষ্য
আত্মপ্রশংসায়,আত্মপ্রশংসা,বিশেষ্য
আত্মপ্রশংসার,আত্মপ্রশংসা,বিশেষ্য
আত্মবলিদান,আত্মবলি,বিশেষ্য
আত্মবলিদানকারী,আত্মবলি,বিশেষ্য
আত্মবলিদানে,আত্মবলি,বিশেষ্য
আত্মবলিদানের,আত্মবলি,বিশেষ্য
আত্মবিকাশকারী,আত্মবিকাশ,বিশেষ্য
আত্মবিকাশের,আত্মবিকাশ,বিশেষ্য
আত্মবিশ্বাসই,আত্মবিশ্বাস,বিশেষ্য
আত্মবিশ্বাসও,আত্মবিশ্বাস,বিশেষ্য
আত্মবিশ্বাসকে,আত্মবিশ্বাস,বিশেষ্য
আত্মবিশ্বাসকেই,আত্মবিশ্বাস,বিশেষ্য
আত্মবিশ্বাসটা,আত্মবিশ্বাস,বিশেষ্য
আত্মবিসর্জনে,আত্মবিসর্জন,বিশেষ্য
আত্মবিসর্জনের,আত্মবিসর্জন,বিশেষ্য
আত্মমর্যাদাটুকু,আত্মমর্যাদা,বিশেষ্য
আত্মমর্যাদাবোধ,আত্মমর্যাদা,বিশেষ্য
আত্মমর্যাদায়,আত্মমর্যাদা,বিশেষ্য
আত্মমর্যাদার,আত্মমর্যাদা,বিশেষ্য
আত্মমর্যাদাহীন,আত্মমর্যাদা,বিশেষ্য
আত্মরক্ষাই,আত্মরক্ষা,বিশেষ্য
আত্মরক্ষাকারী,আত্মরক্ষা,বিশেষ্য
আত্মরক্ষামূলক,আত্মরক্ষা,বিশেষ্য
আত্মরক্ষায়,আত্মরক্ষা,বিশেষ্য
আত্মরক্ষার,আত্মরক্ষা,বিশেষ্য
আত্মরতিমুক্ত,আত্মরতি,বিশেষ্য
আত্মরতিমূলক,আত্মরতি,বিশেষ্য
আত্মরতির,আত্মরতি,বিশেষ্য
আত্মশক্তিতে,আত্মশক্তি,বিশেষ্য
আত্মশক্তির,আত্মশক্তি,বিশেষ্য
আত্মশক্তিতেই,আত্মশক্তি,বিশেষ্য
আত্মশক্তিরই,আত্মশক্তি,বিশেষ্য
আত্মশুদ্ধিই,আত্মশুদ্ধি,বিশেষ্য
আত্মশুদ্ধিকে,আত্মশুদ্ধি,বিশেষ্য
আত্মশুদ্ধির,আত্মশুদ্ধি,বিশেষ্য
আত্মশুদ্ধিরও,আত্মশুদ্ধি,বিশেষ্য
আত্মসংযমবোধ,আত্মসংযম,বিশেষ্য
আত্মসংযমী,আত্মসংযম,বিশেষ্য
আত্মসংযমে,আত্মসংযম,বিশেষ্য
আত্মসংযমের,আত্মসংযম,বিশেষ্য
আত্মসন্তুষ্টিতে,আত্মসন্তুষ্ট,বিশেষণ
আত্মসন্তুষ্টির,আত্মসন্তুষ্ট,বিশেষণ
আত্মসমর্পণই,আত্মসমর্পণ,বিশেষ্য
আত্মসমর্পণও,আত্মসমর্পণ,বিশেষ্য
আত্মসমর্পণকারী,আত্মসমর্পণ,বিশেষ্য
আত্মসমর্পণস্থলে,আত্মসমর্পণ,বিশেষ্য
আত্মসমর্পণে,আত্মসমর্পণ,বিশেষ্য
আত্মসম্মানকে,আত্মসম্মান,বিশেষ্য
আত্মসম্মানবোধ,আত্মসম্মান,বিশেষ্য
আত্মসম্মানে,আত্মসম্মান,বিশেষ্য
আত্মসম্মানেই,আত্মসম্মান,বিশেষ্য
আত্মসম্মানের,আত্মসম্মান,বিশেষ্য
আত্মসাৎকারী,আত্মসাৎ,বিশেষ্য
আত্মসাৎকারীদের,আত্মসাৎ,বিশেষ্য
আত্মসাৎকৃত,আত্মসাৎ,বিশেষ্য
আত্মসাৎসহ,আত্মসাৎ,বিশেষ্য
আত্মহত্যাই,আত্মহত্যা,বিশেষ্য
আত্মহত্যাও,আত্মহত্যা,বিশেষ্য
আত্মহত্যাকে,আত্মহত্যা,বিশেষ্য
আত্মহত্যায়,আত্মহত্যা,বিশেষ্য
আত্মহত্যার,আত্মহত্যা,বিশেষ্য
আত্মাই,আত্মা,বিশেষ্য
আত্মাও,আত্মা,বিশেষ্য
আত্মাকে,আত্মা,বিশেষ্য
আত্মাটা,আত্মা,বিশেষ্য
আত্মাটির,আত্মা,বিশেষ্য
আত্মীয়ই,আত্মীয়,বিশেষ্য
আত্মীয়ও,আত্মীয়,বিশেষ্য
আত্মীয়করণ,আত্মীয়,বিশেষ্য
আত্মীয়কে,আত্মীয়,বিশেষ্য
আত্মীয়টা,আত্মীয়,বিশেষ্য
আত্মীয়তাও,আত্মীয়তা,বিশেষ্য
আত্মীয়তাটা,আত্মীয়তা,বিশেষ্য
আত্মীয়তায়,আত্মীয়তা,বিশেষ্য
আত্মীয়তার,আত্মীয়তা,বিশেষ্য
আত্মীয়তাসূত্রে,আত্মীয়তা,বিশেষ্য
আত্মোৎসর্গকারী,আত্মোৎসর্গ,বিশেষ্য
আত্মোৎসর্গে,আত্মোৎসর্গ,বিশেষ্য
আত্মোৎসর্গের,আত্মোৎসর্গ,বিশেষ্য
আদতে,আদত,বিশেষণ
আদতেই,আদত,বিশেষণ
আদতেও,আদত,বিশেষণ
আদবকায়দা,আদব,বিশেষ্য
আদবকেতা,আদব,বিশেষ্য
আদবে,আদব,বিশেষ্য
আদবেই,আদব,বিশেষ্য
আদবের,আদব,বিশেষ্য
আদর্শই,আদর্শ,বিশেষ্য
আদর্শও,আদর্শ,বিশেষ্য
আদর্শকে,আদর্শ,বিশেষ্য
আদর্শকেই,আদর্শ,বিশেষ্য
আদর্শগত,আদর্শ,বিশেষ্য
আদর্শগুলো,আদর্শ,বিশেষ্য
আদলও,আদল,বিশেষ্য
আদলটা,আদল,বিশেষ্য
আদলটাই,আদল,বিশেষ্য
আদলটি,আদল,বিশেষ্য
আদলটিকে,আদল,বিশেষ্য
আদাই,আদা,বিশেষ্য
আদাচাষি,আদা,বিশেষ্য
আদাকুচি,আদা,বিশেষ্য
আদাখোলা,আদা,বিশেষ্য
আদাগুলো,আদা,বিশেষ্য
আদানপ্রদানে,আদানপ্রদান,বিশেষ্য
আদানপ্রদানের,আদানপ্রদান,বিশেষ্য
আদায়ই,আদায়,বিশেষ্য
আদায়ও,আদায়,বিশেষ্য
আদায়কৃত,আদায়,বিশেষ্য
আদায়কে,আদায়,বিশেষ্য
আদায়সহ,আদায়,বিশেষ্য
আদালতই,আদালত,বিশেষ্য
আদালতও,আদালত,বিশেষ্য
আদালতকক্ষ,আদালত,বিশেষ্য
আদালতকে,আদালত,বিশেষ্য
আদালতটি,আদালত,বিশেষ্য
আদিকাল,আদি,বিশেষণ
আদিকালে,আদি,বিশেষণ
আদিগণের,আদি,বিশেষণ
আদিগন্ত,আদি,বিশেষণ
আদিবাসীই,আদিবাসী,বিশেষ্য
আদিবাসীও,আদিবাসী,বিশেষ্য
আদিবাসীকে,আদিবাসী,বিশেষ্য
আদিবাসীগণ,আদিবাসী,বিশেষ্য
আদিবাসীদের,আদিবাসী,বিশেষ্য
আদ্যকথার,আদ্য,বিশেষণ
আদ্যকৃত্য,আদ্য,বিশেষণ
আদ্যক্ষর,আদ্য,বিশেষণ
আদ্যপান্ত,আদ্য,বিশেষণ
আদ্যপ্রান্ত,আদ্য,বিশেষণ
আধটা,আধ,বিশেষণ
আধটু,আধ,বিশেষণ
আধা,আধ,বিশেষণ
আধাআধি,আধ,বিশেষণ
আধাপাকা,আধ,বিশেষণ
আধিক্যই,আধিক্য,বিশেষ্য
আধিক্যও,আধিক্য,বিশেষ্য
আধিক্যবাচক,আধিক্য,বিশেষ্য
আধিক্যে,আধিক্য,বিশেষ্য
আধিক্যের,আধিক্য,বিশেষ্য
আধিপত্যই,আধিপত্য,বিশেষ্য
আধিপত্যও,আধিপত্য,বিশেষ্য
আধিপত্যকে,আধিপত্য,বিশেষ্য
আধিপত্যটা,আধিপত্য,বিশেষ্য
আধিপত্যবাদ,আধিপত্য,বিশেষ্য
আধুনিকই,আধুনিক,বিশেষণ
আধুনিককাল,আধুনিক,বিশেষণ
আধুনিকতম,আধুনিক,বিশেষণ
আধুনিকতর,আধুনিক,বিশেষণ
আধুনিকতা,আধুনিক,বিশেষণ
আধুনিকায়ন,আধুনিকা,বিশেষণ
আধুনিকায়নই,আধুনিকা,বিশেষণ
আধুনিকায়নও,আধুনিকা,বিশেষণ
আধুনিকায়নকাজ,আধুনিকা,বিশেষণ
আধুনিকার,আধুনিকা,বিশেষণ
আধোআধো,আধো,বিশেষণ
আধোআধোপনা,আধো,বিশেষণ
আধোঘুমের,আধো,বিশেষণ
আধোবোজা,আধো,বিশেষণ
আধোবোল,আধো,বিশেষণ
আধোয়া,আধো,বিশেষণ
আধ্যাত্মিকতা,আধ্যাত্মিক,বিশেষণ
আধ্যাত্মিকতাও,আধ্যাত্মিক,বিশেষণ
আধ্যাত্মিকতায়,আধ্যাত্মিক,বিশেষণ
আধ্যাত্মিকতার,আধ্যাত্মিক,বিশেষণ
আধ্যাত্মিকতাসহ,আধ্যাত্মিক,বিশেষণ
আনছি,আনা,ক্রিয়া
আনছিল,আনা,ক্রিয়া
আনছিলাম,আনা,ক্রিয়া
আনছে,আনা,ক্রিয়া
আনছেন,আনা,ক্রিয়া
আনমনা,আনমন,বিশেষণ
আনমনাও,আনমন,বিশেষণ
আনমনীয়,আনমন,বিশেষণ
আনমনে,আনমন,বিশেষণ
আনমনেই,আনমন,বিশেষণ
আনুকূল্যও,আনুকূল্য,বিশেষ্য
আনুকূল্যপ্রাপ্ত,আনুকূল্য,বিশেষ্য
আনুকূল্যে,আনুকূল্য,বিশেষ্য
আনুকূল্যেই,আনুকূল্য,বিশেষ্য
আনুকূল্যের,আনুকূল্য,বিশেষ্য
আনুগত্যই,আনুগত্য,বিশেষ্য
আনুগত্যও,আনুগত্য,বিশেষ্য
আনুগত্যকে,আনুগত্য,বিশেষ্য
আনুগত্যে,আনুগত্য,বিশেষ্য
আনুগত্যের,আনুগত্য,বিশেষ্য
আনুপাতিকভাবে,আনুপাতিক,বিশেষণ
আনুপাতিকভাবেই,আনুপাতিক,বিশেষণ
আনুপাতিকহারে,আনুপাতিক,বিশেষণ
আনুষ্ঠানিকতা,আনুষ্ঠানিক,বিশেষণ
আনুষ্ঠানিকতাই,আনুষ্ঠানিক,বিশেষণ
আনুষ্ঠানিকতাও,আনুষ্ঠানিক,বিশেষণ
আনুষ্ঠানিকতায়,আনুষ্ঠানিক,বিশেষণ
আনুষ্ঠানিকতার,আনুষ্ঠানিক,বিশেষণ
আনুষ্ঠানিকভাবে,আনুষ্ঠানিক,বিশেষণ
আন্তরিকতাই,আন্তরিকতা,বিশেষ্য
আন্তরিকতাও,আন্তরিকতা,বিশেষ্য
আন্তরিকতাকে,আন্তরিকতা,বিশেষ্য
আন্তরিকতায়,আন্তরিকতা,বিশেষ্য
আন্তরিকতার,আন্তরিকতা,বিশেষ্য
আন্তর্জাতিকই,আন্তর্জাতিক,বিশেষণ
আন্তর্জাতিকতা,আন্তর্জাতিক,বিশেষণ
আন্তর্জাতিকতাবাদ,আন্তর্জাতিক,বিশেষণ
আন্তর্জাতিকতায়,আন্তর্জাতিক,বিশেষণ
আন্তর্জাতিকতার,আন্তর্জাতিক,বিশেষণ
আন্দাজমতো,আন্দাজ,বিশেষ্য
আন্দাজি,আন্দাজ,বিশেষ্য
আন্দাজে,আন্দাজ,বিশেষ্য
আন্দাজের,আন্দাজ,বিশেষ্য
আন্দোলনই,আন্দোলন,বিশেষ্য
আন্দোলনও,আন্দোলন,বিশেষ্য
আন্দোলনকর্মী,আন্দোলন,বিশেষ্য
আন্দোলনকালে,আন্দোলন,বিশেষ্য
আন্দোলনকে,আন্দোলন,বিশেষ্য
আপৎকাল,আপৎ,বিশেষ্য
আপৎকালীন,আপৎ,বিশেষ্য
আপনই,আপন,বিশেষণ
আপনকার,আপন,বিশেষণ
আপনকে,আপন,বিশেষণ
আপনখ্যাত,আপন,বিশেষণ
আপনঘরে,আপন,বিশেষণ
আপনজন,আপন,বিশেষণ
আপসও,আপস,সর্বনাম
আপসকামিতা,আপস,সর্বনাম
আপসকামী,আপস,সর্বনাম
আপসটা,আপস,সর্বনাম
আপসনামা,আপস,সর্বনাম
আপসহীনই,আপসহীন,বিশেষণ
আপসহীনতা,আপসহীন,বিশেষণ
আপসহীনতাই,আপসহীন,বিশেষণ
আপসহীনতার,আপসহীন,বিশেষণ
আপসহীনভাবে,আপসহীন,বিশেষণ
আপাতদৃশ্যের,আপাত,বিশেষ্য
আপাতদৃষ্টিতে,আপাত,বিশেষ্য
আপাতদৃষ্টির,আপাত,বিশেষ্য
আপাতভাবে,আপাত,বিশেষ্য
আপাতমধুর,আপাত,বিশেষ্য
আপাদমস্তকই,আপাদমস্তক,ক্রিয়াবিশেষণ
আপাদমস্তকে,আপাদমস্তক,ক্রিয়াবিশেষণ
আপামরজনে,আপামর,ক্রিয়াবিশেষণ
আপামরসাধারণ,আপামর,ক্রিয়াবিশেষণ
আপিলই,আপিল,বিশেষ্য
আপিলও,আপিল,বিশেষ্য
আপিলটাকে,আপিল,বিশেষ্য
আপিলটি,আপিল,বিশেষ্য
আপিলসংক্রান্ত,আপিল,বিশেষ্য
আপিলসহ,আপিল,বিশেষ্য
আপিলকারীকে,আপিলকারী,বিশেষ্য
আপিলকারীগণ,আপিলকারী,বিশেষ্য
আপিলকারীগণের,আপিলকারী,বিশেষ্য
আপিলকারীদের,আপিলকারী,বিশেষ্য
আপিলকারীর,আপিলকারী,বিশেষ্য
আপেক্ষিকতাবাদ,আপেক্ষিকতা,বিশেষ্য
আপেক্ষিকতাবাদের,আপেক্ষিকতা,বিশেষ্য
আপেক্ষিকতার,আপেক্ষিকতা,বিশেষ্য
আপেক্ষিকবাদ,আপেক্ষিক,বিশেষণ
আপেক্ষিকভাবে,আপেক্ষিক,বিশেষণ
আপেলকে,আপেল,বিশেষ্য
আপেলগাছ,আপেল,বিশেষ্য
আপেলগুলো,আপেল,বিশেষ্য
আপেলজাতীয়,আপেল,বিশেষ্য
আপেলটি,আপেল,বিশেষ্য
আপেলসহ,আপেল,বিশেষ্য
আপেলে,আপেল,বিশেষ্য
আপেলের,আপেল,বিশেষ্য
আপ্তকথার,আপ্ত,বিশেষণ
আপ্তগণ,আপ্ত,বিশেষণ
আপ্তবচন,আপ্ত,বিশেষণ
আপ্তবাক্য,আপ্ত,বিশেষণ
আপ্তসুখী,আপ্ত,বিশেষণ
আপ্যায়নও,আপ্যায়ন,বিশেষ্য
আপ্যায়নকারী,আপ্যায়ন,বিশেষ্য
আপ্যায়নটা,আপ্যায়ন,বিশেষ্য
আপ্যায়নেও,আপ্যায়ন,বিশেষ্য
আপ্যায়নের,আপ্যায়ন,বিশেষ্য
আফগানই,আফগান,বিশেষ্য
আফগানকে,আফগান,বিশেষ্য
আফগানদের,আফগান,বিশেষ্য
আফগাননীতি,আফগান,বিশেষ্য
আফগানযুদ্ধের,আফগান,বিশেষ্য
আফগানরা,আফগান,বিশেষ্য
আফ্রিকাই,আফ্রিকা,বিশেষ্য
আফ্রিকাও,আফ্রিকা,বিশেষ্য
আফ্রিকাকে,আফ্রিকা,বিশেষ্য
আফ্রিকাগামী,আফ্রিকা,বিশেষ্য
আফ্রিকাজুড়ে,আফ্রিকা,বিশেষ্য
আফ্রিকাতে,আফ্রিকা,বিশেষ্য
আফ্রিকানই,আফ্রিকান,বিশেষ্য
আফ্রিকানও,আফ্রিকান,বিশেষ্য
আফ্রিকানকে,আফ্রিকান,বিশেষ্য
আফ্রিকানদের,আফ্রিকান,বিশেষ্য
আফ্রিকানরা,আফ্রিকান,বিশেষ্য
আবক্ষমূর্তি,আবক্ষ,বিশেষণ
আবক্ষমূর্তিটি,আবক্ষ,বিশেষণ
আবক্ষমূর্তির,আবক্ষ,বিশেষণ
আবছাভাবে,আবছা,বিশেষ্য
আবছামতো,আবছা,বিশেষ্য
আবছায়া,আবছায়া,বিশেষ্য
আবছায়ার,আবছায়া,বিশেষ্য
আবছার,আবছায়া,বিশেষ্য
আবছারকে,আবছায়া,বিশেষ্য
আবডালে,আবডাল,বিশেষ্য
আবডালেই,আবডাল,বিশেষ্য
আবডালের,আবডাল,বিশেষ্য
আবদারই,আবদার,বিশেষ্য
আবদারও,আবদার,বিশেষ্য
আবদারকে,আবদার,বিশেষ্য
আবদারটা,আবদার,বিশেষ্য
আবদারটুকু,আবদার,বিশেষ্য
আবদারে,আবদার,বিশেষ্য
আবদ্ধকরণ,আবদ্ধ,বিশেষণ
আবদ্ধতা,আবদ্ধ,বিশেষণ
আবদ্ধতায়,আবদ্ধ,বিশেষণ
আবদ্ধপ্রায়,আবদ্ধ,বিশেষণ
আবরণকারী,আবরণ,বিশেষ্য
আবরণকে,আবরণ,বিশেষ্য
আবরণকোষের,আবরণ,বিশেষ্য
আবরণটি,আবরণ,বিশেষ্য
আবরণে,আবরণ,বিশেষ্য
আবর্জনাও,আবর্জনা,বিশেষ্য
আবর্জনাকে,আবর্জনা,বিশেষ্য
আবর্জনাতেই,আবর্জনা,বিশেষ্য
আবর্জনাপূর্ণ,আবর্জনা,বিশেষ্য
আবর্জনাবাহী,আবর্জনা,বিশেষ্য
আবর্তনও,আবর্তন,বিশেষ্য
আবর্তনটা,আবর্তন,বিশেষ্য
আবর্তনটিও,আবর্তন,বিশেষ্য
আবর্তনী,আবর্তন,বিশেষ্য
আবর্তনে,আবর্তন,বিশেষ্য
আবশ্যকও,আবশ্যক,বিশেষণ
আবশ্যকতা,আবশ্যক,বিশেষণ
আবশ্যকতাকে,আবশ্যক,বিশেষণ
আবশ্যকতার,আবশ্যক,বিশেষণ
আবশ্যকীয়,আবশ্যক,বিশেষণ
আবশ্যিকতা,আবশ্যিক,বিশেষণ
আবশ্যিকভাবে,আবশ্যিক,বিশেষণ
আবশ্যিকভাবেই,আবশ্যিক,বিশেষণ
আবহই,আবহ,বিশেষ্য
আবহও,আবহ,বিশেষ্য
আবহকে,আবহ,বিশেষ্য
আবহটা,আবহ,বিশেষ্য
আবহটি,আবহ,বিশেষ্য
আবহমানকাল,আবহমান,বিশেষণ
আবহমানকালের,আবহমান,বিশেষণ
আবহসংগীতও,আবহসংগীত,বিশেষ্য
আবহসংগীতে,আবহসংগীত,বিশেষ্য
আবহসংগীতের,আবহসংগীত,বিশেষ্য
আবহাওয়াই,আবহাওয়া,বিশেষ্য
আবহাওয়াও,আবহাওয়া,বিশেষ্য
আবহাওয়াকে,আবহাওয়া,বিশেষ্য
আবহাওয়াজনিত,আবহাওয়া,বিশেষ্য
আবহাওয়াটা,আবহাওয়া,বিশেষ্য
আবাদই,আবাদ,বিশেষ্য
আবাদও,আবাদ,বিশেষ্য
আবাদটা,আবাদ,বিশেষ্য
আবাদটি,আবাদ,বিশেষ্য
আবাদযোগ্য,আবাদ,বিশেষ্য
আবাসও,আবাস,বিশেষ্য
আবাসক্ষেত্র,আবাস,বিশেষ্য
আবাসগৃহ,আবাস,বিশেষ্য
আবাসঘরটি,আবাস,বিশেষ্য
আবাসটি,আবাস,বিশেষ্য
আবাসভূমিকে,আবাসভূমি,বিশেষ্য
আবাসভূমিগুলো,আবাসভূমি,বিশেষ্য
আবাসভূমিতে,আবাসভূমি,বিশেষ্য
আবাসভূমিতেও,আবাসভূমি,বিশেষ্য
আবাসভূমির,আবাসভূমি,বিশেষ্য
আবাসস্থলকে,আবাসস্থল,বিশেষ্য
আবাসস্থলগুলো,আবাসস্থল,বিশেষ্য
আবাসস্থলে,আবাসস্থল,বিশেষ্য
আবাসস্থলেও,আবাসস্থল,বিশেষ্য
আবাসস্থলের,আবাসস্থল,বিশেষ্য
আবাহনগীতি,আবাহন,বিশেষ্য
আবাহনটাও,আবাহন,বিশেষ্য
আবাহনসংগীত,আবাহন,বিশেষ্য
আবাহনীই,আবাহনী,বিশেষ্য
আবাহনীও,আবাহনী,বিশেষ্য
আবাহনীকে,আবাহনী,বিশেষ্য
আবাহনীতে,আবাহনী,বিশেষ্য
আবাহনীর,আবাহনী,বিশেষ্য
আবিরখেলা,আবির,বিশেষ্য
আবিরপাড়া,আবির,বিশেষ্য
আবিরমাখা,আবির,বিশেষ্য
আবিরাথন,আবির,বিশেষ্য
আবির্ভাবই,আবির্ভাব,বিশেষ্য
আবির্ভাবকাল,আবির্ভাব,বিশেষ্য
আবির্ভাবকে,আবির্ভাব,বিশেষ্য
আবির্ভাবটা,আবির্ভাব,বিশেষ্য
আবির্ভাবে,আবির্ভাব,বিশেষ্য
আবির্ভাবেই,আবির্ভাব,বিশেষ্য
আবির্ভাবের,আবির্ভাব,বিশেষ্য
আবিষ্কারই,আবিষ্কার,বিশেষ্য
আবিষ্কারও,আবিষ্কার,বিশেষ্য
আবিষ্কারক,আবিষ্কার,বিশেষ্য
আবিষ্কারকে,আবিষ্কার,বিশেষ্য
আবিষ্কারটা,আবিষ্কার,বিশেষ্য
আবিষ্কারটি,আবিষ্কার,বিশেষ্য
আবীরও,আবীর,বিশেষ্য
আবীরকে,আবীর,বিশেষ্য
আবীরখেলা,আবীর,বিশেষ্য
আবীরের,আবীর,বিশেষ্য
আবৃতজীবী,আবৃত,বিশেষণ
আবৃতবীজি,আবৃত,বিশেষণ
আবৃতবীজী,আবৃত,বিশেষণ
আবৃতা,আবৃত,বিশেষণ
আবৃতার,আবৃত,বিশেষণ
আবৃত্তিও,আবৃত্তি,বিশেষ্য
আবৃত্তিকর্মীদের,আবৃত্তি,বিশেষ্য
আবৃত্তিকলার,আবৃত্তি,বিশেষ্য
আবৃত্তিকার,আবৃত্তি,বিশেষ্য
আবৃত্তিটা,আবৃত্তি,বিশেষ্য
আবৃত্তিতে,আবৃত্তি,বিশেষ্য
আবেগই,আবেগ,বিশেষ্য
আবেগঋদ্ধ,আবেগ,বিশেষ্য
আবেগও,আবেগ,বিশেষ্য
আবেগকম্পিত,আবেগ,বিশেষ্য
আবেগকে,আবেগ,বিশেষ্য
আবেগগত,আবেগ,বিশেষ্য
আবেগগুলো,আবেগ,বিশেষ্য
আবেদনকারীই,আবেদনকারী,বিশেষ্য
আবেদনকারীকে,আবেদনকারী,বিশেষ্য
আবেদনকারীগণ,আবেদনকারী,বিশেষ্য
আবেদনকারীদের,আবেদনকারী,বিশেষ্য
আবেদনকারীসহ,আবেদনকারী,বিশেষ্য
আবেদনই,আবেদন,বিশেষ্য
আবেদনও,আবেদন,বিশেষ্য
আবেদনকে,আবেদন,বিশেষ্য
আবেদনটা,আবেদন,বিশেষ্য
আবেদনটি,আবেদন,বিশেষ্য
আবেদনপত্রই,আবেদনপত্র,বিশেষ্য
আবেদনপত্রও,আবেদনপত্র,বিশেষ্য
আবেদনপত্রকে,আবেদনপত্র,বিশেষ্য
আবেদনপত্রটা,আবেদনপত্র,বিশেষ্য
আবেদনপত্রটি,আবেদনপত্র,বিশেষ্য
আবেদনপত্রে,আবেদনপত্র,বিশেষ্য
আবেশকে,আবেশ,বিশেষ্য
আবেশটা,আবেশ,বিশেষ্য
আবেশটুকু,আবেশ,বিশেষ্য
আবেশে,আবেশ,বিশেষ্য
আবেশের,আবেশ,বিশেষ্য
আভাই,আভা,বিশেষ্য
আভাও,আভা,বিশেষ্য
আভাকে,আভা,বিশেষ্য
আভাটা,আভা,বিশেষ্য
আভাটি,আভা,বিশেষ্য
আভায়,আভা,বিশেষ্য
আভাসই,আভাস,বিশেষ্য
আভাসও,আভাস,বিশেষ্য
আভাসকেই,আভাস,বিশেষ্য
আভাসটা,আভাস,বিশেষ্য
আভাসটি,আভাস,বিশেষ্য
আভাসে,আভাস,বিশেষ্য
আভিজাত্যও,আভিজাত্য,বিশেষ্য
আভিজাত্যপূর্ণ,আভিজাত্য,বিশেষ্য
আভিজাত্যবাদী,আভিজাত্য,বিশেষ্য
আভিজাত্যহীনা,আভিজাত্য,বিশেষ্য
আভিজাত্যে,আভিজাত্য,বিশেষ্য
আমগাছই,আমগাছ,বিশেষ্য
আমগাছগুলো,আমগাছ,বিশেষ্য
আমগাছটা,আমগাছ,বিশেষ্য
আমগাছটাও,আমগাছ,বিশেষ্য
আমগাছতলা,আমগাছ,বিশেষ্য
আমড়াই,আমড়া,বিশেষ্য
আমড়াও,আমড়া,বিশেষ্য
আমড়ায়,আমড়া,বিশেষ্য
আমড়ার,আমড়া,বিশেষ্য
আমদানিই,আমদানি,বিশেষ্য
আমদানিও,আমদানি,বিশেষ্য
আমদানিকারী,আমদানি,বিশেষ্য
আমদানিকালে,আমদানি,বিশেষ্য
আমদানিকৃত,আমদানি,বিশেষ্য
আমদানিকে,আমদানি,বিশেষ্য
আমনকে,আমন,বিশেষণ
আমনক্ষেত,আমন,বিশেষণ
আমনচাষ,আমন,বিশেষণ
আমনবীজ,আমন,বিশেষণ
আমলকে,আমল,বিশেষ্য
আমলই,আমল,বিশেষ্য
আমলটাই,আমল,বিশেষ্য
আমলটি,আমল,বিশেষ্য
আমলসহ,আমল,বিশেষ্য
আমলাতন্ত্রই,আমলাতন্ত্র,বিশেষ্য
আমলাতন্ত্রও,আমলাতন্ত্র,বিশেষ্য
আমলাতন্ত্রকে,আমলাতন্ত্র,বিশেষ্য
আমলাতন্ত্রে,আমলাতন্ত্র,বিশেষ্য
আমলাতন্ত্রের,আমলাতন্ত্র,বিশেষ্য
আমানতও,আমানত,বিশেষ্য
আমানতকারী,আমানত,বিশেষ্য
আমানতকে,আমানত,বিশেষ্য
আমানতদার,আমানত,বিশেষ্য
আমানতে,আমানত,বিশেষ্য
আমাশয়সহ,আমাশয়,বিশেষ্য
আমাশয়ে,আমাশয়,বিশেষ্য
আমাশয়ের,আমাশয়,বিশেষ্য
আমিনই,আমিন,বিশেষ্য
আমিনও,আমিন,বিশেষ্য
আমিনকে,আমিন,বিশেষ্য
আমিনদের,আমিন,বিশেষ্য
আমিষকে,আমিষ,বিশেষ্য
আমিষজাতীয়,আমিষ,বিশেষ্য
আমিষনির্ভর,আমিষ,বিশেষ্য
আমিষযুক্ত,আমিষ,বিশেষ্য
আমিষের,আমিষ,বিশেষ্য
আমীনই,আমীন,বিশেষ্য
আমীনকে,আমীন,বিশেষ্য
আমীনরা,আমীন,বিশেষ্য
আমীনসহ,আমীন,বিশেষ্য
আমীনের,আমীন,বিশেষ্য
আমেজই,আমেজ,বিশেষ্য
আমেজও,আমেজ,বিশেষ্য
আমেজকে,আমেজ,বিশেষ্য
আমেজটা,আমেজ,বিশেষ্য
আমেজে,আমেজ,বিশেষ্য
আয়ই,আয়,বিশেষ্য
আয়ও,আয়,বিশেষ্য
আয়ের,আয়,বিশেষ্য
আয়কে,আয়,বিশেষ্য
আয়করই,আয়কর,বিশেষ্য
আয়করও,আয়কর,বিশেষ্য
আয়করকে,আয়কর,বিশেষ্য
আয়করমুক্ত,আয়কর,বিশেষ্য
আয়করযোগ্য,আয়কর,বিশেষ্য
আয়করসংক্রান্ত,আয়কর,বিশেষ্য
আয়তকার,আয়ত,বিশেষণ
আয়তক্ষেত্র,আয়ত,বিশেষণ
আয়তক্ষেত্রও,আয়ত,বিশেষণ
আয়তক্ষেত্রটির,আয়ত,বিশেষণ
আয়তক্ষেত্রের,আয়ত,বিশেষণ
আয়তনই,আয়তন,বিশেষ্য
আয়তনকে,আয়তন,বিশেষ্য
আয়তনে,আয়তন,বিশেষ্য
আয়তনের,আয়তন,বিশেষ্য
আয়তনবিশিষ্ট,আয়তন,বিশেষ্য
আয়ত্তগম্য,আয়ত্ত,বিশেষণ
আয়ত্তে,আয়ত্ত,বিশেষণ
আয়ত্তেই,আয়ত্ত,বিশেষণ
আয়ত্তের,আয়ত্ত,বিশেষণ
