id,model,language,code,source,link,rating
163,human,java,"class AA {
    AA() {
        System.out.println(""super 0-arg"");
    }
    AA(int a) {
        System.out.println(""super 1-arg"");
    }
}
class B extends AA {
    B() {
        super(15);
        System.out.println(""child 0-arg"");
    }
    B(int a) {
        System.out.println(""child 1-arg"");
    }
    public static void main(String args[]) {
        new B();
    }
}

/*
super 1-arg
child 0-arg
*/",author,none,none
164,human,java,"class Parent {
    static {
        System.out.println(""Parent static block"");
    }
    {
        System.out.println(""Parent instance block"");
    }
    Parent() {
        System.out.println(""Parent class constructor"");
    }
}
class Child extends Parent {
    static {
        System.out.println(""Child static block"");
    }
    {
        System.out.println(""Child instance block"");
    }
    Child() {
        System.out.println(""Child constructor"");
    }
    public static void main(String args[]) {
    }
}

/*
Parent static block
Child static block
*/",author,none,none
165,human,java,"class Parent {
    static {
        System.out.println(""Parent static block"");
    }
    {
        System.out.println(""Parent instance block"");
    }
    Parent() {
        System.out.println(""Parent class constructor"");
    }
}
class Child extends Parent {
    static {
        System.out.println(""Child static block"");
    }
    {
        System.out.println(""Child instance block"");
    }
    Child() {
        System.out.println(""Child constructor"");
    }
    public static void main(String args[]) {
        new Child();
    }
}

/*
Parent static block
Child static block
Parent instance block
Parent class constructor
Child instance block
Child constructor
*/",author,none,none
166,human,java,"class Parent {
    int a = 100;
    void m1() {
        System.out.println(""parent m1"");
    }
}
class Child extends Parent {
    int b = 50;
    void m1() {
        System.out.println(""child m1"");
    }
}
class Employee {
    public static void main(String args[]) {
        Parent p1 = new Parent();
        p1.m1();
        Parent p2 = new Child();
        p2.m1();
        Child p3 = new Child();
        p3.m1();
    }
}

/*
parent m1
child m1
child m1
*/",author,none,none
167,human,java,"class Parent {
    int a = 100;
    void m1() {
        System.out.println(""parent m1"");
    }
}
class Child extends Parent {
    int a = 50;
    void m1() {
        System.out.println(""child m1"");
    }
}
public class CSE18 {
    public static void main(String args[]) {
        Child c = new Child();
        c.a = 3500;
        Parent p1 = c;
        System.out.println(p1.a);
        Parent p2 = new Parent();
        System.out.println(p2.a);
    }
}

/*
100
100
*/",author,none,none
168,human,java,"class AB {
    private int a;
    private void m1() {
        System.out.println(""m1 method"");
    }
    void m2() {
        System.out.println(""m2 method"");
    }
}
class CSE18 extends AB {
    public static void main(String args[]) {
        CSE18 ob = new CSE18();
        ob.m2();
        // ob.m1(); // inaccessible
    }
}

/*
m2 method
*/",author,none,none
169,human,java,"class AB {
    int a = 500;
    void m2() {
        System.out.println(""m1 method - AB"");    
    }
}
public class CSE18 extends AB {
    protected void m2() { // visibility >= 
        System.out.println(""m1 method - CSE18"");
    }
    public static void main(String args[]) {
        CSE18 ob = new CSE18();
        ob.m2();
    }
}

/*
m1 method - CSE18
*/",author,none,none
170,human,java,"abstract class AB {
    abstract void m1(int a, int b);
    void m2() {
        System.out.println(""m2 method"");
    }
    abstract void m3(float c);
}
public class CSE18 extends AB {
    void m1(int a, int b) {
        System.out.println(a+b);
    }
    void m3(float c) {
        System.out.println(c);
    }
    public static void main(String args[]) {
        CSE18 ob = new CSE18();
        ob.m1(5, 6);
        ob.m3(6);
        ob.m2();
    }
}

/*
11
6.0
m2 method
*/",author,none,none
171,human,java,"abstract class AB {
    abstract void m1();
    AB() {
        System.out.println(""constructor of AB"");
    }
    static {
        System.out.println(""static block of AB"");
    }
    {
        System.out.println(""instance block of AB"");
    }
}
abstract class B extends AB {
    B() {
        System.out.println(""constructor of B"");
    }
    static {
        System.out.println(""static block of B"");
    }
    {
        System.out.println(""instance block of B"");
    }
}
public class CSE18 extends B {
    void m1() {
        System.out.println(""m1 method CSE18"");
    }
    CSE18() {
        System.out.println(""constructor of CSE18"");
    }
    static {
        System.out.println(""static block CSE18"");
    }
    {
        System.out.println(""instance block CSE18"");
    }
    public static void main(String args[]) {
        CSE18 ob = new CSE18();
        ob.m1();
    }
}

/*
static block of AB
static block of B
static block CSE18
instance block of AB
constructor of AB
instance block of B
constructor of B
instance block CSE18
constructor of CSE18
m1 method CSE18
*/",author,none,none
172,human,java,"
abstract class X {
    abstract void m1();
    void m2() {
        System.out.println(""m2 method - A"");
    }
}
class Y extends X {
    void m1() {
        System.out.println(""m1 method - B"");
    }
}
class Z extends X {
    void m3() {
        System.out.println(""m3 method - C"");
    }
    void m1() {
        System.out.println(""m1 method - C"");
    }
}
public class CSE18{
    public static void main(String args[]) {
        Y ob = new Y();
        ob.m1();
    }
}

/*
m1 method - B
*/",author,none,none
173,human,java,"
interface I1 {
    int EXIT = -1;
    void m1();
    void m2();
}
public class CSE18 implements I1{
    public void m1() {
        System.out.println(""m1 method - CSE18"");
    }
    public void m2() {
        System.out.println(""m2 method - CSE18"");
    }
    public static void main(String args[]) {
        CSE18 ob = new CSE18();
        ob.m1();
        ob.m2();
        I1 ob1 = ob;
        ob1.m1();
        ob1.m2();

    }
}

/*
m1 method - CSE18
m2 method - CSE18
m1 method - CSE18
m2 method - CSE18
*/",author,none,none
174,human,java,"
interface I1 {
    void m1();
}
interface I2 extends I1 {
    void m2();
}
interface I3 {
    void m3();
}
interface I4 extends I2, I3 {
    void m4();
}
public class CSE18 implements I1, I3{
    public void m1() {
        System.out.println(""m1 method"");
    }
    public void m3() {
        System.out.println(""m3 method"");
    }
    public static void main(String args[]) {
        CSE18 ob = new CSE18();
        ob.m3();
        I1 ob1 = ob;
        ob1.m1();
    }
}

/*
m3 method
m1 method
*/",author,none,none
175,human,java,"
interface I1 {
    int B = 10;
    void m1();
}
interface I2 {
    int B = 40;
    void m2();
}
public class CSE18 implements I1, I2{
    public void m1() {
        System.out.println(""m1 method"");
    }
    public void m2() {
        System.out.println(""m2 method"");
    }
    public static void main(String args[]) {
        CSE18 ob = new CSE18();
        ob.m1();
        ob.m2();
        System.out.println(I1.B + "" "" + I2.B);
    }
}

/*
m1 method
m2 method
10 40
*/",author,none,none
176,human,java,"
interface I1 {
    void m1();
    void m2();
    void m3();
    void m4();
}
class X implements I1 {
    public void m1(){}
    public void m2(){}
    public void m3(){}
    public void m4(){}
}
public class CSE18 extends X{
    public void m1() {
        System.out.println(""m1 method"");
    }
    public void m4() {
        System.out.println(""m4 method"");
    }
    public static void main(String args[]) {
        CSE18 ob = new CSE18();
        ob.m1();
        ob.m4();
    }
}

/*
m1 method
m4 method
*/",author,none,none
177,human,java,"//TIP To <b>Run</b> code, press <shortcut actionId=""Run""/> or
// click the <icon src=""AllIcons.Actions.Execute""/> icon in the gutter.
public class Main {
    public static void main(String[] args) {
        //TIP Press <shortcut actionId=""ShowIntentionActions""/> with your caret at the highlighted text
        // to see how IntelliJ IDEA suggests fixing it.
        System.out.printf(""Hello and welcome!"");

        for (int i = 1; i <= 5; i++) {
            //TIP Press <shortcut actionId=""Debug""/> to start debugging your code. We have set one <icon src=""AllIcons.Debugger.Db_set_breakpoint""/> breakpoint
            // for you, but you can always add more by pressing <shortcut actionId=""ToggleLineBreakpoint""/>.
            System.out.println(""i = "" + i);
        }
    }
}",author,none,none
178,human,java,"public class MainThread {
    public static void main(String args[]) {
        Thread t = Thread.currentThread(); // one thread will be present always
        System.out.println(""Current thread: "" + t);

        t.setName(""My Thread"");
        System.out.println(""After name change: "" + t);

        for (int i = 5; i > 0; i--) {
            System.out.println(i);
            try {
                Thread.sleep(500); // 500 ms sleeping periods
            } catch (InterruptedException e) {
                System.out.println(""Main thread interrupted"");
            }
        }
    }
}",author,none,none
179,human,java,"
class NewThread  implements  Runnable {
    Thread t; // global thread
    int threadNo;
    NewThread(int threadNo) {
        t = new Thread(this, ""Runnable Thread 1"");
        this.threadNo = threadNo;
        t.start(); // after calling start() method, run() method will be called automatically
    }

    @Override
    public void run() {
        System.out.println(threadNo + "" -> Started child thread."");
        for (int i = 5; i > 0; i--) {
            System.out.println(threadNo + "" -> Child thread: "" + i);
            try {
                Thread.sleep(500); // 500 ms sleeping periods
            } catch (InterruptedException e) {
                System.out.println(threadNo + "" -> Child thread interrupted"");
            }
        }
        System.out.println(threadNo + "" -> Exiting child thread."");
    }
}

public class RunnableThread {
    public static void main(String[] args) {
        System.out.println(""Main thread started..."");

        NewThread ob1 = new NewThread(1);
        NewThread ob2 = new NewThread(2);

        System.out.println(""Thread 1 is alive: "" + ob1.t.isAlive());
        System.out.println(""Thread 2 is alive: "" + ob2.t.isAlive());

        try {
            ob1.t.join(); // join() is used so that main thread keeps alive
        } catch (InterruptedException e) {
            throw new RuntimeException(e);
        }

        try {
            ob2.t.join();
        } catch (InterruptedException e) {
            throw new RuntimeException(e);
        }

        System.out.println(""Thread 1 is alive: "" + ob1.t.isAlive());
        System.out.println(""Thread 2 is alive: "" + ob2.t.isAlive());

        System.out.println(""Main thread exited..."");
    }
}",author,none,none
180,human,java,"class Person implements  Runnable {
    String name;
    final Printer printer;  // final must be used to apply synchronized block
    int pages;
    Thread t;

    Person(String name, Printer printer, int pages) {
        this.name = name;
        this.printer = printer;
        this.pages = pages;
        t = new Thread(this, name);
        t.start();
    }

    @Override
    public void run() {
        synchronized(printer) { // synchronized keyword must be used along with the object
            printer.printAssignment(name, pages);
        }
    }
}",author,none,none
181,human,java,"class Printer {
    void printAssignment(String name, int pages) {
        System.out.println(name + "" Printing started..."");
        for (int i = 1; i <= 5; i++) {
            System.out.println(name + "" printed page "" + i);
        }
        System.out.println(name + "" Printing ended..."");
    }
}",author,none,none
182,human,java,"public class Synchronization {
    public static void main(String[] args) {
        Printer printer = new Printer();
        Person Jakir = new Person(""Jakir"", printer, 5);
        Person Arnob = new Person(""Arnob"", printer, 7);
        Person Takrim = new Person(""Takrim"", printer, 8);
    }
}

/*
// Synchronized method

class Printer {
    synchronized void printAssignment(String name, int pages) {
        System.out.println(name + "" Printing started..."");
        for (int i = 1; i <= 5; i++) {
            System.out.println(name + "" printed page "" + i);
        }
        System.out.println(name + "" Printing ended..."");
    }
}

class Person implements  Runnable {
    String name;
    Printer printer;
    int pages;
    Thread t;

    Person(String name, Printer printer, int pages) {
        this.name = name;
        this.printer = printer;
        this.pages = pages;
        t = new Thread(this, name);
        t.start();
    }

    @Override
    public void run() {
        printer.printAssignment(name, pages);
    }
}

public class Synchronization {
    public static void main(String[] args) {
        Printer printer = new Printer();
        Person Jakir = new Person(""Jakir"", printer, 5);
        Person Arnob = new Person(""Arnob"", printer, 7);
        Person Takrim = new Person(""Takrim"", printer, 8);
    }
}
*/

/*
// Synchronized block

class Printer {
    void printAssignment(String name, int pages) {
        System.out.println(name + "" Printing started..."");
        for (int i = 1; i <= 5; i++) {
            System.out.println(name + "" printed page "" + i);
        }
        System.out.println(name + "" Printing ended..."");
    }
}

class Person implements  Runnable {
    String name;
    final Printer printer;  // final must be used to apply synchronized block
    int pages;
    Thread t;

    Person(String name, Printer printer, int pages) {
        this.name = name;
        this.printer = printer;
        this.pages = pages;
        t = new Thread(this, name);
        t.start();
    }

    @Override
    public void run() {
        synchronized(printer) { // synchronized keyword must be used along with the object
            printer.printAssignment(name, pages);
        }
    }
}

public class Synchronization {
    public static void main(String[] args) {
        Printer printer = new Printer();
        Person Jakir = new Person(""Jakir"", printer, 5);
        Person Arnob = new Person(""Arnob"", printer, 7);
        Person Takrim = new Person(""Takrim"", printer, 8);
    }
}
 */",author,none,none
183,human,java,"import java.io.IOException;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;
import java.net.Socket;
import java.util.Scanner;

public class Client {
    public static void main(String[] args) throws IOException {
        System.out.println(""CLIENT started..."");
        Socket clientSocket = new Socket(""127.0.0.1"", 22222);
        System.out.println(""SERVER connected..."");

        while (true) {
            System.out.print(""\nPlease enter message: "");
            Scanner scanner = new Scanner(System.in);
            String clientMsg = scanner.nextLine();

            ObjectOutputStream oos = new ObjectOutputStream(clientSocket.getOutputStream());
            ObjectInputStream ois = new ObjectInputStream(clientSocket.getInputStream());

            oos.writeObject(clientMsg);
            System.out.println(""CLIENT sent: "" + clientMsg);

            try {
                Object fromServer = ois.readObject();
                System.out.println(""CLIENT received: "" + (String) fromServer);
            } catch (ClassNotFoundException e) {
                throw new RuntimeException(e);
            }
        }
    }
}",author,none,none
184,human,java,"import java.io.IOException;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;
import java.net.ServerSocket;
import java.net.Socket;

public class Server {
    public static void main(String[] args) throws IOException {
        ServerSocket serverSocket = new ServerSocket(22222);
        System.out.println(""SERVER started..."");
        Socket socket = serverSocket.accept();
        System.out.println(""CLIENT connected..."");

        while (true) {
            ObjectInputStream ois = new ObjectInputStream(socket.getInputStream());
            ObjectOutputStream oos = new ObjectOutputStream(socket.getOutputStream());

            try {
                Object clientMsg = ois.readObject();
                System.out.println(""\nSERVER received: "" + (String)clientMsg);

                String serverMsg = (String) clientMsg;
                serverMsg = serverMsg.toUpperCase();

                oos.writeObject(serverMsg);
                System.out.println(""SERVER sent: "" + serverMsg);
            } catch (ClassNotFoundException e) {
                throw new RuntimeException(e);
            }
        }
    }
}",author,none,none
185,human,java,"import java.io.IOException;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;
import java.net.Socket;
import java.util.Scanner;

public class Client {
    public static void main(String args[]) throws IOException {
        System.out.println(""Client started..."");
        Socket socket = new Socket(""127.0.0.1"", 22222); // 127.0.0.1 -> IP address of localhost; 22222 -> Port number of server
        System.out.println(""Client connected..."");

        ObjectOutputStream oos = new ObjectOutputStream(socket.getOutputStream());
        ObjectInputStream ois = new ObjectInputStream(socket.getInputStream());

        while (true) {
            Scanner sc = new Scanner(System.in); // taking input from console
            System.out.print(""Enter: "");
            String message = sc.nextLine(); // taking input as string

            if (message.equals(""exit""))
                break;

            oos.writeObject(message); // sent to server

            try {
                Object fromServer = ois.readObject(); // receiving object from server
                System.out.println(""From server: "" + (String) fromServer);
            } catch (ClassNotFoundException e) {
                throw new RuntimeException(e);
            }
        }
        socket.close();
    }
}",author,none,none
186,human,java,"import java.io.IOException;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;
import java.net.Socket;
import java.util.Scanner;

public class Client {
    public static void main(String[] args) throws IOException {
        Socket clientSocket = new Socket(""127.0.0.1"", 22222);
        System.out.println(""Client connected..."");

        ObjectOutputStream oos = new ObjectOutputStream(clientSocket.getOutputStream());
        ObjectInputStream ois = new ObjectInputStream(clientSocket.getInputStream());

        while (true) {
            System.out.print(""\nPlease, enter your message: "");
            Scanner scanner = new Scanner(System.in);
            String cMsg = scanner.nextLine();

            if (cMsg.equals(""exit""))
                break;
            System.out.println(""CLIENT sent: "" + cMsg);
            oos.writeObject(cMsg);

            try {
                Object sMsg = ois.readObject();
                System.out.println(""CLIENT received: "" + (String) sMsg);
            } catch (ClassNotFoundException e) {
                throw new RuntimeException(e);
            }
        }
        clientSocket.close();
    }
}",author,none,none
187,human,java,"import java.io.IOException;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;
import java.net.ServerSocket;
import java.net.Socket;

public class Server {
    public static void main(String args[]) throws IOException {
        // Creating object of server socket.
        // Exception can occur -> socket may be off / occupied
        ServerSocket serverSocket = new ServerSocket(22222); // 22222 -> port number
        System.out.println(""Server started..."");

        while (true) { // server will do the below tasks continuously
            Socket socket = serverSocket.accept(); // dedicated socket is provided to each client
            System.out.println(""Client connected..."");

            // start new server thread
            new ServerThread(socket);
        }
    }
}

class ServerThread implements Runnable {
    Socket clientSocket;
    Thread t;

    ServerThread(Socket clientSocket) {
        this.clientSocket = clientSocket;
        t = new Thread(this);
        t.start();
    }

    @Override
    public void run() {
        try {
            ObjectInputStream ois = new ObjectInputStream(clientSocket.getInputStream());
            ObjectOutputStream oos = new ObjectOutputStream(clientSocket.getOutputStream());

            while (true) {
                Object cMsg = ois.readObject(); // reading what client has sent

                if (cMsg == null)
                    break;

                System.out.println(""From client: "" + (String) cMsg); // type casting Object to String
                String serverMsg = (String) cMsg;
                serverMsg = serverMsg.toUpperCase(); // uppercasing message in server side which is sent by client
                oos.writeObject(serverMsg); // sending message to client
            }

        } catch (ClassNotFoundException | IOException e) {
            e.printStackTrace();
        }
        try {
            clientSocket.close();
        } catch (IOException e) {
            throw new RuntimeException(e);
        }
    }
}",author,none,none
188,human,java,"import java.io.IOException;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;
import java.net.ServerSocket;
import java.net.Socket;

class ServerThread implements Runnable {
    Socket socket;
    Thread t;
    ServerThread(Socket socket) {
        this.socket = socket;
        t = new Thread(this);
        t.start();
    }

    @Override
    public void run() {
        ObjectInputStream ois = null;
        try {
            ois = new ObjectInputStream(socket.getInputStream());
        } catch (IOException e) {
            throw new RuntimeException(e);
        }
        ObjectOutputStream oos = null;
        try {
            oos = new ObjectOutputStream(socket.getOutputStream());
        } catch (IOException e) {
            throw new RuntimeException(e);
        }

        while (true) {
            try {
                Object cMsg = ois.readObject();

                if (cMsg == null)
                    break;

                String sMsg = (String) cMsg;

                System.out.println(""\nSERVER received: "" + sMsg);
                sMsg = sMsg.toUpperCase();

                oos.writeObject(sMsg);
                System.out.println(""SERVER sent: "" + sMsg);
            } catch (ClassNotFoundException | IOException e) {
                throw new RuntimeException(e);
            }
        }
        try {
            socket.close();
        } catch (IOException e) {
            throw new RuntimeException(e);
        }

    }
}

public class Server {
    public static void main(String[] args) throws IOException {
        ServerSocket serverSocket = new ServerSocket(22222);
        System.out.println(""Server started..."");

        while (true) {
            Socket socket = serverSocket.accept();
            new ServerThread(socket);
        }
    }
}",author,none,none
189,human,java,"import java.io.IOException;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;
import java.net.Socket;

public class Client {
    public static void main(String[] args) throws IOException {
        Socket clientSocket = new Socket(""127.0.0.1"", 22222);
        System.out.println(""Client connected..."");

        ObjectOutputStream oos = new ObjectOutputStream(clientSocket.getOutputStream());
        ObjectInputStream ois = new ObjectInputStream(clientSocket.getInputStream());

        new WriterThread(oos, clientSocket);
        new ReaderThread(ois);
    }
}",author,none,none
190,human,java,"import java.io.IOException;
import java.io.ObjectInputStream;

public class ReaderThread implements Runnable {
    ObjectInputStream ois;
    Thread t;

    ReaderThread(ObjectInputStream ois) {
        this.ois = ois;
        t = new Thread(this);
        t.start();
    }

    @Override
    public void run() {
        while (true) {
            try {
                Object sMsg = ois.readObject();
                System.out.println(""CLIENT received: "" + (String) sMsg);
            } catch (ClassNotFoundException | IOException e) {
                throw new RuntimeException(e);
            }
        }
    }
}",author,none,none
191,human,java,"import java.io.IOException;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;
import java.net.ServerSocket;
import java.net.Socket;

class ServerThread implements Runnable {
    Socket socket;
    Thread t;

    ServerThread(Socket socket) {
        this.socket = socket;
        t = new Thread(this);
        t.start();
    }

    @Override
    public void run() {
        ObjectInputStream ois = null;
        try {
            ois = new ObjectInputStream(socket.getInputStream());
        } catch (IOException e) {
            throw new RuntimeException(e);
        }
        ObjectOutputStream oos = null;
        try {
            oos = new ObjectOutputStream(socket.getOutputStream());
        } catch (IOException e) {
            throw new RuntimeException(e);
        }

        while (true) {
            try {
                Object cMsg = ois.readObject();

                if (cMsg == null)
                    break;

                System.out.println(""\nSERVER received: "" + (String) cMsg);

                String sMsg = (String) cMsg;
                sMsg = sMsg.toUpperCase();

                oos.writeObject(sMsg);
                System.out.println(""SERVER sent: "" + sMsg);
            } catch (ClassNotFoundException | IOException e) {
                throw new RuntimeException(e);
            }
        }

        try {
            socket.close();
        } catch (IOException e) {
            throw new RuntimeException(e);
        }
    }
}

public class Server {
    public static void main(String[] args) throws IOException {
        ServerSocket serverSocket = new ServerSocket(22222);
        System.out.println(""Server started..."");

        while (true) {
            Socket socket = serverSocket.accept();
            new ServerThread(socket);
        }
    }
}",author,none,none
192,human,java,"import java.io.IOException;
import java.io.ObjectOutputStream;
import java.net.Socket;
import java.util.Scanner;

public class WriterThread implements Runnable {
    ObjectOutputStream oos;
    Socket socket;
    Thread t;

    WriterThread(ObjectOutputStream oos, Socket socket) {
        this.oos = oos;
        this.socket = socket;
        t = new Thread(this);
        t.start();
    }

    @Override
    public void run() {
        Scanner scanner = new Scanner(System.in);
        while (true) {
            String cMsg = scanner.nextLine();
            if (cMsg.equals(""exit""))
                break;

            try {
                oos.writeObject(cMsg);
                System.out.println(""CLIENT sent: "" + cMsg);
            } catch (IOException e) {
                throw new RuntimeException(e);
            }
        }
        try {
            socket.close();
        } catch (IOException e) {
            throw new RuntimeException(e);
        }
    }
}",author,none,none
193,human,java,"import java.util.concurrent.BlockingQueue;

public class Consumer implements  Runnable{
    BlockingQueue<String> q;
    String name;
    Thread t;

    Consumer(BlockingQueue<String> q, String name) {
        this.q = q;
        this.name = name;
        t = new Thread(this, name);
        t.start();
    }

    @Override
    public void run() {
        System.out.println(name + "" started..."");
        while (true) {
            try {
                if (q.isEmpty()) {
                    System.out.println(name + "" Queue is empty..."");
                    Thread.sleep(2000);
                }
                System.out.println(name + "" got "" + q.take());
                Thread.sleep(1000);
            } catch (InterruptedException e) {
                throw new RuntimeException(e);
            }
        }
    }
}",author,none,none
194,human,java,"import java.util.concurrent.BlockingQueue;

// Producer thread
class Producer implements Runnable {
    BlockingQueue<String> q;
    Thread t;
    String name;

    Producer(BlockingQueue<String> q, String name) {
        this.q = q;
        this.name = name;
        t = new Thread(this, name);
        t.start();
    }

    @Override
    public void run() {
        System.out.println(name + "" started..."");
        int i = 0;
        while (true) {
            try {
                if (q.size() >= 4) {
                    System.out.println(name + "" : Queue is full..."");
                    Thread.sleep(2000);
                }

                i += 1;
                q.put(""cake "" + i);
                System.out.println(name + "" created cake "" + i);
                Thread.sleep(200);

            } catch (InterruptedException e) {
                throw new RuntimeException(e);
            }
            //System.out.println(name + "" created cake "" + i);
        }
    }
}",author,none,none
195,human,java,"import java.util.concurrent.ArrayBlockingQueue;
import java.util.concurrent.BlockingQueue;

public class ProducerConsumerBlockingQueue {
    public static void main(String[] args) {
        BlockingQueue<String> q = new ArrayBlockingQueue<>(4);
        Producer producer1 = new Producer(q, ""producer1"");
        Consumer consumer1 = new Consumer(q, ""consumer1"");
        Consumer consumer2 = new Consumer(q, ""consumer2"");
    }
}",author,none,none
196,human,java,"import java.io.IOException;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;
import java.net.Socket;
import java.util.Scanner;

class ReaderThread implements Runnable {
    Thread t;
    ObjectInputStream ois;
    String username;

    ReaderThread(ObjectInputStream ois, String username) {
        this.ois = ois;
        t = new Thread(this);
        this.username = username;
        t.start();
    }

    @Override
    public void run() {
        while (true) {
            Object incomingMessage = null;
            try {
                incomingMessage = ois.readObject();
                System.out.println((String)incomingMessage);
            } catch (IOException | ClassNotFoundException e) {
                throw new RuntimeException(e);
            }
        }
    }
}

class WriterThread implements Runnable {
    ObjectOutputStream oos;
    Thread t;
    String username;
    WriterThread(ObjectOutputStream oos, String username) {
        this.oos = oos;
        t = new Thread(this);
        this.username = username;
        t.start();
    }

    @Override
    public void run() {
        while (true) {
            Scanner scanner = new Scanner(System.in);
            String messageToSend = scanner.nextLine();
            try {
                oos.writeObject(messageToSend);
            } catch (IOException e) {
                throw new RuntimeException(e);
            }
        }
    }
}

public class Client {
    Socket socket;
    ObjectInputStream ois;
    ObjectOutputStream oos;
    String username;

    public Client(Socket socket, String username) throws IOException {
        this.socket = socket;
        this.oos = new ObjectOutputStream(socket.getOutputStream());
        this.ois = new ObjectInputStream(socket.getInputStream());
        this.username = username;
    }

    public static void main(String[] args) throws IOException, ClassNotFoundException {
        Socket clientSocket = new Socket(""localhost"", 22222);
        System.out.println(""Client connected..."");
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Please, enter your username: "");
        String username = scanner.nextLine();
        Client client = new Client(clientSocket, username);
        client.oos.writeObject(username);
        new WriterThread(client.oos, username);
        new ReaderThread(client.ois, username);
    }
}",author,none,none
197,human,java,"import java.io.IOException;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;
import java.net.Socket;
import java.util.ArrayList;

public class ClientHandler implements Runnable {
    Socket socket;
    ObjectInputStream ois;
    ObjectOutputStream oos;
    String username;
    Thread t;
    public static ArrayList<ClientHandler> clientHandlers = new ArrayList<>();

    public ClientHandler(Socket socket) throws IOException, ClassNotFoundException {
        this.socket = socket;
        this.ois = new ObjectInputStream(socket.getInputStream());
        this.oos = new ObjectOutputStream(socket.getOutputStream());
        t = new Thread(this);
        Object name = null;
        name = ois.readObject();
        this.username = (String)name;
        String messageToSend = ""SERVER: "" + (String)username + "" joined the chat!"";
        broadcastMessageToAll(messageToSend);
        clientHandlers.add(this);
        t.start();
    }

    void broadcastMessageToAll(String messageToSend) throws IOException {
        for (ClientHandler clientHandler: clientHandlers) {
            String tempName = clientHandler.username;
            if (!tempName.equals(username))
                clientHandler.oos.writeObject(messageToSend);
        }
    }

    void handleAllException(Socket socket, ObjectInputStream ois, ObjectOutputStream oos) {
        clientHandlers.remove(this);
        String messageToSend = username + "" left the chat!"";
        try {
            broadcastMessageToAll(messageToSend);
            if (ois != null) ois.close();
            if (oos != null) oos.close();
            if (socket != null) socket.close();
        } catch (IOException e) {
            throw new RuntimeException(e);
        }
    }

    @Override
    public void run() {
        try {
            while (true) {
                Object messageFromServerObject = null;
                messageFromServerObject = ois.readObject();
                String messageFromServer = (String) messageFromServerObject;
                System.out.println(""\nSERVER received: "" + messageFromServer);
                String messageToSend = username + "": "" + messageFromServer;
                broadcastMessageToAll(messageToSend);
            }
        } catch (IOException | ClassNotFoundException e) {
            handleAllException(socket, ois, oos);
        }
    }
}",author,none,none
198,human,java,"import java.io.IOException;
import java.net.ServerSocket;
import java.net.Socket;

public class Server {
    private ServerSocket serverSocket;
    public Server(ServerSocket serverSocket) {
        this.serverSocket = serverSocket;
    }

    void startServer() {
        try {
            while (true) {
                Socket socket = serverSocket.accept();
                System.out.println(""A new client has connected!"");
                new ClientHandler(socket);
            }
        } catch (IOException e) {
            closeServer(serverSocket);
        } catch (ClassNotFoundException e) {
            throw new RuntimeException(e);
        }
    }

    void closeServer(ServerSocket serverSocket) {
        try {
            if (serverSocket != null) {
                serverSocket.close();
            }
        } catch (IOException e) {
            throw new RuntimeException(e);
        }
    }

    public static void main(String[] args) throws IOException {
        ServerSocket serverSocket = new ServerSocket(22222);
        System.out.println(""Server started..."");
        Server server = new Server(serverSocket);
        server.startServer();
    }
}",author,none,none
